cname; iso2; iso3; year; pv6t1; pv6t2; pv6t3; pv6t4; pv6t5; pv6t6; pv6t7; pv6t8; pv6t9;
Georgia; ge; geo; 2011; .0677167208930139; .0695365796993802; .0274001132543543; .0396878234625504; .1103156395707785; .0244187139737534; .1107135664151309; .4270743963348235; .1231364463962149;
Georgia; ge; geo; 2012; .0743648797542369; .0638759460998954; .0237879478846551; .0524534685266603; .1328512286879794; .0157389461572996; .1164373887359698; .3861560674487367; .1343341267045669;
Georgia; ge; geo; 2013; .0631143477337651; .0551897935579214; .0186937476941529; .0582732548713226; .1158157468843193; .0235730776100844; .1204215042946738; .4014400422822086; .143478485071552;
Georgia; ge; geo; 2014; .0586542092978199; .0553181043929912; .0200999306082639; .0449575553169247; .1278152587514028; .0309209954312238; .1011688209180915; .4174935508940718; .1435715743892105;
Georgia; ge; geo; 2015; .0634745294363813; .0691021142788043; .0202596297959258; .0435790883937052; .1273602506909887; .027878487332594; .0999573692446092; .4198575476393592; .1285309831876322;
Georgia; ge; geo; 2016; .0638219342234121; .0588961558392588; .0180568183064236; .0567817077921941; .1620064826867091; .0169901265439852; .1174078382062098; .355921947063873; .1501169893379342;
Georgia; ge; geo; 2017; .0553810978271074; .070787032715348; .0199046499398361; .0430527284362598; .1255785604676655; .035226039138454; .1493969001538984; .3695230142659384; .1311499770554926;
Georgia; ge; geo; 2018; .0533011054657677; .0672603836115261; .0233545370951536; .0593076619601849; .1276273449629525; .0267496732705577; .1365087591469107; .3817083511667643; .1241821833201824;
Georgia; ge; geo; 2019; .0714116910795011; .0731052683217553; .0241772448366535; .045537184100374; .1190678712789072; .0187469572910104; .1311438074163241; .3887799722625107; .1280300034129637;
Georgia; ge; geo; 2020; .0642023522206847; .090118064936186; .0245764511086072; .0422531290631892; .1410215331908579; .0268543046407528; .1094499278292798; .3992168455894702; .1023073914209721;
Georgia; ge; geo; 2021; .0690014551792438; .0827882007946866; .0248610732067307; .0440443654280334; .1346154267887889; .0197648562230342; .1151196776551419; .3841385787846583; .1256663659396821;
Georgia; ge; geo; 2022; .0943809836043663; .0712117125956451; .0267821352327655; .0491231814891334; .1591839036393511; .0223661533855078; .1030349213157582; .3753917942477583; .0985252144897143;
Greece; gr; grc; 1995; .1301027588823984; .20601625804221; .032350966568177; .0889480412068841; .1580971424086693; .0155645694071035; .1175535660165581; .2037162810423888; .0476504164256109;
Greece; gr; grc; 2000; .1327093017155542; .2063766903557526; .0290140080147133; .0901975805884535; .1821741044692096; .0135834348242718; .1172532631660482; .1842627372330427; .0444288796329541;
Greece; gr; grc; 2002; .1120363891616946; .2110100944552469; .0319663775374465; .0732653355953784; .1985098487114322; .0083560889748991; .1268439393342942; .1991908127806381; .0388211134489699;
Greece; gr; grc; 2003; .1319009298922346; .2381129884252552; .028778888016825; .0693651471928073; .209525072269819; .0087793878572426; .1222985638740513; .1674388143443682; .0238002081273968;
Greece; gr; grc; 2004; .1279514516122734; .235350131872401; .0277846562758581; .0757952655528028; .1906826240907152; .0148455168583869; .1418312733298848; .1619491834604609; .0238098969472168;
Greece; gr; grc; 2005; .1187069468735402; .2276536322635376; .0253241884122307; .0729686325311491; .1836822915209209; .0068418216420871; .1263346400745589; .2109467534901859; .0275410931917896;
Greece; gr; grc; 2006; .1113108435055398; .2168939541250859; .0374213958106769; .0691638361949179; .1964421981341875; .0116257694605111; .1468064077515671; .1807376146006074; .0295979804169064;
Greece; gr; grc; 2007; .1074152895366382; .2175146673991084; .0349395427517232; .0631529378171995; .2046605523054673; .0080173271426512; .1491431971265461; .166813420054246; .04834306586642;
Greece; gr; grc; 2008; .1074367655312686; .2295834332517261; .0350391564510679; .0680967950494965; .2128827662926216; .0118322735823572; .1563622269251861; .1499439501041681; .0288226328121079;
Greece; gr; grc; 2009; .1016253943283872; .2214219603571703; .0341892254676905; .066462738701236; .2114456848207348; .0112309737430426; .163058501085668; .1593471820820174; .0312183394140533;
Greece; gr; grc; 2010; .1004406114547619; .2399181920922935; .0362097284324207; .05997236338779; .2272115813749925; .0098074476549648; .1364969957965315; .1739050461631718; .0160380336430734;
Greece; gr; grc; 2011; .106785685477486; .2157870076774417; .0268625768894649; .055537106284633; .2235768268579754; .0077296184250092; .1563251732951708; .1890225451823614; .0183734599104575;
Greece; gr; grc; 2012; .1265644906606134; .1992164466609347; .045041206733575; .0665278713409544; .1822066924184207; .0107888205468899; .1267890716064; .2116372628870251; .0312281371451868;
Greece; gr; grc; 2013; .1312675109097692; .2178934785375456; .0420824665220897; .0682757076335267; .1749692072114424; .0100411946190233; .1224538051212761; .2051687772326062; .0278478522127209;
Greece; gr; grc; 2014; .135727133685978; .215574198681015; .0444215515317425; .0659856958495167; .191380464132212; .0098349480227289; .1164991976116317; .1922883657081611; .0282884447770141;
Greece; gr; grc; 2015; .1366437911720701; .2131668974352156; .037671147074125; .0697653618853519; .1974671372539774; .009811949947012; .1137701761059189; .194802624393563; .0269009147327661;
Greece; gr; grc; 2016; .1445161563876294; .2240488166942513; .0427198646632677; .0678309517351691; .1830888771387736; .0123511504474004; .1097434931072949; .1879698342544475; .0277308555717661;
Greece; gr; grc; 2017; .1453592848231001; .2235444551881884; .0415622389024984; .06033131150905; .1899646258040557; .010056742932671; .1102132647147035; .1870506146506961; .0319174614750369;
Greece; gr; grc; 2018; .1530207757271761; .2307087987632085; .0460127681682377; .0603439950382801; .1956417952221381; .0080767121663482; .1031879933627938; .1761344272310266; .0268727343207911;
Greece; gr; grc; 2019; .1582475480880322; .2490077770459531; .0427905253985539; .0501557630425493; .1869779376924181; .0088991291120117; .1053652241349743; .1665397347427266; .0320163607427808;
Greece; gr; grc; 2020; .154792767351367; .2414663584806099; .0437062067544277; .0503790883522182; .1915692935306783; .0085709455737847; .1370120623836192; .1464770738862784; .0260262036870166;
Greece; gr; grc; 2021; .1644118027760372; .2438441786212797; .0415848029638801; .0434600406108684; .2205273716248475; .0106470996748561; .1205884452495183; .131804074513923; .0231321839647897;
Hungary; hu; hun; 1991; .0975224035021021; .1439114388626957; .0490247758145702; .090669477850603; .1486557730570903; .0479704800316534; .178703215537174; .2055877700523749; .0379546652917363;
Hungary; hu; hun; 1994; .145869336279459; .1073613430476751; .0571893869327012; .1087310920779999; .1301536255498969; .0275245987146655; .2364460676619974; .1693816219525729; .0173429277830321;
Hungary; hu; hun; 1999; .1316408421744023; .1476888143331317; .0673033712723815; .1199961467655017; .1651141610397127; .0221731275667906; .1414742831906389; .1820379091058045; .0225713445516362;
Hungary; hu; hun; 2005; .1562488026249406; .1719846776013889; .0600526053301662; .1230634607271081; .1299144808629236; .0250600803467576; .1252673978965373; .1770175495568597; .0313909450533179;
Hungary; hu; hun; 2007; .1571412243514557; .1572736071618563; .0793520506729732; .113569794695278; .1341632309785576; .0377538666455234; .1394391481880865; .1572931648148376; .0240139124914317;
Hungary; hu; hun; 2009; .1527824472235709; .1651488647148794; .0684305367584264; .1083017496636553; .1344244811528649; .0386433143406988; .1094622761289921; .1905601087849986; .0322462212319136;
Hungary; hu; hun; 2012; .1901103850923697; .1467440239871096; .0809502577631707; .0785136846196889; .1294751397003228; .0341275083432677; .1296097839372563; .180877875361066; .0295913411957484;
Hungary; hu; hun; 2015; .1842505278297585; .2148286235090185; .0586472862098345; .0886806290784541; .1341628139917735; .0378566429698093; .1150655608728779; .1231998994939393; .0433080160445343;
Ireland; ie; irl; 1987; 0; 0; 0; 0; 0; 0; 0; 1; 0;
Ireland; ie; irl; 1994; .1058330600654706; .092784748708333; .0508347682343342; .0456101754241014; .091570247292437; .0786355177055293; .2961645881848146; .2056865272898252; .0328803670951548;
Ireland; ie; irl; 1995; .1073904236907677; .1025749322332621; .056346088587053; .0573318535629109; .0797436643368236; .084617804520749; .2751885740186775; .2146235761210172; .022183082928739;
Ireland; ie; irl; 1996; .1173084910313646; .0938792172875951; .0570333188757876; .057399830456323; .0702358303541928; .0833369184643434; .2515624481778818; .2397079985923606; .0295359467601509;
Ireland; ie; irl; 2000; .1291520828578941; .1135321695840245; .0528437030935584; .075872234096491; .101090334591863; .1444209914747585; .2679954363789884; .0849458031800776; .0301472447423445;
Ireland; ie; irl; 2002; .1132061944499012; .1128665640006488; .0567390602350387; .0715018691039414; .0917079232783579; .1090359230227293; .2265116246229406; .2038451509200669; .0145856903663752;
Ireland; ie; irl; 2003; .1188388749679332; .1102340946828485; .0501145208505403; .0831851337189716; .0951924347570575; .1278284065754162; .2242507364355521; .1798808136848818; .0104749843267989;
Ireland; ie; irl; 2004; .1139023004841519; .1148016358716586; .0466129820962152; .0715421448749138; .0837120089215166; .1300984569524863; .235514414875624; .1855198073631912; .0182962485602424;
Ireland; ie; irl; 2005; .1063549475706766; .1190237611221638; .0469851693593101; .0855562477326664; .0741103075226582; .1289490441726747; .2174754626112249; .2003595824906519; .0211854774179734;
Ireland; ie; irl; 2006; .098597160546285; .1101911387544479; .0502786774266717; .0885827127878543; .082285419083748; .1406576443272616; .2124623190855812; .2014474790829796; .0154974489051708;
Ireland; ie; irl; 2007; .0933472413774086; .1089869569364374; .0561921914882989; .0847636992189247; .0847253372094861; .1352876545875564; .2058503273815369; .20808659915199; .022759992648361;
Ireland; ie; irl; 2008; .1056598115203253; .1073339203709117; .0513661438491935; .0909616656163687; .0753495651432921; .1424065598770048; .2448896550847881; .1692658970970211; .0127667814410946;
Ireland; ie; irl; 2009; .0946544919959521; .1117277612435974; .0575945992038898; .0845790885930055; .0829860588966616; .1255011848314213; .2553319237092563; .171621647283557; .016003244242659;
Ireland; ie; irl; 2010; .0921578074080423; .1096494589129241; .0528859928678586; .0818950698209917; .085003454852541; .1239889445810725; .2559046053791201; .1805822032637089; .0179324629137407;
Ireland; ie; irl; 2011; .0873219175168353; .1205722344963729; .0605438738353259; .0819910464125145; .0809474174140456; .1135256077141323; .2262681073141998; .2200530033899304; .0087767919066431;
Ireland; ie; irl; 2012; .0903263265633762; .1252254574163859; .0570351762800511; .0915382223414604; .0785999875804317; .1102997339751122; .2381482164418509; .1987842902891582; .0100425891121734;
Ireland; ie; irl; 2013; .0863249457309675; .1460736479446824; .0578402224799538; .076320834283468; .074200636765427; .0918953602169212; .2530169080328174; .2038599824807802; .0104674620649825;
Ireland; ie; irl; 2014; .0941254073941295; .1448555381241858; .0633927472643764; .0718711895495552; .0800100413447742; .0856558124500456; .2471610465081499; .1966348040775421; .0162934132872413;
Ireland; ie; irl; 2015; .1059517858853943; .147601817124112; .0602985207846561; .0677277254797612; .0776094306639871; .0991508496372624; .2442209393293912; .1861255267564279; .0113134043390079;
Ireland; ie; irl; 2016; .1155721333644322; .1521054284558727; .0625389890677725; .0699464890095394; .0740652958620378; .1138821610847204; .2160959689953744; .1856204467586761; .0101730874015745;
Ireland; ie; irl; 2017; .1326650099974005; .1576323653075434; .0630850723960492; .0776751221924087; .0604769257075919; .117221020144056; .228398293575411; .1443755748816823; .018470615797857;
Ireland; ie; irl; 2018; .1366314909778479; .1520075295521505; .0575104992876012; .0682045677895673; .0726390136308795; .1069020594889195; .2179350938105627; .1750566681802492; .013113077282222;
Ireland; ie; irl; 2019; .1320014321842483; .1645262656327; .0710985552296118; .0588425919561948; .0792308629711269; .1094339673601329; .1894220719652663; .1840470926975947; .0113971600031243;
Ireland; ie; irl; 2020; .1359739752213951; .1527889536189641; .0829161267968329; .066449680568532; .0877541046213747; .1046184344811115; .2060813874687639; .1485834703049443; .0148338669180816;
Ireland; ie; irl; 2021; .1283591646512827; .162827832540105; .0802900983681637; .0655872801405741; .0871430337617747; .1123962247605453; .2161717284494787; .1266926332083085; .0205320041197674;
Israel; il; isr; 1979; 0; 0; 0; 0; 0; 0; 0; 1; 0;
Israel; il; isr; 1986; .0644603880425969; .0631220673357121; .0213253657072314; .0336672056744795; .0595653137341543; .029332731634183; .2056180561388725; .5046997630155489; .0182091087172215;
Israel; il; isr; 1992; .056743540273576; .0742327788516955; .0258371706279018; .036178227988296; .0676414790755369; .0379023233991719; .1700607000476758; .490690374140889; .0407134055952571;
