cname,iso2,rname,year,t1,t2,t3,t4,t5,t6,t7,t8,t9
United Kingdom,uk,pv5,2019,.7639940877126318,.5742635286432517,.3367001216811456,.0929275140920613,.1620596830157143,.7423314403706315,.1876532107098981,.1625249893937704,.350395309426472
United Kingdom,uk,pv6,2019,.8086268216728032,.6330427758212875,.3735894739123278,.117799599943005,.1997258518078861,.7903858779817684,.2338572662016912,.2028317429284902,.4257195613974372
United Kingdom,uk,rent,2019,.079753704364564,.0231504655163521,.1899749767496333,.0886611680632773,.1226312332291887,.5028222281869111,.1866218051642104,.1579553076692428,.0983975511133637
United Kingdom,uk,care,2019,1,1,.1847093508202526,.0756190352140128,.2045457867862001,.2785522023012942,.219168651214995,.1440554228589437,.378283553067473
United States,us,pv5,2010,.7883459983118779,.6575707467945648,.3353473616834184,.1684731315162289,.2422601470904534,.5808369134860376,.2122782754085684,.2282619786396715,.3726734913387914
United States,us,pv6,2010,.812800172383548,.699058903442588,.3693208647852679,.1995968643415749,.2765775036781022,.6462369172150716,.2642811478153616,.2813799328473063,.4232221003535317
United States,us,rent,2010,.0119747204358953,.0051746333426339,.0247637179872544,.0082504516701937,.0046841972162746,.005594592990817,.001431334854012,.0034150799480482,.001210779581865
United States,us,care,2010,1,1,.163858418430547,.0924856652784943,.2330515168421116,.6062213649509454,.4710375386133469,.3248239533119688,.5916729036290274
United States,us,pv5,2011,.7847562935565815,.6394966019508449,.3383884093955504,.175612231187677,.2341995350596505,.5834384703048895,.2071384494848743,.2071954666182105,.3750863513395499
United States,us,pv6,2011,.8133556635883996,.6765925054922295,.3632129671643583,.203325740503696,.2681666494840095,.6533856550375216,.2612106271978433,.264162081300071,.4330961324973952
United States,us,rent,2011,.0095281912347905,.0068161237683723,.020590362949936,.0101397034441051,.0044615480109549,.0055574683746319,.0012364046380886,.0014716309177859,.0010225327730967
United States,us,care,2011,1,1,.1666247118374607,.0910546801193183,.2412249395468605,.6097136838664039,.471802956452736,.3182133019941801,.5995152933119062
United States,us,pv5,2012,.7859669516218531,.6484091660321128,.3323020999794616,.1699828082662293,.2492373266717768,.5833262809557979,.2069215933733748,.2217501491664642,.3860882890994127
United States,us,pv6,2012,.8087254108320708,.6863319466746978,.3621630858071147,.1988776297521151,.2837767733553315,.648477504446498,.261513364440035,.2766869799756371,.4313477714835442
United States,us,rent,2012,.0107261421959694,.005545460951947,.0208372985624652,.0080601592234425,.0052717162649613,.0052693672002991,.0023141482125781,.0005821707693735,.0015753238143459
United States,us,care,2012,1,1,.1675938860027318,.0882153339973095,.243078422137868,.617464904668765,.4709232981238011,.3219015382946764,.5982804982081524
United States,us,pv5,2013,.7893613108441037,.6452032827873261,.33114084565637,.1732513198690091,.2478852003292563,.5849365808108106,.1978844450974916,.2112742152423505,.3516977672624721
United States,us,pv6,2013,.8077241964917137,.6758222213420019,.3662746552124202,.2021382125399304,.2885231634188861,.6450408325807689,.2508027535937918,.2648056512203507,.4205426163269075
United States,us,rent,2013,.0092575872692431,.0067902488407561,.0235276909370906,.0074923603625792,.0048410930842896,.004633105800511,.0021185375528742,.0005501187031357,.0006654717558157
United States,us,care,2013,1,1,.1729075194437265,.0961088782785347,.2447493258820194,.6114466931346181,.4675919453189307,.3175071023824697,.6096281592153826
United States,us,pv5,2014,.7589714080294987,.5992533910523117,.3354703331003403,.1709654534658273,.2325422407488037,.5968239622317033,.2163965232874985,.1976457587963307,.3827835575833248
United States,us,pv6,2014,.7904480032821456,.6323593814950549,.3668344494059961,.2049519103170991,.2704334934953057,.6619816685856215,.2698130803734556,.2529000161933143,.4476466884391783
United States,us,rent,2014,.0115261323919966,.0062638378913121,.0254498112141798,.0078553792861825,.004747124192773,.0059371271005327,.0014180387575565,.0007936989402963,.0015472850046202
United States,us,care,2014,1,1,.1927028095621638,.0994414643687387,.2449027656780871,.6141070220498136,.4767497922613077,.3209775165217978,.6134519082749786
United States,us,pv5,2015,.7617462026060521,.6151603361230831,.3298246760617488,.1569440334710368,.2291011783421184,.5992957680968261,.2129354138929999,.1979409541466644,.3731189454274277
United States,us,pv6,2015,.7853648502407841,.6450811708860338,.3633368421207767,.1855789525862389,.2659743569246514,.6668847175163224,.265809527987058,.2517695360234754,.442175837044255
United States,us,rent,2015,.0101763287062579,.0076312318906476,.0239860513318065,.0074158557008591,.0045032055294801,.0036400083050332,.0012176505303654,.0021274332233228,.0020475291899269
United States,us,care,2015,1,1,.1848546741421751,.0921052869285443,.2462007997953395,.6118091998715904,.4774224349465667,.3197462034527827,.6157976303206297
United States,us,pv5,2016,.7598040582417729,.6220533979046332,.322196017675091,.1551437118821766,.2307659685924725,.5794781595757506,.2008223459519257,.1955579736818785,.3825726621746968
United States,us,pv6,2016,.7937830293240613,.6643775768382583,.357511570802575,.1848587720530636,.2678241460336814,.6457632257962238,.2586417396203421,.2523459626883703,.4379366528528374
United States,us,rent,2016,.0098854041146541,.0061853073759632,.0204548301382748,.0075752924089665,.0048547423402236,.0061471526667992,.0014709592346091,.0000716163228307,.0012974153032301
United States,us,care,2016,1,1,.1806805330415404,.0907216319541793,.2633075444667811,.6133031766974483,.4750236644194036,.321079168203917,.6116800605752504
United States,us,pv5,2017,.7675096966778102,.5927390610030591,.3142769905287931,.1554045010963375,.2306499529705978,.5914973825093071,.2032449188945025,.1926335615705067,.342602901451308
United States,us,pv6,2017,.7926984035990606,.6284477806555487,.3544130220631851,.1854245059365017,.2703193324589394,.6623515335356612,.2560860672291991,.2479266059646207,.4036510647293906
United States,us,rent,2017,.0144317211522386,.0074618828402663,.0216789143387086,.0075760149092456,.0052277610293542,.0033594832587125,.0026630011393887,.0012043335626782,0
United States,us,care,2017,1,1,.1821656675875538,.0911661419861775,.2519951199342564,.61489308768361,.4794700084040017,.3176576625931146,.6052826145154359
United States,us,pv5,2018,.7457630182856299,.5873389728589699,.3200545838646914,.1540431770598905,.2182462692949314,.5721012743443401,.1888030484974111,.1857927360662055,.3612448862802233
United States,us,pv6,2018,.7725638897584886,.6262281945465836,.3526448229667138,.1838909798432735,.2581082668933196,.6439314035006686,.2443545579764171,.2450742314990167,.433219229984195
United States,us,rent,2018,.0108659721553978,.0054716087050116,.0258471573339976,.0062687024772646,.003903814869121,.0034784723014783,.0009624865403668,.0018145742630281,.0039072777198452
United States,us,care,2018,1,1,.1790049101476893,.0835358693100994,.2543580614503977,.6135808044023056,.4756330314766165,.3154651748334671,.6008846560857553
United States,us,pv5,2019,.7527182303829681,.5647731467287871,.3046182626839648,.1418668415652028,.222736627030665,.5722578783965371,.1804118412328586,.1861023623758601,.3644491538551004
United States,us,pv6,2019,.7836695092053688,.6032069593398939,.3441196704925192,.1709339012621761,.2643117676876166,.6424990124783613,.2388426614210784,.2424467691770851,.4363819624189774
United States,us,rent,2019,.0151186069670166,.0070474311296393,.0159943754283795,.0040331745633451,.00472850183181,.0042014913574348,.0015153299099401,.0005138366181368,.0010719693440204
United States,us,care,2019,1,1,.1719720470654179,.0806295221884298,.2572005910812705,.6202919293624658,.4755451346622998,.3135503774178106,.6030175272417115
