cname,iso2,rname,year,t1,t2,t3,t4,t5,t6,t7,t8,t9
Japan,jp,rent,2019,.1640208721728657,.1056981233151131,.0931396318085292,.1214817882652939,.1660706985789928,.1516808733215187,.1468579657004877,.1328815826421446,.1893343735734853
Japan,jp,care,2019,1,1,.0187719432334049,.0085893748886295,.2882792008313058,.0527511821655035,.146943509517874,.1468843972288704,.3820695421057059
South Korea,kr,pv5,2012,.8902357056590348,.8044626866227494,.2896384328445093,.1679680963960188,.1501519875654719,.3102683731185734,.0696232041532893,.0808473481079086,.2045750189276878
South Korea,kr,pv6,2012,.9277028755551509,.8619108097712056,.3578803539110531,.2335566080825268,.1941285654021708,.3537865494306494,.111983854725487,.1132594120582142,.2990691388920985
South Korea,kr,rent,2012,.0023706986526523,.0008664272098937,.0016449231072096,.0003475609175764,.0001046961138339,0,0,0,0
South Korea,kr,care,2012,1,1,0,0,.1540667877221868,.186811112857683,.1584003363396838,.101269066113782,.3327649074435987
South Korea,kr,pv5,2014,.8791413596088461,.7575467690795631,.2995692329490211,.139526543707981,.1720618101924507,.2755543745999541,.0504976277038668,.0600980916494564,.2513871499861183
South Korea,kr,pv6,2014,.9183341966774645,.825616979434188,.3592832157201619,.1878141883562436,.2195942011845966,.3630856247533677,.088492882221246,.0858612514800817,.3347044304371735
South Korea,kr,rent,2014,.0019130017222674,.0000727819467245,.0040235375414114,.0010690440917426,.0001341583335902,0,.0000932364402073,.0005118966597832,0
South Korea,kr,care,2014,1,1,0,0,.1609415121155225,.1973027611043875,.1630102325158254,.0993304022306122,.3735459485657983
South Korea,kr,pv5,2016,.8000244930819017,.5348203803440826,.3576623111908253,.1582105358143129,.1026385476359547,.6020930650864447,.1319801534064705,.1139803662137264,.1664681567185885
South Korea,kr,pv6,2016,.854664246604747,.6236289804615138,.4400117130616538,.2246377771174407,.1513953967609323,.7251262466035145,.1915896614100369,.174796650748003,.2085645759466477
South Korea,kr,rent,2016,0,0,0,0,0,0,0,0,0
South Korea,kr,care,2016,1,1,.066878347080695,.0481279646442112,.1460508854257054,.1389310141276623,.1709579685695104,.0897606533031656,.3365583902454324
South Korea,kr,pv5,2017,.7896058893061776,.5165771288224137,.333996046528218,.1591339455253006,.102834986457151,.5583177206712012,.1202207086898549,.1010958024032633,.1517667132681821
South Korea,kr,pv6,2017,.8359572832527523,.6092454744753912,.4067723972359047,.2232895660096441,.1550422495890326,.6861863681808911,.1783730423090932,.1597534591967097,.2285954723369265
South Korea,kr,rent,2017,0,0,.000889023161682,0,0,0,0,0,0
South Korea,kr,care,2017,1,1,.0689324002656101,.0444483439685904,.1538543723643994,.1325771056316975,.1652909544410512,.0862581753806733,.3531073853353574
South Korea,kr,pv5,2018,.7805878687258909,.5106195224039858,.334690789965046,.1561814159598329,.0919201225599534,.5331346393087462,.103763218045187,.1029183987205614,.1178164905932482
South Korea,kr,pv6,2018,.8383897670253753,.6233277288746418,.4106938432172056,.2189701848837561,.1370502223807799,.6612671313952398,.1682822142400111,.147160705461034,.1786712173971656
South Korea,kr,rent,2018,0,0,0,0,0,0,0,0,0
South Korea,kr,care,2018,1,1,.0674874453539789,.0439574063712478,.1531561419253907,.1325293913930354,.1582673217060704,.0850819798033326,.3299254456291238
South Korea,kr,pv5,2019,.7718060687791164,.4880973142134633,.3261277780540128,.1527637743993414,.0964995505582558,.4210696632594566,.0947025803954579,.0727254401470022,.1256225681673876
South Korea,kr,pv6,2019,.829353761097768,.5842106803061481,.4077565737098633,.2114512765196561,.1456320371290414,.6180374412107472,.1563265376391933,.1157610085143076,.1697140417092722
South Korea,kr,rent,2019,0,0,0,0,0,0,0,0,0
South Korea,kr,care,2019,1,1,.0567074413025722,.0406448203325508,.1603499121995521,.1109624711019901,.150567992773635,.078369607123388,.3210349491387278
Sweden,se,pv5,2010,.8627132554265725,.7019089988333275,.3615074514255528,.1093931395547069,.1406824993025889,.4258986836397074,.1219071259206052,.1025929611022,.2058190619593567
Sweden,se,pv6,2010,.8837518070489602,.7537017962727259,.3903876811836951,.1267477823025327,.1695948307540864,.4875178052241912,.1589783724103426,.1182933359212424,.249662447503112
Sweden,se,rent,2010,0,0,.0001960440373406,0,0,0,0,0,0
Sweden,se,care,2010,1,1,0,0,.1461833656767146,.17720753178356,.2022896486684059,.030026492305102,.3279186851672867
Sweden,se,pv5,2011,.8670226588185846,.6939870752526288,.3372580441782255,.1011960574399704,.1289174691374371,.4179345459829861,.1213121697827519,.1018828667017231,.3117469756677695
Sweden,se,pv6,2011,.889100152131671,.7401191581480955,.3707157225712669,.1183729807468578,.1523188718574542,.4766896334216655,.1637882570017571,.1263161131039265,.3117469756677695
Sweden,se,rent,2011,0,0,0,0,0,0,0,0,0
Sweden,se,care,2011,1,1,0,0,.1462565807486531,.1665039982625109,.1983888063800033,.0309825154470827,.3196713000279627
Sweden,se,pv5,2012,.8582069588078273,.6680177844547126,.3395755191935088,.0979896638255008,.1294105553845755,.3982346405429446,.1114546984820151,.0941293303231845,.1691488629791098
Sweden,se,pv6,2012,.878690054235536,.7159419589541244,.3695855907004229,.114319988433243,.148519274347082,.4506093511574258,.1553548711144422,.1129445870571389,.260059853890023
Sweden,se,rent,2012,0,0,0,0,0,0,0,0,0
Sweden,se,care,2012,1,1,0,0,.1425193278546958,.1620316936174302,.1998750870644538,.0311937638175137,.3101182755629817
Sweden,se,pv5,2013,.8370854758192124,.6670557408590427,.4054028547449965,.0980008079388417,.1375322197154315,.418330882177599,.1348721703158868,.1263733426686503,.2293954448154472
Sweden,se,pv6,2013,.8736719608775322,.7118243252458637,.4415342196183447,.1144896419413658,.1746974628518236,.4471737829960254,.179898446968453,.1463043563925865,.2293954448154472
Sweden,se,rent,2013,.2543763383884759,.0710273777052022,.2364641111047238,.0911025112670908,.0678740333994783,.4379587101580277,.2071078841684305,.1519560140864261,.1009846959055838
Sweden,se,care,2013,1,1,0,0,.1638951318899204,.1317099706749129,.2000417077843434,.0299979668729349,.2544582510706275
Sweden,se,pv5,2014,.8423450938075803,.6894878667717803,.3898293646424162,.1075906763860974,.1581547507837492,.3780465663706721,.1138981641670222,.2118213009415514,.3493376663301372
Sweden,se,pv6,2014,.8802738993113863,.7393095877465252,.4272574341712178,.1298184846840279,.1919270113768661,.4280666880151181,.1394299357989808,.2430380937829698,.4170043423608542
Sweden,se,rent,2014,.2401848919669902,.0823313211630698,.2035964900582936,.0803299539523873,.0814887298797398,.4083575933939493,.1861366896600304,.2876755989673183,.3246772764110076
Sweden,se,care,2014,1,1,0,0,.1699726628951516,.1382039910181288,.1965557564051058,.0340554328062461,.2649628441855359
Sweden,se,pv5,2015,.8628122883846449,.6670124815267304,.379619872762697,.1063710472504127,.1360465483857732,.3625195601832182,.1192570436019642,.1858193482660637,.4877204718080783
Sweden,se,pv6,2015,.8887887609820858,.725881690222105,.4133236198020836,.1219812971772618,.1660067898354348,.43965088305787,.1479189406626021,.2180572666607286,.542912783479878
Sweden,se,rent,2015,.2497907888868871,.0677135580948205,.1748451926190162,.0865751871586714,.088184151089076,.4206327452214645,.1912761944777501,.260260541486475,.5612407924315083
Sweden,se,care,2015,1,1,0,0,.1572111145581267,.1221604244981782,.1922572818493261,.0493904179704027,.2951337956592403
Sweden,se,pv5,2016,.8513536993015218,.6813538702945345,.3811627312142709,.0795706520308046,.1379018076904382,.330110329766044,.1268865862840591,.2175034413454263,.5723318533604868
Sweden,se,pv6,2016,.8714083132127589,.7282788970857376,.4209453340128105,.1046494897851044,.1698273832678439,.403330607628787,.1603124063672709,.2392855008875787,.6180646650142713
Sweden,se,rent,2016,.2393851154461228,.0757697916796303,.1859032576261043,.0913653169651157,.0661679974422272,.397656811874989,.1804981166519654,.2459970262400252,.379922510388497
Sweden,se,care,2016,1,1,0,0,.1750007292898455,.1302335968309579,.1885154099670871,.0374611036936083,.3900435449310161
Sweden,se,pv5,2017,.8341206125191757,.664128852357441,.3746326932782476,.0944256589319975,.1327804906739141,.3319073086543227,.138940301118225,.1757676505124213,.4153581911079196
Sweden,se,pv6,2017,.8559927151564666,.7174607093517801,.4189415963332613,.1163732049187627,.1674842817919308,.402665617147822,.1686806079183783,.197609696164118,.4153581911079196
Sweden,se,rent,2017,.2357159386819283,.0769473793835955,.1978272243991433,.0969896955754073,.064049449241526,.4450537012876073,.1794615858194598,.2254234199515149,.5392399863792415
Sweden,se,care,2017,1,1,0,0,.1825034587474365,.1335278911516381,.1885021583980729,.046990632685175,.2515899533168097
Sweden,se,pv5,2018,.8216578708038517,.6133942029239218,.3345809279830722,.0784956705106978,.148854517323828,.3441492273961512,.1475697019766741,.1324681601736542,.4867398549579388
Sweden,se,pv6,2018,.8491801761100297,.6691880198104634,.3637733726469887,.096587594757878,.1680094983376442,.3972670321726672,.1870720292547854,.1632173403140245,.630144047600146
Sweden,se,rent,2018,.2262187890807701,.0650848710731488,.1677479331938568,.0739855061611415,.0775454946167633,.3984502535626401,.2062514042551861,.1484714327188475,.4553307219473477
Sweden,se,care,2018,1,1,0,0,.1899796714172031,.1564482966255318,.1840942291316092,.0299650193928685,.2855771790063772
Sweden,se,pv5,2019,.8129146614652777,.6655976437073894,.3241846593799168,.098278048292922,.1646359783113761,.3662235317790892,.1372208552863861,.1496478255574041,.5348331246905227
Sweden,se,pv6,2019,.8380628264375369,.7277381203032696,.3534627217320636,.1167052932991738,.1899608712471495,.435074562697407,.1726121542664945,.188471689977041,.623900570737577
Sweden,se,rent,2019,.2001604912953296,.0565862866884937,.1781719515066655,.0913004936367005,.0724214203315427,.418223419005864,.1910649884397299,.204698170815914,.4602734209588942
Sweden,se,care,2019,1,1,0,0,.1785142908978344,.1895190352720045,.1811580048427443,.0314183006957105,.2682405223886934
United Kingdom,uk,pv5,2010,.784840393552408,.6257079050579121,.3950424222017747,.1341452929956564,.2011447357412484,.7574797906683575,.223500527238565,.1984164487366506,.5210897034578136
United Kingdom,uk,pv6,2010,.8306853878508118,.6864023426279517,.4177515313887527,.1541256233828251,.2377939967813535,.7914499221303248,.259980008596103,.2342996226392046,.5825903506529323
United Kingdom,uk,rent,2010,.0487421455808576,.0175041383917108,.1836382081372837,.1041120123040486,.1130292188138254,.465687092337599,.1656660493684092,.1313926109763434,.1028828868727089
United Kingdom,uk,care,2010,1,1,.2905166133063193,.1447062069268934,.2537505353584105,.3127245731836429,.2595886090179758,.1668603876981389,.4461293834024461
United Kingdom,uk,pv5,2011,.7863678599088374,.5916485724076218,.4014281929997843,.1341568975262744,.1704316746624105,.751180033596711,.2216910550024772,.2274841079129252,.4736996898129144
United Kingdom,uk,pv6,2011,.8304210293343656,.6517765936887441,.4280743013560089,.1556220158358876,.2038426386675652,.7942363219168181,.263950277644341,.2734628281786236,.5142271348107774
United Kingdom,uk,rent,2011,.0463191308457748,.0210034153083116,.2100257710693329,.1021866024530461,.1079371580132952,.4773736222504369,.1713923675705051,.121149889058951,.1285837610924679
United Kingdom,uk,care,2011,1,1,.2990840920462886,.1549471294581516,.2487053629837057,.3309558670913448,.2558541983504545,.1836100922440777,.3941617403282395
United Kingdom,uk,pv5,2012,.7679864173504108,.5776786209157379,.3723583931916167,.1405673360477672,.1829183733048768,.7597483976921847,.2281430047347598,.1966134420098798,.4737393711686771
United Kingdom,uk,pv6,2012,.8076295891514781,.642279062308858,.4051830889223303,.1647629631668745,.2188297640783556,.7962185843103002,.2749950389073786,.2324115538286094,.4775212576626459
United Kingdom,uk,rent,2012,.0533676449987207,.0210136104430559,.1926919759777439,.1088195870444082,.1124724059710621,.526131046841106,.2000135965877862,.1516790192725485,.1622009096302156
United Kingdom,uk,care,2012,1,1,.1758028552676807,.0768285130668784,.1996450015733115,.2880065843694189,.2238595114372426,.1105603648783742,.3565528198795038
United Kingdom,uk,pv5,2013,.7604982799981641,.5643311724125182,.3695731966175373,.1179898032138687,.1741863649029435,.7552194719388911,.2160383990751533,.2204493615165537,.5342175369080595
United Kingdom,uk,pv6,2013,.8067091265883291,.618392065394558,.3967505026246738,.1374192298526165,.2071687671632575,.7927797933848949,.2670880389903924,.2626858536844461,.5943486795037208
United Kingdom,uk,rent,2013,.0659130674242959,.0209461166589124,.2023529007109542,.1158364946917657,.1221576773349291,.5436593920302727,.2074506484764654,.1497090977126975,.1936585196825999
United Kingdom,uk,care,2013,1,1,.1850542250392135,.0695481368344847,.1939112884263242,.2841827314135411,.2313066548588973,.1248141273932329,.4233003201825861
United Kingdom,uk,pv5,2014,.7592662465742283,.5448441729098509,.3609274368675432,.1230933925999119,.1538644005557696,.7584317408439823,.2192506293827132,.2246194882490448,.3989031155294093
United Kingdom,uk,pv6,2014,.8054164473193689,.6051554969246922,.3891595422737207,.1462401690703932,.1858189833795737,.8020702994953098,.2725872845645262,.2805775421780069,.4282610291418924
United Kingdom,uk,rent,2014,.0623713570461883,.0282992150132837,.2109280175026651,.1091236027936928,.1028694632060789,.5495312959180459,.2119380351004117,.1736160133772841,.1950524847684064
United Kingdom,uk,care,2014,1,1,.1915355011926246,.078971282584431,.1943586865997287,.2812683320351743,.226350407823493,.138498381327476,.3908440816529806
United Kingdom,uk,pv5,2015,.7460410689678542,.5492723054704289,.3544620043400655,.1186743975683617,.1641008870523999,.7473052508316264,.2152189019371495,.2142793764840387,.4111792698929661
United Kingdom,uk,pv6,2015,.7913608031874488,.5960579042375828,.3821224762892925,.1428531297229573,.1991464857463807,.7982334227783473,.2555732861704202,.2660779263343665,.4820319046339188
United Kingdom,uk,rent,2015,.0627139093795835,.0256788645043954,.1979490546770221,.1194649047402338,.1225276062955892,.5502043211036597,.2130994227844955,.1847934668120864,.1678036710882041
United Kingdom,uk,care,2015,1,1,.1932091065186178,.0737776729012044,.1979853847822849,.2846221183844446,.2266077904284418,.1404310479110652,.4079421037679145
United Kingdom,uk,pv5,2016,.738388600532098,.5591597018616238,.35489699464453,.1136780167749705,.1663835851009513,.7666537214573504,.2168210975685758,.1712930563253149,.4075120354760229
United Kingdom,uk,pv6,2016,.7834258640187327,.6078303481138684,.3836134394701828,.1383092958181239,.1994227576712186,.8031200174606623,.2722191410009138,.2010062885031058,.4605011462849431
United Kingdom,uk,rent,2016,.0707023655493117,.0279200257787493,.2068280045206002,.1153329449177803,.1137018153892101,.5445047074109445,.2214176536242312,.1494300025261218,.1202453937091552
United Kingdom,uk,care,2016,1,1,.1976253227430833,.0821347746892503,.2095831574166179,.2745898054446397,.2306192620640501,.1281300213394602,.3992862728424679
United Kingdom,uk,pv5,2017,.7624090975645468,.5654156800586764,.3482920102952468,.1056957616328714,.1635122563501989,.7644705287097582,.1965836758792466,.1837976065177562,.4049133566656283
United Kingdom,uk,pv6,2017,.8095662695447946,.6177321445258023,.3879842792857907,.1324022528859974,.2006348248175752,.8120221386401361,.2534357740896197,.2128509336140023,.4179398778622234
United Kingdom,uk,rent,2017,.0633947779001222,.0190257396694871,.2143057279043616,.1145548772520504,.1056674403213599,.5444747623116499,.1981174186019696,.1812708065333489,.1035247312464214
United Kingdom,uk,care,2017,1,1,.1864159625135871,.0795344306555369,.2075729980643715,.2895615031006533,.2329867567991604,.112260473492609,.3798125771918135
United Kingdom,uk,pv5,2018,.7598307316502085,.5470961127811221,.3339965556751179,.110570193911595,.1660888326966601,.7217582636616894,.1939581807173601,.1979076126839302,.3568599995185402
United Kingdom,uk,pv6,2018,.8045968695615571,.6120718181997711,.3649973388987922,.1341942850438524,.1926271631927532,.7691297909149941,.2416870693138437,.2411844029029348,.4125287872830422
United Kingdom,uk,rent,2018,.0607905942150424,.026881939239076,.2052887352913151,.1093022315103035,.105133087696795,.5125780091428298,.2036477017579986,.1805698650436124,.0983461856348448
United Kingdom,uk,care,2018,1,1,.19673323680547,.0822242176984469,.1960140929145057,.286137140245529,.2302460850164082,.1359511172792383,.4242927513515488
