cname; iso2; iso3; year; eminq0; eminq1; eminq2; eminq3; eminq4; eminq5;
Germany; de; deu; 1995; 1597256793639.947; -2516093009.403045; 57556150435.5916; 314303286182.3278; 467630238610.5446; 760283211420.8861;
Germany; de; deu; 1996; 1624631276752.241; -953279003.0782386; 57537440066.46044; 314634423785.6617; 480488350967.0858; 772924340936.1113;
Germany; de; deu; 1997; 1624120057932.235; -364338580.5434693; 58243152544.17687; 313627763043.6447; 476812832166.478; 775800648758.4784;
Germany; de; deu; 1998; 1700491036029.125; -1196015013.930179; 65576199349.11376; 317513178461.0021; 499582712050.4799; 819014961182.4595;
Germany; de; deu; 1999; 1765776574355.772; -501052190.5662965; 73163606421.15816; 342452956141.0884; 506994688962.1722; 843666375021.9196;
Germany; de; deu; 2000; 1649447016698.945; -130269884558.6675; 67849998358.91969; 336341455881.6896; 516968500792.9467; 858556946224.0562;
Germany; de; deu; 2001; 1796641897306.472; -333665359.766074; 63799742322.87731; 328766545671.2136; 518430962687.6794; 885978311984.4673;
Germany; de; deu; 2002; 1835427376079.306; 517450268.6007934; 57136872233.63242; 329943289913.7535; 543935821182.7528; 903893942480.5663;
Germany; de; deu; 2003; 1825731361679.417; -1993779335.979037; 52745892236.42807; 319119013075.6696; 538374655721.4461; 917485579981.8523;
Germany; de; deu; 2004; 1820788865113.45; 495058471.2972024; 52461188522.1364; 307037658690.0165; 548474642746.051; 912320316683.949;
Germany; de; deu; 2005; 1815983200917.421; 368856855.602673; 41915268201.83645; 292564044618.501; 536357779529.7355; 944777251711.7454;
Germany; de; deu; 2006; 1862905247437.893; 355647376.1926683; 44465194223.68887; 296619371829.5901; 555800373714.4554; 965664660293.9656;
Germany; de; deu; 2007; 1925610107554.586; -749001336.5490754; 46316790417.50551; 300690790342.2771; 566623558264.3296; 1012727969867.023;
Germany; de; deu; 2008; 1975372823882.007; 448789045.1533399; 52131700899.38274; 322234000321.678; 572159063265.2201; 1028399270350.573;
Germany; de; deu; 2009; 1962814911146.457; 786297541.1585531; 53036034063.09822; 302864785927.403; 565961569766.7528; 1040166223848.044;
Germany; de; deu; 2010; 1972966550947.171; -585857637.7156453; 50816277938.2411; 298548851243.8204; 574966134483.9419; 1049221144918.883;
Germany; de; deu; 2011; 2055690866519.149; -1454534257.183108; 54055102870.58279; 324739081663.3921; 579583431289.3116; 1098767784953.045;
Germany; de; deu; 2012; 2080186458576.467; -3665399414.908146; 62069404853.14756; 315034360186.9749; 598239421795.8547; 1108508671155.398;
Germany; de; deu; 2013; 2136312527864.263; -1279382556.876791; 59983465974.0818; 317954156948.6082; 607433838538.7645; 1152220448959.686;
Germany; de; deu; 2014; 2165305707772.315; -597540148.1164882; 60989782793.98751; 319687343736.3191; 628715007403.9874; 1156511113986.137;
Germany; de; deu; 2015; 2311422636562.618; -1676996572.886879; 62307677678.15399; 348380203204.2474; 655051630210.9745; 1247360122042.129;
Germany; de; deu; 2016; 2403063605757.929; -71532512.43359168; 65176405682.88135; 355303555719.0728; 672411505003.7955; 1310243671864.613;
Germany; de; deu; 2017; 2443715138230.881; -2397891821.481532; 64267135988.58289; 363254363464.6846; 701485668040.5436; 1317105862558.551;
Germany; de; deu; 2018; 2603102929709.999; -5461385530.779616; 69814304070.87675; 385156080446.6246; 730196359977.8282; 1423397570745.449;
Germany; de; deu; 2019; 2749387666445.995; -1015142354.855816; 80203143709.09514; 418636207783.8791; 771020685228.5341; 1480542772079.342;
Germany; de; deu; 2020; 2895077470746.228; -1336641006.656985; 85261460516.20068; 449619761235.9223; 791648946314.4452; 1569883943686.316;
Georgia; ge; geo; 2009; 8960545259.46806; 40167430.40281155; 366908186.9919036; 1013460841.968547; 2080552581.191934; 5459456218.912864;
Georgia; ge; geo; 2010; 9942003472.541733; 55943960.89639531; 454650218.0097714; 1193672066.853128; 2353265351.563198; 5884471875.21924;
Georgia; ge; geo; 2011; 11290875412.91023; 88952696.95052212; 531335894.8568413; 1413361117.45493; 2647869205.588607; 6609356498.059327;
Georgia; ge; geo; 2012; 12609117759.21946; 116016304.7609833; 718625937.9511889; 1717675855.679358; 3181496880.213672; 6875302780.614261;
Georgia; ge; geo; 2013; 14439748642.19056; 233033000.4121357; 943988475.7126763; 1931152036.166272; 3671297611.732724; 7660277518.166757;
Georgia; ge; geo; 2014; 16155053000.32164; 176403041.6435068; 1088822369.965936; 2465762774.88202; 4108329918.30136; 8315734895.528821;
Georgia; ge; geo; 2015; 16632036111.70173; 161814357.3674857; 1069314698.670179; 2415984824.775156; 4232109144.551957; 8752813086.336952;
Georgia; ge; geo; 2016; 17648757418.7749; 173790841.2032082; 1139837229.231591; 2577769646.328921; 4638987447.449942; 9118372254.561239;
Georgia; ge; geo; 2017; 18397461041.62202; 130947286.3466517; 1144704818.198671; 2667870590.442671; 4764112192.638585; 9689826153.995438;
Georgia; ge; geo; 2018; 18043841490.16214; 197454969.654469; 1257783887.678809; 2785843044.334864; 4867346200.078006; 8935413388.415993;
Georgia; ge; geo; 2019; 19595415351.35194; 208752162.7593372; 1353367320.848735; 2978855806.252226; 4963934077.074075; 10090505984.41757;
Georgia; ge; geo; 2020; 19563654361.74545; 215518622.659705; 1266588409.962012; 3130149804.782604; 5140594500.703965; 9810803023.637161;
Georgia; ge; geo; 2021; 20440211594.40218; 301591841.7236578; 1447578003.661354; 3163389288.870348; 5449827167.600391; 10077825292.54643;
Georgia; ge; geo; 2022; 23352997092.58509; 199725467.3705304; 1652117807.060684; 3611559905.776157; 6572064543.51795; 11317529368.85977;
Greece; gr; grc; 1995; 53646974971.65114; 4402739.843681788; 2910748940.471678; 9016161990.015253; 14721951198.8056; 26993710102.51492;
Greece; gr; grc; 2000; 79025212446.71176; -597515.8397575308; 3663520842.60331; 13198272097.38421; 21651690114.1288; 40512326908.4352;
Greece; gr; grc; 2002; 92569154678.03157; -129154841.8938531; 5457473084.262397; 15839013942.32422; 24817763797.34423; 46584058695.99457;
Greece; gr; grc; 2003; 98427454325.74956; -491989997.9960632; 6209282615.488062; 16817280238.33138; 26458284712.2355; 49434596757.69067;
Greece; gr; grc; 2004; 107061034748.8679; -175552392.1032478; 6268525442.020287; 18226094355.81725; 28363804914.91165; 54378162428.22195;
Greece; gr; grc; 2005; 111887086238.8575; -246408193.8289484; 7067166127.174456; 18175580098.81892; 28858048665.99378; 58032699540.69931;
Greece; gr; grc; 2006; 161188041446.1643; 535430843.6869469; 9875457854.315477; 23230343400.40548; 40024362459.17432; 87522446888.58206;
Greece; gr; grc; 2007; 169353295043.0129; 341624189.2139971; 10575327221.35996; 24701061793.82966; 43043828579.3105; 90691453259.2988;
Greece; gr; grc; 2008; 175083707120.9229; -82969337.07421838; 9752404432.631193; 24380403445.87113; 44075717254.78548; 96958151324.70934;
Greece; gr; grc; 2009; 178575562644.9761; 401122562.5618844; 10667676437.3717; 24796766860.34523; 46287802723.19728; 96422194061.50005;
Greece; gr; grc; 2010; 150089705142.1087; 185239018.5767767; 7138702261.295118; 22063481318.39817; 38080290603.28807; 82621991940.55057;
Greece; gr; grc; 2011; 128970508960.4749; 7730991.714525907; 5285002761.360252; 17750458166.99856; 32178808777.28458; 73748508263.11694;
Greece; gr; grc; 2012; 113473055598.1812; -5355733.075147291; 3155188622.296291; 15460493670.14715; 30312771587.14771; 64549957451.66519;
Greece; gr; grc; 2013; 105351601551.4017; 0; 3171970797.785043; 13683837031.21783; 26463709146.54319; 62032084575.85564;
Greece; gr; grc; 2014; 104284067496.6793; 0; 2802870275.604926; 14106926099.82266; 26607111641.6654; 60767159479.58631;
Greece; gr; grc; 2015; 102989335559.9027; -941265.7796544188; 2703098181.546787; 13704379975.05622; 26001966720.79428; 60580831948.28511;
Greece; gr; grc; 2016; 113774934617.1287; -4962514.358805367; 3247907992.427184; 16359545865.37801; 30416947669.34469; 63755495604.3376;
Greece; gr; grc; 2017; 114919120348.6691; -1114406.107016573; 3221970123.579841; 17153065739.29244; 32012067847.63391; 62533131044.26996;
Greece; gr; grc; 2018; 123411780900.7203; -14421574.85614827; 3832396974.67298; 19371376012.21462; 34837342634.46728; 65385086854.2216;
Greece; gr; grc; 2019; 133236134684.8663; -36094954.25410865; 4624853809.329898; 20311302629.06237; 35818230032.45432; 72517843168.27385;
Greece; gr; grc; 2020; 125472896248.1136; -37360692.15164053; 4091504361.599041; 19284767380.29069; 33884436877.28665; 68249548321.08888;
Greece; gr; grc; 2021; 134678373141.3285; -35216923.27813402; 5475188352.903655; 22315263821.84578; 34389418931.01535; 72533718958.84187;
Hungary; hu; hun; 1991; 1462737667615.758; 1317633517.6382; 65687729363.11378; 230129429483.7784; 400121357863.9282; 765481517387.2993;
Hungary; hu; hun; 1994; 2061769898795.388; 0; 33193773684.66879; 286364164562.8658; 551746054272.9073; 1190465906274.947;
Hungary; hu; hun; 1999; 4427002207020.997; 1036856373.061644; 98926544109.13788; 617187212737.1906; 1227368996042.535; 2482482597759.072;
Hungary; hu; hun; 2005; 8242164480339.261; 0; 62069683833.87096; 1203144546974.244; 2365907384500.076; 4611042865031.069;
Hungary; hu; hun; 2007; 8697770459729.636; 0; 121935897440.4146; 1404587403749.554; 2442045604241.713; 4729201554297.955;
Hungary; hu; hun; 2009; 8802430574614.57; 0; 39816053778.26466; 1380761753188.665; 2479609991858.885; 4902242775788.755;
Hungary; hu; hun; 2012; 10497104465920.33; 0; 32870365957.51739; 1497739984244.359; 3127899747572.531; 5838594368145.925;
Hungary; hu; hun; 2015; 14427755069024.83; 0; 465477854560.6391; 2585145111343.399; 3894438556117.316; 7482693547003.473;
Ireland; ie; irl; 1987; 26838202541.67223; -114796076.7114048; 1262109109.630455; 4524025226.801025; 7464270972.634766; 13702593309.31738;
Ireland; ie; irl; 1994; 33578088328.75931; -213317.5091547078; 976682385.4236456; 6096660538.414641; 9861964210.456705; 16642994511.97347;
Ireland; ie; irl; 1995; 36047737595.17204; -162534.4041854764; 1132983405.564707; 6823238847.236143; 9965889077.436571; 18125788799.3388;
Ireland; ie; irl; 1996; 38579089397.28195; -15141.79229180311; 1368188218.310134; 7049542066.299413; 10855555109.67114; 19305819144.79356;
Ireland; ie; irl; 2000; 50594073147.93246; 3532662.746506455; 2433806224.96146; 9780456907.222918; 13384510885.45081; 24991766467.55076;
Ireland; ie; irl; 2002; 87587886842.93132; 0; 3669717198.577603; 15331801115.70589; 25557381343.90073; 43028987184.7471;
Ireland; ie; irl; 2003; 96392806218.16718; 0; 3011833699.60753; 15554401105.73323; 26966373588.68672; 50860197824.1397;
Ireland; ie; irl; 2004; 100146900218.5403; 0; 2938439534.851182; 16020924693.1922; 27612599112.16856; 53574936878.32834;
Ireland; ie; irl; 2005; 111119253044.7395; 0; 3609308216.613922; 17124155414.28089; 30974434178.91593; 59411355234.92876;
Ireland; ie; irl; 2006; 123148604221.5397; 0; 4415510471.27738; 18249419065.03535; 34732787066.43368; 65750887618.79334;
Ireland; ie; irl; 2007; 124351321101.963; 0; 4572187501.977319; 19109409725.75876; 33631366508.46936; 67038357365.75759;
Ireland; ie; irl; 2008; 112454437799.1694; 0; 2628386999.903322; 15330505838.67261; 30803707227.07222; 63691837733.52124;
Ireland; ie; irl; 2009; 104255180212.7638; 0; 1144596752.542339; 12561174206.50688; 28190423205.5459; 62358986048.16866;
Ireland; ie; irl; 2010; 101495354068.4839; 0; 1146017579.411019; 12149937256.24155; 29246090242.46768; 58953308990.36362;
Ireland; ie; irl; 2011; 102823731184.4322; 0; 1168983270.703578; 12088190697.40549; 29563774477.87932; 60002782738.44377;
Ireland; ie; irl; 2012; 109089404466.532; 0; 987756003.6038473; 12224574882.6669; 30568527051.8724; 65308546528.38887;
Ireland; ie; irl; 2013; 115417165290.1589; 0; 1506482389.791669; 13952193003.61974; 31879505953.76783; 68078983942.97961;
Ireland; ie; irl; 2014; 122975492995.3219; 0; 1886044889.888359; 16160827058.3071; 35463417568.55983; 69465203478.56667;
Ireland; ie; irl; 2015; 131601268202.3842; 0; 2429928648.599779; 17359098381.47016; 37985523245.23601; 73826717927.07829;
Ireland; ie; irl; 2016; 143625506537.5326; 0; 3296969978.023432; 19892539076.66872; 39349072762.96896; 81086924719.87151;
Ireland; ie; irl; 2017; 164615422606.4481; 0; 3925790800.337213; 22918956814.21992; 43955183477.21146; 93815491514.67949;
Ireland; ie; irl; 2018; 169040656828.7426; 0; 5399972141.341836; 24089750187.8952; 46241906666.74937; 93309027832.7562;
Ireland; ie; irl; 2019; 177692666881.3847; 0; 5698189879.448059; 26967918146.47464; 49155305477.41558; 95871253378.04639;
Ireland; ie; irl; 2020; 182287854931.6491; 0; 5020987291.788375; 25897907321.37627; 49572429456.98311; 101796530861.5013;
Ireland; ie; irl; 2021; 200771438625.5401; 0; 5912977586.913697; 29039936431.09666; 54858546056.26489; 110959978551.2649;
Israel; il; isr; 1979; 56132557.17725037; 1251705.160541872; 6741013.35600138; 9895224.874487612; 14817206.49804942; 23427407.28817009;
Israel; il; isr; 1986; 41310994199.69968; 783719315.3505825; 4218869878.661867; 6805501951.669874; 10391795594.70028; 19111107459.31707;
Israel; il; isr; 1992; 141609972846.8077; 2727164130.334065; 13549850402.46401; 23296009430.35525; 36472199903.6982; 65564748979.95618;
Israel; il; isr; 1997; 322855883203.9501; 3535859047.469856; 27331135090.57436; 51978680574.87022; 80487515001.45305; 159522693489.5826;
Israel; il; isr; 2001; 424058896867.5097; 1944957835.314638; 30996027120.3764; 60694936634.24298; 106212034662.995; 224210940614.5806;
Israel; il; isr; 2002; 430117403818.2742; 1292741950.603328; 31053364150.49129; 62100764171.14579; 108288247163.6834; 227382286382.3504;
Israel; il; isr; 2003; 432638436999.1571; 2545783496.310028; 33955528724.64738; 64727804137.48769; 107913789780.9781; 223495530859.7339;
Israel; il; isr; 2004; 459719144041.6311; 4017369785.186042; 37103613873.22586; 71996451940.62842; 112937302293.3117; 233664406149.2791;
Israel; il; isr; 2005; 491970649116.1514; 3691170233.485026; 41289551374.151; 74504985604.84982; 116987351317.8585; 255497590585.8071;
Israel; il; isr; 2006; 517886588259.14; 5939573666.764909; 43260763090.48441; 75324264281.03966; 126885849036.6374; 266476138184.2135;
Israel; il; isr; 2007; 560971619835.943; 6709690590.567814; 47970172460.68339; 83999298229.0591; 140849802761.2587; 281442655794.374;
Israel; il; isr; 2008; 609438350562.3048; 7339147411.463403; 53460919212.19289; 93992931268.98888; 145687003427.5844; 308958349242.0753;
Israel; il; isr; 2009; 622612907121.9799; 6835476393.523302; 52127643192.79552; 92140494874.81302; 153381971095.5757; 318127321565.2723;
Israel; il; isr; 2010; 678839062381.9653; 7916630826.18245; 57075470491.08265; 100825487923.4247; 164385753848.3293; 348635719292.9463;
Israel; il; isr; 2011; 700918894413.634; 10803311479.80275; 61084522196.74356; 108729273862.1245; 173036023599.7749; 347265763275.1884;
Israel; il; isr; 2012; 762380514348.0327; 13274032666.8882; 71898657366.87833; 115962221816.1453; 186365240446.3004; 374880362051.8205;
Israel; il; isr; 2013; 850319671698.1849; 15709436290.15561; 80393396434.34657; 133444543623.7608; 205371836021.9424; 415400459327.9796;
Israel; il; isr; 2014; 880053123278.1385; 16497046158.19875; 81900029025.27904; 137716238751.543; 219710957599.8088; 424228851743.309;
Israel; il; isr; 2015; 923828741121.0685; 18585563194.178; 85653105377.14119; 144918792299.8509; 232371172059.3263; 442300108190.5721;
Israel; il; isr; 2016; 971391701813.3119; 19802942073.00788; 97121294321.27013; 153243445560.778; 246181565327.097; 455042454531.1589;
Israel; il; isr; 2017; 1050583075867.365; 21748038765.59406; 101141663551.4084; 168795140167.3967; 261374108208.5451; 497524125174.4205;
Israel; il; isr; 2018; 1119454890711.991; 23715559680.63913; 112328479873.6654; 180116488137.1297; 276465777367.7563; 526828585652.8004;
Israel; il; isr; 2019; 1076910789341.498; 18799400808.14846; 98119376765.06367; 175525785180.838; 267182414602.1353; 517283811985.3127;
Israel; il; isr; 2020; 1014488557727.835; 7439575032.470681; 82874889672.47733; 160614597310.2273; 256333485259.5116; 507226010453.1481;
Israel; il; isr; 2021; 1102042390576.13; 6007872826.382199; 87747838738.93829; 171887412235.2019; 276607216783.2438; 559792049992.3644;
Italy; it; ita; 1977; 79822456306.47588; 23080685.85913382; 8471996638.905747; 15203462092.29552; 20533025168.85505; 35590891720.56042;
Italy; it; ita; 1978; 97831244728.71669; 147876105.0656108; 10771412977.15636; 17425499196.56412; 26919868216.04065; 42566588233.88995;
Italy; it; ita; 1979; 116930850651.7964; 32634262.54617969; 11264643084.54665; 21579275261.46976; 30067602591.23627; 53986695451.99759;
Italy; it; ita; 1980; 147926369495.076; 9573053.17546365; 14997272340.05358; 27922044355.8608; 37595227610.29833; 67402252135.68781;
Italy; it; ita; 1981; 159998960859.9416; 0; 15181278424.42777; 31384966220.43712; 43444765838.30109; 69987950376.77556;
Italy; it; ita; 1982; 199699260795.9398; 4175361.221201174; 20992696059.82531; 38575065221.13931; 53184438618.65891; 86942885535.09506;
Italy; it; ita; 1983; 225124202785.753; 0; 18881985752.29118; 42893733668.4801; 59826526997.22127; 103521956367.7605;
Italy; it; ita; 1984; 256196468767.0058; 0; 22320395196.38663; 48452343849.56654; 70279521211.37839; 115144208509.6742;
Italy; it; ita; 1986; 274635070573.6698; 0; 15946263032.03991; 54235004068.27238; 77960733168.65344; 126493070304.704;
Italy; it; ita; 1987; 345708231623.2763; 406905939.8996087; 24147050630.24394; 60555534374.82181; 91436861580.46193; 169161879097.849;
Italy; it; ita; 1989; 403784919016.5389; 95447932.67950031; 29711551736.3435; 76351545699.61362; 110714293267.4346; 186912080380.4677;
Italy; it; ita; 1991; 438593986356.9116; 371719094.2344019; 31715974335.30696; 84189928511.75598; 124938934746.8711; 197377429668.7431;
Italy; it; ita; 1993; 454245301359.6756; 278841150.7874928; 17098204835.6578; 78765731722.39577; 124229264573.3076; 233873259077.527;
Italy; it; ita; 1995; 477860895945.5459; -576896914.3054396; 19876296923.13909; 82970215422.84146; 132461716493.0383; 243129564020.8325;
Italy; it; ita; 1998; 556298963366.2406; -60185053.87434613; 22732075372.99543; 97134188366.53572; 154470279967.6915; 282022604712.8924;
Italy; it; ita; 2000; 590477711981.7177; 291251314.4960162; 25838774870.96055; 107119041269.5791; 162803306986.761; 294425337539.921;
Italy; it; ita; 2002; 609281867056.8427; 143540339.1008285; 21274212436.70622; 105327327366.8357; 168095844114.2288; 314440942799.9711;
Italy; it; ita; 2004; 664554986212.0962; -113673033.1101148; 25723525698.57856; 120808080421.6914; 179383402693.3919; 338753650431.5444;
Italy; it; ita; 2006; 731775455880.168; 106013419.5597276; 28729759365.34354; 135212834232.7306; 200958938723.486; 366767910139.048;
Italy; it; ita; 2008; 739065857741.795; 249169795.7658148; 30509303900.25098; 133767046086.3604; 204699228094.006; 369841109865.4119;
Italy; it; ita; 2010; 732678342275.8682; 64762847.81891909; 24385898404.16604; 135800598559.5739; 201964131487.309; 370462950977.0004;
Italy; it; ita; 2012; 690517637357.8031; -255150869.5430363; 17648475589.8927; 118521754888.1702; 189453295687.3224; 365149262061.9609;
Italy; it; ita; 2014; 967765522416.548; 42840200.38382541; 16890836328.84426; 148458359918.7782; 252157641582.3581; 550215844386.1837;
Italy; it; ita; 2016; 1013970106367.418; 55538246.67497306; 16154814518.10666; 155620984900.076; 244579466462.4905; 597559302240.0696;
Italy; it; ita; 2020; 1039786316523.359; -856715564.5078939; 10886805317.51121; 155219359930.7365; 256534872625.0241; 618001994214.5952;
Japan; jp; jpn; 2008; 521919124890232.1; 28690424712092.72; 56929365116552.06; 88283550483111.25; 129591168547363.1; 218424616031113;
Japan; jp; jpn; 2009; 503169298406524.3; 29680554480058.5; 59320028655636.87; 86650768668772.63; 122962045550788.1; 204555901051268.2;
Japan; jp; jpn; 2010; 507318715362952.7; 30983638503259.37; 62084280609652.48; 87641875956696.42; 123962749405146.3; 202646170888198.2;
Japan; jp; jpn; 2011; 477405845252588.9; 28656967776145.94; 54752546239312.66; 82121245339716.86; 114605212694246.7; 197269873203166.7;
Japan; jp; jpn; 2012; 489571124459162.7; 28342682651742.8; 57685387796504.95; 86143601994557.27; 115775035819004.8; 201624416197352.8;
Japan; jp; jpn; 2013; 480660075908355.4; 29049616392826.32; 56545090125442.98; 85435934461075.67; 111742428226526.5; 197887006702483.9;
Japan; jp; jpn; 2014; 494597956854635.1; 30713965835709.18; 61886745155969.22; 87096266491992.53; 113318401483678; 201582577887286.2;
Japan; jp; jpn; 2015; 504529633916110.4; 29431984156698.86; 62467395871547.73; 90117686375680.69; 118401414899409.4; 204111152612773.8;
Japan; jp; jpn; 2016; 497984450183387.8; 29429526869195.86; 58511410501734.42; 90530039425013.88; 119041258636767.4; 200472214750676.2;
Japan; jp; jpn; 2017; 503421690345977.1; 30217478681686.13; 58366681610134.29; 88550629493066.05; 124672957821366.7; 201613942739724;
Japan; jp; jpn; 2018; 481018355179647.4; 26595057605992.38; 57891536202578.5; 82974257785605.42; 119404797420580; 194152706164891.1;
Japan; jp; jpn; 2019; 499468388798533.6; 28158087363035.46; 56927923469802.54; 86694603971047.11; 125699811169538.2; 201987962825110.3;
Japan; jp; jpn; 2020; 505498783465640.6; 28509372166100.73; 55943691151876.95; 88777640597688.44; 126616162309998.8; 205651917239975.7;
Lithuania; lt; ltu; 2009; 16871568629.56138; 0; 483696560.6794743; 2131163705.81196; 4462562431.249393; 9794145931.820551;
Lithuania; lt; ltu; 2010; 13558964406.77623; 0; 165376585.128817; 1663914357.484065; 3815128481.738008; 7914544982.425336;
Lithuania; lt; ltu; 2011; 15372847257.14941; 0; 273562349.7258193; 2161765728.588056; 4271780912.468325; 8665738266.367214;
Lithuania; lt; ltu; 2012; 16781187840.85556; 0; 345661659.9618642; 2160562541.438405; 4449249509.585481; 9825714129.869808;
Lithuania; lt; ltu; 2013; 18433654444.46017; 0; 411162298.9922036; 2575862338.460526; 4968760575.538359; 10477869231.46908;
Lithuania; lt; ltu; 2014; 20309262072.12397; 0; 383389915.676569; 2589085368.963032; 5174098286.780804; 12162688500.70357;
Lithuania; lt; ltu; 2015; 21498754249.14037; 0; 517038722.7475729; 2947280126.185683; 5853762930.942195; 12180672469.26492;
Lithuania; lt; ltu; 2016; 22761066419.53185; 0; 613097060.5279853; 3236141397.461831; 5643274671.670947; 13268553289.87108;
Lithuania; lt; ltu; 2017; 24931991983.90978; 0; 753496491.9026084; 3527313810.341042; 6429503171.379356; 14221678510.28678;
Lithuania; lt; ltu; 2018; 27038702090.43922; 326622.0188882165; 921177377.2643436; 3684955910.071324; 6862576079.589185; 15569666101.49548;
Lithuania; lt; ltu; 2019; 36936676511.94453; 1321264.820976005; 1384744162.746603; 5199762801.433119; 9832891201.765835; 20517957081.17801;
Lithuania; lt; ltu; 2020; 41523687499.53118; 1227896.735192181; 1409738917.657454; 5894212015.898912; 11350163694.42359; 22868344974.81604;
Lithuania; lt; ltu; 2021; 44053593876.22397; 0; 1588435080.545191; 5991647792.911214; 11362856603.69576; 25110654399.0718;
Luxembourg; lu; lux; 1986; 4786809477.605713; 4917202.955566406; 527631270.1472168; 928705430.6054688; 1293703123.834961; 2031852450.0625;
Luxembourg; lu; lux; 1987; 5210229917.178558; 8257980.212371826; 571065470.0472412; 995351474.1308594; 1354759419.270508; 2280795573.517578;
Luxembourg; lu; lux; 1985; 4074089665.034798; 42626.81131744385; 461677621.5838318; 803274751.7636719; 1154714506.049805; 1654380158.826172;
Luxembourg; lu; lux; 1988; 5449969187.531368; 7770901.95116806; 533021555.6749268; 1055791319.274414; 1454189732.216797; 2399195678.414063;
Luxembourg; lu; lux; 1989; 6053990574.563972; 12951470.62708282; 597812270.1273193; 1165460686.258789; 1565917052.693359; 2711849094.857422;
Luxembourg; lu; lux; 1990; 6328969822.930931; 18782316.58889008; 654640759.9787598; 1304009965.574219; 1674148653.945313; 2677388126.84375;
Luxembourg; lu; lux; 1991; 6630596765.742002; 2032609.274167299; 644971321.9072876; 1395626027.675781; 1800186634.900391; 2787780171.984375;
Luxembourg; lu; lux; 1992; 7142799050.843651; 8693199.920677185; 682833455.8927002; 1450219831.672852; 1885945054.267578; 3115107509.089844;
Luxembourg; lu; lux; 1993; 7472914936.47406; 6620567.295227051; 671674152.0528564; 1559404191.56543; 2081404901.1875; 3153811124.373047;
Luxembourg; lu; lux; 1994; 7192076587.750612; 7525.198915481567; 448329242.453064; 1351803405.010742; 2075999390.548828; 3315937024.539063;
Luxembourg; lu; lux; 1995; 7511949766.516861; 78742.46398925781; 503785101.7921295; 1471659511.581055; 2174013186.710938; 3362413223.96875;
Luxembourg; lu; lux; 1996; 7808856895.781109; 4149964.254619598; 677803851.4053955; 1527720824.365234; 2228402805.054688; 3370779450.701172;
Luxembourg; lu; lux; 1997; 8133849692.548622; 4536605.771888733; 710024720.9554443; 1605246603.387695; 2282616964.25; 3531424798.183594;
Luxembourg; lu; lux; 1998; 8446177200.580536; 20785791.4767766; 815002170.8635254; 1609203176.541016; 2289860409.417969; 3711325652.28125;
Luxembourg; lu; lux; 1999; 8650480103.218349; 16248066.12655163; 751191952.0917969; 1725470437.832031; 2377525953.644531; 3780043693.523438;
Luxembourg; lu; lux; 2000; 9072258134.094673; 19733878.45209503; 837717412.2998047; 1760685361.551758; 2605934623.302734; 3848186858.488281;
Luxembourg; lu; lux; 2001; 9661349952.261379; 9283917.2722435; 849252016.8348389; 1964684141.425781; 2732478722.994141; 4105651153.734375;
Luxembourg; lu; lux; 2002; 14169689595.22629; -5278502.280485367; 1228893360.78068; 2742096142.18464; 3713585525.778575; 6490393068.762881;
Luxembourg; lu; lux; 2003; 14562030411.90957; -69223.23915489619; 1146731492.645591; 2812851935.729508; 4027429498.191535; 6575086708.582092;
Luxembourg; lu; lux; 2004; 15218313682.07839; 1446551.133105865; 1135660159.313406; 2898036267.322272; 4271867089.340557; 6911303614.96905;
Luxembourg; lu; lux; 2005; 16229144624.6438; -45623950.37611756; 1145249212.709142; 2840001850.674897; 4551105510.859478; 7738412000.776402;
Luxembourg; lu; lux; 2006; 17123358570.72926; 6150084.551127269; 1270509093.44696; 3017742222.998497; 4719785165.466888; 8109172004.265783;
Luxembourg; lu; lux; 2007; 18159953363.24923; 8015897.896254699; 1416479513.203616; 3257038074.297795; 5019826380.551161; 8458593497.300404;
Luxembourg; lu; lux; 2008; 18791739206.38358; 7360781.351282597; 1435839554.423476; 3201929914.897959; 5187210764.780313; 8959398190.930552;
Luxembourg; lu; lux; 2009; 19202640360.36464; -5405765.101084633; 1332386024.519863; 3187408486.037284; 5470837881.802873; 9217413733.105703;
Luxembourg; lu; lux; 2010; 19384458835.83099; 6647878.389164315; 1417296381.869752; 3380055358.648347; 5551007190.874297; 9029452026.049433;
Luxembourg; lu; lux; 2011; 20688931579.88158; -7735044.22553707; 1525632341.092596; 3726899194.66563; 5790274157.965028; 9653860930.383867;
Luxembourg; lu; lux; 2012; 20853475974.86908; 1161814.249841303; 1300453443.198255; 3603879932.106433; 5653587529.078127; 10294393256.23643;
Luxembourg; lu; lux; 2013; 20964285817.79306; -15328636.1293102; 1385948804.780477; 3625782430.139998; 5951193326.748844; 10016689892.25305;
Luxembourg; lu; lux; 2014; 22173492242.68767; 1834853.573362183; 1343080110.318939; 3615342264.095636; 6207590296.373981; 11005644718.32575;
Luxembourg; lu; lux; 2015; 24659645561.56415; 9825491.508460294; 1808525544.427619; 4264735649.560527; 7051068714.121231; 11525490161.94632;
Luxembourg; lu; lux; 2016; 26121771036.00204; -20681981.05630903; 1608460799.215844; 4471642264.994975; 7539527244.660275; 12522822708.18725;
Luxembourg; lu; lux; 2017; 24686960701.69305; -12789842.39884228; 1287744325.354286; 4157639413.77738; 7297458351.495449; 11956908453.46478;
