cname; iso2; iso3; year; eminq0; eminq1; eminq2; eminq3; eminq4; eminq5;
Belgium; be; bel; 2020; 355654078973.7646; 2380738.059447044; 4516019853.542388; 54428034403.30037; 110181244821.8326; 186526399157.0298;
Belgium; be; bel; 2021; 392434199447.6251; 1054721.631910564; 6012101469.803494; 61522505297.58369; 120429139675.4732; 204469398283.1328;
Brazil; br; bra; 1981; 9.736054681727461; .1920935359639881; .6720632104499717; 1.197424812756434; 2.074868994706293; 5.599604127850775;
Brazil; br; bra; 1982; 20.2232596136941; .3987784912684746; 1.369728393777635; 2.421301355986635; 4.226664698660741; 11.80678667400062;
Brazil; br; bra; 1983; 42.29257846991471; .8357506284402504; 2.796926884415633; 4.948448881785282; 8.804756938531739; 24.9066951367418;
Brazil; br; bra; 1984; 125.2690913652014; 2.547391024054127; 8.517266850356449; 14.75038234500448; 25.90722656169419; 73.54682458409218;
Brazil; br; bra; 1985; 490.1447566776566; 9.283700217693479; 32.06664216550394; 56.00555527361428; 100.513192658595; 292.2756663622499;
Brazil; br; bra; 1986; 1419.496841298602; 27.27847560244395; 92.55994092726746; 169.4509375253024; 289.6992804250413; 840.5082068185475;
Brazil; br; bra; 1987; 4472.78432492474; 80.44878622388003; 281.0549461658288; 535.0585432774933; 930.5092125674182; 2645.71283669012;
Brazil; br; bra; 1988; 34221.06991242577; 563.9305432348825; 1982.160514766612; 3731.539511526389; 6803.047729381069; 21140.39161351681;
Brazil; br; bra; 1989; 550055.6512873574; 7758.370023440129; 28823.43267108535; 55861.61907358537; 104981.7217122433; 352630.5078070033;
Brazil; br; bra; 1990; 14224797.90826656; 206721.3376390272; 815245.3720842712; 1564084.799988002; 2888740.434381612; 8750005.964173645;
Brazil; br; bra; 1992; 744802212.4786146; 8502651.805890206; 45796106.57256901; 86792874.43423319; 155791452.9387774; 447919126.7271447;
Brazil; br; bra; 1993; 16342258469.70993; 175601532.6268744; 959472185.7439747; 1760426301.862988; 3156003010.026337; 10290755439.44975;
Brazil; br; bra; 1995; 640825046355.8385; 5886906963.524363; 33789922579.63898; 69202622630.61487; 129521554941.6477; 402424039240.4126;
Brazil; br; bra; 1996; 746843537420.7826; 5821519394.558755; 40712009232.60944; 81039859456.68127; 152576938540.4849; 466693210796.4482;
Brazil; br; bra; 1997; 780133927104.037; 6601257215.559867; 42114024482.20172; 85337149725.0918; 155252316175.7979; 490829179505.3857;
Brazil; br; bra; 1998; 807927563255.2902; 7329365370.507295; 44045930997.98981; 87738138640.41785; 159101064400.1394; 509713063846.2358;
Brazil; br; bra; 1999; 803199087804.1436; 7240240699.262116; 44993482476.81824; 88066924564.30127; 161033924946.2942; 501864515117.4678;
Brazil; br; bra; 2001; 998564155617.5269; 8404745936.77302; 58598503607.70624; 110632917846.8518; 196525627752.5474; 624402360473.6484;
Brazil; br; bra; 2002; 1107218923395.826; 12091900170.92942; 66785247530.47803; 122913743381.1563; 217445696952.2593; 687982335361.0029;
Brazil; br; bra; 2003; 1207577993195.267; 9929589178.759329; 75516664754.87744; 136809102926.9077; 239721921955.0698; 745600714379.6523;
Brazil; br; bra; 2004; 1327658526116.135; 11354984155.3646; 83172794615.16772; 156194595363.2314; 266402338697.3901; 810533813284.9814;
Brazil; br; bra; 2005; 1518290240788.034; 17781582433.01058; 103444055957.0172; 178070742495.4785; 303809673935.7739; 915184185966.7539;
Brazil; br; bra; 2006; 1724298030315.489; 20010595091.54966; 118259796215.1185; 201545689003.0269; 344475580215.7236; 1040006369790.07;
Brazil; br; bra; 2007; 1865014254759.547; 17163720891.6763; 129261081948.6405; 219756776240.5732; 379403203221.1841; 1119429472457.473;
Brazil; br; bra; 2008; 2102527955534.107; 21580458133.13816; 148684085737.3328; 256132585401.6533; 432447922379.208; 1243682903882.774;
Brazil; br; bra; 2009; 2250698575707.585; 20561510972.38518; 158115665230.6152; 278099752191.8374; 469073276354.0547; 1324848370958.692;
Brazil; br; bra; 2011; 2728341671986.19; 15560411283.73299; 192983269959.2444; 340425715591.1929; 572259197520.2227; 1607113077631.797;
Brazil; br; bra; 2012; 3118050875350.447; 18855143880.13896; 223640750358.3894; 393922512017.0259; 663371448263.6133; 1818261020831.279;
Brazil; br; bra; 2013; 3413765615980.284; 16184623378.17524; 242082719626.4585; 429146642169.0493; 734935069827.5146; 1991416560979.086;
Brazil; br; bra; 2014; 3766803555103.6; 25569760168.52735; 279531424461.0256; 475704312947.8184; 812440328265.5117; 2173557729260.717;
Brazil; br; bra; 2015; 3831743927981.013; 18317191857.32041; 281967889315.2554; 477656493114.1201; 835830776761.4893; 2217971576932.828;
Brazil; br; bra; 2016; 4081801108291.432; 15487282066.33306; 284627216349.466; 515791270840.8597; 870167486098.6281; 2395727852936.145;
Brazil; br; bra; 2017; 4452509914234.183; 9384769516.781815; 279624748583.0843; 547313410069.2346; 930682648223.885; 2685504337841.197;
Brazil; br; bra; 2018; 4592089331645.62; 8839453020.843628; 280855088343.6859; 575754021115.1696; 951106884840.3431; 2775533884325.578;
Brazil; br; bra; 2019; 4837650496269.675; 8484100671.422464; 290973033494.5087; 598502721340.9104; 1021728384013.408; 2917962256749.425;
Brazil; br; bra; 2020; 4813344108749.621; 0; 231039000751.1259; 567859624060.3616; 1007497619542.387; 3006947864395.747;
Brazil; br; bra; 2021; 5035767389117.998; 0; 278133108078.0319; 590193449450.7375; 1069519705738.071; 3097921125851.157;
Brazil; br; bra; 2022; 5854150501424.551; 3252822606.327884; 351238595451.0605; 730543953160.0234; 1257349388847.984; 3511765741359.155;
Canada; ca; can; 1971; 99166134423.69601; 507529717.9172087; 9915761690.454102; 20922810741.74561; 27665364944.50684; 40154667329.07227;
Canada; ca; can; 1973; 123534343696.8447; 632462040.7253218; 12673847271.28052; 25151613276.37207; 34609177309.52148; 50467243798.94531;
Canada; ca; can; 1975; 171300590924.6604; 801454607.4301767; 15741860114.75952; 34574453944.55078; 47950083344.10156; 72232738913.81836;
Canada; ca; can; 1977; 214516882350.3069; 1154996596.304194; 19849168470.2478; 44290290894.49707; 60450745177.83203; 88771681211.42578;
Canada; ca; can; 1979; 267582917640.8755; 1787144263.404827; 25534193693.46191; 53147006019.60449; 74961057591.43555; 112153516072.9688;
Canada; ca; can; 1981; 363743946699.5645; 3618681825.070332; 35879492111.55957; 73426536328.51465; 100026947378.8496; 150792289055.5703;
Canada; ca; can; 1982; 388942184452.673; 3080128472.329218; 36030757998.69824; 76383680269.85449; 108349706802.5176; 165097910909.2734;
Canada; ca; can; 1984; 436709661529.5981; 2533293095.058369; 34394789580.46948; 82899330867.31445; 122107689198.9531; 194774558787.8027;
Canada; ca; can; 1985; 473714418971.0759; 3460884085.572671; 38528039877.34595; 87836628562.40918; 132051465898.1699; 211837400547.5781;
Canada; ca; can; 1986; 515666154780.7498; 6511233301.536856; 52512628137.92676; 101030099227.2354; 141914651403.2363; 213697542710.8145;
Canada; ca; can; 1987; 568097608496.7648; 7323186999.890311; 56749849047.65283; 108425047118.0146; 153287443855.7012; 242312081475.5059;
Canada; ca; can; 1988; 609137626626.4751; 6620787379.233916; 58853222305.07031; 118011472931.1025; 167738243279.5605; 257913900731.5078;
Canada; ca; can; 1989; 659508084429.7631; 9473829766.814383; 67655275483.70654; 126932688021.8262; 176236876530.0449; 279209414627.3711;
Canada; ca; can; 1990; 696657434324.0118; 8748052625.923023; 66405347120.72363; 131286627859.0938; 189112437190.5918; 301104969527.6797;
Canada; ca; can; 1991; 708519959645.8685; 6668598418.039966; 62988295553.33447; 133163391310.5039; 193622422196.1387; 312077252167.8516;
Canada; ca; can; 1992; 725306586382.4425; 6457620755.1183; 62779941627.93945; 137701271002.7637; 200418316562.3672; 317949436434.2539;
Canada; ca; can; 1993; 721690757273.8896; 4913363680.948231; 60410438238.45996; 135449570655.335; 205304456818.0254; 315612927881.1211;
Canada; ca; can; 1994; 756632035850.3385; 5202018741.304837; 61777100275.06494; 142907489188.2031; 213666331967.1914; 333079095678.5742;
Canada; ca; can; 1995; 781658297583.2496; 6940159682.982511; 68245431371.64209; 144050992553.6855; 217324506158.4004; 345097207816.5391;
Canada; ca; can; 1996; 785754917951.1512; 5450683055.811225; 58072177803.10324; 137008565729.1328; 216070385534.198; 369153105828.906;
Canada; ca; can; 1997; 822237937734.5464; 5451305964.393391; 60084354235.2415; 140104883393.2231; 222418505865.593; 394178888276.0955;
Canada; ca; can; 1998; 876428857518.5044; 4593905646.184599; 64078749015.68504; 149295629155.2444; 233795815803.012; 424664757898.3784;
Canada; ca; can; 1999; 936436370607.2654; 8333021563.719685; 72512987915.97276; 159616650420.0171; 250838798916.6257; 445134911790.9302;
Canada; ca; can; 2000; 1012415962086.651; 9768867177.067339; 80409012077.78612; 167774175186.0806; 265816702840.9645; 488647204804.7521;
Canada; ca; can; 2001; 1055680166660.633; 11205575968.67688; 84259529999.4606; 176280043064.3336; 274624517938.0798; 509310499690.0821;
Canada; ca; can; 2002; 1093260439028.426; 12577252702.72504; 90562277263.76338; 183074207921.6743; 283913004343.2982; 523133696796.9654;
Canada; ca; can; 2003; 1133984816445.384; 13076393063.2023; 94006287350.04877; 188653461588.5259; 296889989783.1558; 541358684660.4514;
Canada; ca; can; 2004; 1189534861138.656; 14188878613.72946; 97084837233.68863; 194793949341.2621; 309874481526.9905; 573592714422.9857;
Canada; ca; can; 2005; 1256694226637.018; 15439197468.90768; 104184713563.4911; 207570394091.4952; 329028560847.7325; 600471360665.3912;
Canada; ca; can; 2006; 1315960522370.055; 18249342711.73732; 112139537491.7249; 217218875724.1678; 336346878942.0526; 632005887500.3728;
Canada; ca; can; 2007; 1407324917831.992; 20039186521.97597; 120586451150.4292; 229041462347.6828; 357703800577.8851; 679954017234.0188;
Canada; ca; can; 2008; 1486367455885.569; 18544228982.58687; 122619843426.2768; 244003387043.1255; 377722582064.5999; 723477414368.9801;
Canada; ca; can; 2009; 1471426660464.037; 17317013174.64711; 116923083294.912; 235607301349.711; 379529038165.2571; 722050224479.5095;
Canada; ca; can; 2010; 1513946371849.214; 16948487930.35321; 119032402897.721; 244245826471.7302; 391969326523.5347; 741750328025.8754;
Canada; ca; can; 2011; 1608348180387.181; 19010508829.20773; 128855744351.8308; 256633756092.2401; 416275616538.1272; 787572554575.7755;
Canada; ca; can; 2012; 1644399806456.024; 21075038494.6305; 136358367871.1868; 271477982789.3207; 425223227204.6059; 790265190096.2802;
Canada; ca; can; 2013; 1714231520800.409; 21301418140.26237; 135056175435.2086; 276035705431.6494; 444837677323.7808; 837000544469.5081;
Canada; ca; can; 2014; 1790759335719.782; 24888643455.45295; 154847847187.7715; 291793245838.2916; 461654345955.0239; 857575253283.2424;
Canada; ca; can; 2015; 1830718833374.336; 20538650471.06594; 139663361924.8927; 298599652398.6384; 481967365534.169; 889949803045.5702;
Canada; ca; can; 2016; 1842641492727.392; 19659448354.16819; 149778847416.8951; 298513361240.9039; 480891731522.7111; 893798104192.7141;
Canada; ca; can; 2017; 1955138742643.801; 22374029803.02305; 157910549181.1736; 309690338396.5619; 505308378617.5727; 959855446645.4696;
Canada; ca; can; 2018; 2049631261157.822; 24599912787.01154; 171101240418.1266; 327950932137.4713; 529961724075.6327; 996017451739.5801;
Canada; ca; can; 2019; 2111092170680.283; 25146035633.92781; 175338306517.2313; 342034631085.2113; 542318661483.9379; 1026254535959.975;
Canada; ca; can; 2020; 2092358821480.843; 21185479517.55321; 158879721137.0686; 332248707144.5176; 543794214606.6329; 1036250699075.07;
Canada; ca; can; 2021; 2313798261133.315; 30627455777.88198; 192915704149.5403; 369614088120.3342; 588319580221.2622; 1132321432864.296;
Chile; cl; chl; 1990; 6938754151150.184; 118042491426.5974; 491565418745.0391; 827291726520.0469; 1430289343182.125; 4071565171276.375;
Chile; cl; chl; 1992; 12401119300555.3; 259343256363.6454; 885493435571.75; 1503822151134.656; 2422902864479; 7329557593006.25;
Chile; cl; chl; 1994; 18165698266149.58; 269077611772.0178; 1232447428309.688; 2217012746674.563; 3669773957345.938; 10777386522047.38;
Chile; cl; chl; 1996; 24089127111396.57; 425466265285.3229; 1720757664420.438; 3003290833022.313; 5007500859523; 13932111489145.5;
Chile; cl; chl; 1998; 29472635452460.23; 558736902959.517; 2105591809248.016; 3676105068646.703; 6063744053519.938; 17068457618086.06;
Chile; cl; chl; 2000; 33869011591485.79; 512892260783.6744; 2387064035624.125; 4058898371944.359; 6587412673589.375; 20322744249544.25;
Chile; cl; chl; 2003; 37573230602415.42; 625412611438.0751; 2738627821932.406; 4756924752158.438; 7700126416551.25; 21752139000335.25;
Chile; cl; chl; 2006; 45661090838359.01; 759208614751.0352; 3564698746834.125; 6106441201382.156; 9882667459488.438; 25348074815903.25;
Chile; cl; chl; 2009; 55454609619943.36; 515091352810.488; 4060352726338; 7062533555139.125; 11812876282673.75; 32003755702982;
Chile; cl; chl; 2011; 62360149743729.45; 741042673118.9512; 4673722905597.125; 8103179028917.875; 13657738247303.5; 35184466888792;
Chile; cl; chl; 2013; 78591065377176.72; 890951381670.7117; 6013859180750; 10659899775738.75; 17208783255040.25; 43817571783977;
Chile; cl; chl; 2015; 92808407071194.2; 1184598721806.322; 7412807832355.875; 12710938791422.5; 20359033996436.5; 51141027729173;
Chile; cl; chl; 2017; 106140997446868.3; 1213299123702.715; 8314281136795.125; 14299559907494; 22995998196526; 59317859082350.5;
Colombia; co; col; 2001; 167753402297318.4; 4978473251060.257; 13954976738612.03; 22217536406874.25; 34829783808999.7; 91772632091772.13;
Colombia; co; col; 2002; 182065241379344.5; 5241797039371.274; 14312965751933.28; 23005757888228.22; 37713901310977.39; 101790819388834.4;
Colombia; co; col; 2003; 195261441796613.7; 6032499214245.789; 16746527675210.36; 26132801692355.38; 41497006098920.34; 104852607115881.8;
Colombia; co; col; 2004; 213980486827615.6; 6590551272451.472; 17842894669406.76; 28243078685039.15; 44167653992827.52; 117136308207890.7;
Colombia; co; col; 2005; 247339237937505.6; 8278857431908.122; 20862830172996.8; 32702426469995.84; 50580755582927.98; 134914368279676.9;
Colombia; co; col; 2006; 255912031464266.8; 9358666343369.594; 22014837308761.3; 34310216295324.39; 53228392029806.8; 136999919487004.6;
Colombia; co; col; 2007; 277707594472439.6; 5799147930588.209; 21206242661416.33; 34311318956817.12; 55523240200084.7; 160867644723533.2;
Colombia; co; col; 2008; 303921827824447.9; 7241114192499.629; 24365671705793.84; 38149774334618.79; 62304987746067.34; 171860279845468.3;
Colombia; co; col; 2009; 319874463850045.3; 8309078671064.483; 26908275785548.16; 41299682674425.27; 65364926446279.52; 177992500272727.9;
Colombia; co; col; 2010; 353732367933960.9; 9613052462406.979; 29105433593563.26; 45130648326774.03; 72323395510070.53; 197559838041146.1;
Colombia; co; col; 2011; 387716001946526.5; 11039158154038.85; 31992526443514.7; 50776741192639.88; 80856909744664.44; 213050666411668.7;
Colombia; co; col; 2012; 404158761955578.9; 11060268091430; 34611630284282.28; 53957562892411.44; 86892399881952.5; 217636900805502.6;
Colombia; co; col; 2013; 437914491783001.6; 11421171577002.13; 37032784843628.54; 58572272437667.27; 93346783811880.53; 237541479112823.1;
Colombia; co; col; 2014; 472963895982116.9; 12306063469612.62; 39677724220111.17; 63537514083728.55; 100888836136600.4; 256553758072064.1;
Colombia; co; col; 2015; 490567984294864.1; 13918226715496.81; 43594265121770.98; 66371904230037.73; 106822783157738.1; 259860805069820.4;
Colombia; co; col; 2016; 523959350429908.9; 14703470083716.48; 46876593189759.84; 72665231405088.36; 112967816487698.6; 276746239263645.7;
Colombia; co; col; 2017; 544979530491708.4; 16111622264518.36; 50536393478047.2; 76270004047540.25; 119746885782790.4; 282314624918812.3;
Colombia; co; col; 2018; 573800919145067; 16114402093305.91; 52051430957812.23; 80434371893422.95; 125929184701465; 299271529499060.8;
Colombia; co; col; 2019; 598233428920294.6; 14946729149766.24; 51953465694352.84; 82694204849482.72; 129156372765708.2; 319482656460984.7;
Colombia; co; col; 2020; 554108334918863.6; 9810712535778.664; 44524040443076.69; 75482867265471.7; 116087943889981.3; 308202770784555.2;
Colombia; co; col; 2021; 570035212410420; 9434786798284.361; 47827543498770.65; 77769804707182.47; 120570885837373.9; 314432191568808.6;
Colombia; co; col; 2022; 732048480438146.4; 10868928815609.5; 55646275369640.48; 92092974701536.45; 147472356043569.4; 425967945507790.4;
Colombia; co; col; 2023; 867330403764722.6; 15674543004499.84; 68065425252239.48; 111090467140666.2; 177204416830182.5; 495295551537134.6;
Czech Republic; cz; cze; 1992; 496097333886.2031; 110271987.83949; 29159053312.79881; 98067880217.81644; 144131981352.1442; 224628147015.6041;
Czech Republic; cz; cze; 1996; 1097650736404.827; 295289677.8992153; 59160764538.20583; 198387742380.4761; 302545954874.3157; 537260984933.9299;
Czech Republic; cz; cze; 2002; 1494182673721.415; 430784948.104916; 66099853968.91548; 262049365203.2077; 414304015895.9435; 751298653705.2432;
Czech Republic; cz; cze; 2004; 1695354436732.587; 253840641.3556522; 73123256051.22426; 291218710686.7053; 467405519946.4337; 863353109406.8679;
Czech Republic; cz; cze; 2007; 2149573086894.783; 907725027.1188606; 96528360381.10275; 385541248188.3031; 609387737581.6238; 1057208015716.635;
Czech Republic; cz; cze; 2010; 2358207059332.566; 1564718364.046837; 115440132781.3825; 427914456067.6752; 668848311542.5182; 1144439440576.943;
Czech Republic; cz; cze; 2013; 2452155501551.042; 1870001750.673395; 93382184636.25287; 441967416422.7018; 677780497765.2211; 1237155400976.193;
Czech Republic; cz; cze; 2016; 2864833027706.132; 2263993887.578064; 116223975554.9762; 520401724917.1205; 824934141436.8018; 1401009191909.655;
Denmark; dk; dnk; 1987; 698842544557.7609; -1215641189.444047; 32576201360.03071; 129402996574.8672; 206837821985.8621; 331241165826.4448;
Denmark; dk; dnk; 1992; 808957814408.8821; -1704977149.928527; 26594228120.53529; 137706338618.5672; 246142067806.1323; 400220157013.5757;
Denmark; dk; dnk; 1995; 933833724999.4552; -832873663.3007352; 43087645997.36694; 168119765741.494; 274704594911.4598; 448754592012.4352;
Denmark; dk; dnk; 2000; 1178816156797.233; -132287405.7764653; 61881489909.34747; 220393885180.6683; 341908638857.9664; 554764430255.0273;
Denmark; dk; dnk; 2004; 1312217501377.127; -1202278419.802702; 65538238594.17582; 236542809773.5097; 383242218331.3044; 628096513097.9403;
Denmark; dk; dnk; 2007; 1548094838317.953; -1469017822.415584; 90299154249.3994; 279604422087.6519; 436655355238.1639; 743004924565.1531;
Denmark; dk; dnk; 2010; 1631501523494.323; -6998473949.9765; 73444346264.95378; 273095575236.2217; 462517698976.625; 829442376966.4995;
Denmark; dk; dnk; 2013; 1699882796606.001; -1085089873.487431; 71568427375.82368; 279370154191.7878; 479493946851.8395; 870535358060.0375;
Denmark; dk; dnk; 2015; 1924545089500.149; -2102577976.618891; 45618250406.29883; 271435807428.2813; 542493570694.0625; 1067100038948.125;
Denmark; dk; dnk; 2016; 2040563454474.791; -1948581807.641152; 49643671779.22852; 280529170690.3906; 555837102447.8125; 1156502091365;
Denmark; dk; dnk; 2017; 2059691626167.543; -233467073.0915898; 52967540618.99414; 290836913942.2656; 575243039575; 1140877599104.375;
Denmark; dk; dnk; 2018; 2128747598551.831; -1259911964.291989; 58671341538.62305; 305974992409.375; 590990587613.75; 1174370588954.375;
Denmark; dk; dnk; 2019; 2202343709580.803; 89370563.87953818; 59472701016.29883; 312258955091.25; 599862445636.25; 1230660237273.125;
Denmark; dk; dnk; 2020; 2279437136112.437; 798827671.206333; 62648262746.07422; 325270840252.9688; 625570580617.1875; 1265148624825;
Denmark; dk; dnk; 2021; 2415039184057.471; 260474696.0645717; 68557380360.15625; 343385515129.375; 655127063713.125; 1347708750158.75;
Denmark; dk; dnk; 2022; 2565478505250.238; 1377629070.042853; 82341622411.13281; 371075047862.5; 684348263154.0625; 1426335942752.5;
Estonia; ee; est; 2000; 3323256447.751898; -14098806.0184474; 171464699.9817772; 487798673.7813; 865866096.1183189; 1812225783.888949;
Estonia; ee; est; 2004; 5624341194.019779; -2402561.641055915; 204153199.3697121; 818019720.2893093; 1472001863.439849; 3132568972.561965;
Estonia; ee; est; 2007; 9634188934.940191; 3602478.597970343; 508552439.4927441; 1611643968.828628; 2610940666.885114; 4899449381.135736;
Estonia; ee; est; 2010; 9152207835.119955; 2294575.793354636; 339937520.79352; 1382212194.271282; 2568446580.67059; 4859316963.591209;
Estonia; ee; est; 2013; 11789471124.96276; -16398653.47557228; 288648627.5137345; 1675386344.399041; 3352716275.919219; 6489118530.606334;
Estonia; ee; est; 2016; 14573241009.89206; -41250527.03401042; 649759680.0427076; 2511000667.457159; 3978949418.902417; 7474781770.523787;
Finland; fi; fin; 1987; 64264852285.85322; 1535430657.867628; 6914682802.252189; 11941880348.17875; 17069679962.6531; 26803178514.90155;
Finland; fi; fin; 1991; 86834942992.50992; 2348031060.321027; 9523445013.406567; 16234815567.45814; 22896620637.74868; 35832030713.57551;
Finland; fi; fin; 1995; 84790669760.35986; 1544029038.025016; 7750983350.635768; 15210711347.59948; 22294018883.98146; 37990927140.11813;
Finland; fi; fin; 2000; 107920292845.0341; 1305406399.095437; 9085768493.342909; 18868392365.20842; 27913169341.02451; 50747556246.36278;
Finland; fi; fin; 2004; 129125078052.6483; 1722947480.331659; 11187606594.9095; 21732157870.36544; 33017661014.18343; 61464705092.85831;
Finland; fi; fin; 2007; 149644892979.3226; 3526540710.638381; 13910660328.01446; 25847459992.37849; 37910875535.76479; 68449356412.52653;
Finland; fi; fin; 2010; 162796702083.5088; 3756995512.617362; 15509656589.41224; 27513777781.20558; 41760979786.1934; 74255292414.08017;
Finland; fi; fin; 2013; 181571410192.6684; 4066338232.461992; 17708271065.86455; 29266804191.45051; 46289395204.7217; 84240601498.16966;
Finland; fi; fin; 2016; 188086705397.9527; 4244001458.521636; 18358522154.54723; 31059802420.14091; 47146225693.54573; 87278153671.19717;
France; fr; fra; 1970; 88492267581.22807; 3129085.145964503; 7637239395.547684; 14798697799.37244; 21484476906.22522; 44568724394.93677;
France; fr; fra; 1975; 175759318164.6663; 43278426.80366135; 16377297689.62048; 30442758774.96582; 43076621539.87695; 85819361733.39941;
France; fr; fra; 1979; 282909037172.9037; -300004780.0313864; 25097226529.88724; 50038405737.64209; 70808228176.88965; 137265181508.5161;
France; fr; fra; 1984; 505202002634.6905; -1240858249.169975; 37575283317.62415; 85650006957.69629; 126772546381.0674; 256445024227.4727;
France; fr; fra; 1990; 691295145670.9099; -448013350.5337958; 53582645035.03448; 117801474705.377; 173375614898.2822; 346983424382.75;
France; fr; fra; 1996; 884088687788.2682; 1858658431.081652; 43535440439.75486; 149537939965.123; 235979468579.6101; 453177180372.6985;
France; fr; fra; 1997; 907944142178.0183; 1350603246.300679; 41430106023.93297; 152896502405.9102; 245329146916.0975; 466937783585.777;
France; fr; fra; 1998; 935398156601.2288; 864505518.8101569; 38388759054.74081; 154774588349.9651; 251354176072.7029; 490016127605.0097;
France; fr; fra; 1999; 977994096003.4397; -264156544.1555051; 42251655152.06785; 161666531312.1517; 258761902453.5979; 515578163629.7778;
France; fr; fra; 2000; 1033121367717.891; -305845657.8222248; 45929844393.32642; 168678558174.7181; 269799243533.6519; 549019567274.0163;
France; fr; fra; 2001; 1087370329431.11; 1219894848.705862; 51732554622.42037; 178997330914.8656; 284008084452.6848; 571412464592.4332;
France; fr; fra; 2002; 1144121583573.211; 1255156502.424681; 59208229587.37212; 191437837080.646; 297952994118.2381; 594267366284.53;
France; fr; fra; 2003; 1160452936774.578; 1579786994.785996; 56328425863.10298; 193243719423.3313; 304574363047.3311; 604726641446.0266;
France; fr; fra; 2004; 1184159834818.673; 839923689.7184427; 56165260341.93465; 194985633118.1406; 310109535103.9837; 622059482564.8958;
France; fr; fra; 2005; 1239125195269.05; 344374697.0867569; 52057216640.96149; 205040678124.8027; 326615050048.875; 655067875757.3242;
France; fr; fra; 2006; 1289775137444.864; 1358394872.78881; 58339628638.50354; 210773202357.3662; 334050689235.873; 685253222340.332;
France; fr; fra; 2007; 1328324231309.615; 1147686151.606495; 57779766189.00671; 218937410892.5742; 345305393762.2969; 705153974314.1309;
France; fr; fra; 2008; 1399461989687.409; 2673425523.36775; 62473399423.0376; 225634954989.6191; 364555372371.0449; 744124837380.3398;
France; fr; fra; 2009; 1385420474029.737; 431178999.7235489; 51531187218.05371; 220102455817.8584; 365948618759.6387; 747407033234.4629;
France; fr; fra; 2010; 1426484311121.705; 109974464.7843205; 51174756245.34509; 219878525683.3252; 375476335085.6797; 779844719642.5703;
France; fr; fra; 2011; 1476208853707.349; 289964632.5331998; 51619039369.63985; 224136996392.2425; 378965169272.1605; 821197684040.7726;
France; fr; fra; 2012; 1490635757995.998; -855767906.6219549; 47753540777.30805; 225464060362.7491; 385797287434.4862; 832476637328.0763;
France; fr; fra; 2013; 1487823124132.877; 381716973.5959733; 50870118626.86588; 233322977067.9598; 388642401431.6535; 814605910032.8016;
France; fr; fra; 2014; 1499869454908.615; -196035020.5422569; 45205661795.54981; 233420680635.3052; 394521155845.346; 826917991652.9569;
France; fr; fra; 2015; 1508876552704.324; -296309718.6687496; 44481626177.85587; 228591938224.0449; 394982993377.2706; 841116304643.8214;
France; fr; fra; 2016; 1517003624807.51; -640257834.8707906; 43303641812.81812; 227097165732.4009; 399130266372.1976; 848112808724.9639;
France; fr; fra; 2017; 1550038679138.644; -1437166968.247084; 43185683783.39262; 226241905199.4181; 408231541071.3546; 873816716052.726;
France; fr; fra; 2018; 1604625634393.358; -854803508.4788116; 40378403125.51523; 228272634949.8667; 415634699125.1055; 921194700701.3491;
France; fr; fra; 2019; 1640096274282.825; -445226504.0338067; 44778174370.47976; 238313691228.7066; 430019356855.103; 927430278332.5695;
France; fr; fra; 2020; 1647337271065.245; -741126689.5336028; 40875311697.1806; 237688034420.4716; 441402543413.635; 928112508223.4917;
Germany; de; deu; 1973; 527088897366.3876; 2398442769.748048; 41757557786.41726; 113687378179.3454; 145199907914.0134; 224045610716.8634;
Germany; de; deu; 1978; 715643940145.3329; 2088686701.830431; 31555302588.12407; 151885195438.8215; 203778698429.978; 326336056986.5789;
Germany; de; deu; 1983; 893562362404.0948; 4528365004.47228; 48121985013.04881; 182179334859.258; 251315903426.8295; 407416774100.4863;
Germany; de; deu; 1984; 801040888836.6508; -4061050860.962615; 26877235633.74257; 166441254674.0726; 234018996758.4748; 377764452631.3234;
Germany; de; deu; 1985; 847047273913.1794; -1018271401.960858; 32461835334.50444; 179240264145.7257; 241417345711.8215; 394946100123.0887;
Germany; de; deu; 1986; 880972449006.1515; -2543345017.992021; 40190493653.87711; 188529988542.5132; 253590063329.4713; 401205248498.282;
Germany; de; deu; 1987; 925868069773.7201; -301816172.8282808; 42058910702.98996; 195532462793.5746; 264856344684.8242; 423722167765.1596;
Germany; de; deu; 1988; 990710388564.3759; -584519517.1796808; 49803930474.91315; 209291884112.8686; 269271899386.5469; 462927194107.2269;
Germany; de; deu; 1989; 1072100762311.935; -485480903.4914027; 53952435204.43806; 224922400861.2624; 297697782167.5806; 496013624982.1456;
Germany; de; deu; 1990; 1122166667763.672; -1190989912.104602; 62133017289.68346; 230401613895.1497; 316290560016.7649; 514532466474.1782;
Germany; de; deu; 1991; 1358878629081.92; -1376168181.501944; 67051671219.17749; 266912997203.3016; 388650652289.7962; 637639476551.1466;
Germany; de; deu; 1992; 1459054501980.763; -494311461.0319092; 69113321886.43544; 292716737833.3589; 423561789559.6036; 674156964162.3967;
Germany; de; deu; 1993; 1511898606307.904; -1496177503.521773; 67093628001.16814; 305761815304.5903; 436839463190.1461; 703699877315.5214;
Germany; de; deu; 1994; 1530507208959.914; 22446857.03467697; 63937014776.77641; 297787318757.274; 454297966906.5239; 714462461662.3051;
