cname,iso2,name,group,grcat,value
France,fr,bfn,28,2,12125.97462017381
France,fr,bf0,28,2,12180.90959012525
France,fr,min,29,2,7053.412232697487
France,fr,bnf,29,2,16914.03473889017
France,fr,tax,29,2,2400.278812590161
France,fr,sct,29,2,572.7548593950461
France,fr,bdn,29,2,2973.033669968126
France,fr,bfn,29,2,13941.00106814696
France,fr,bf0,29,2,14037.66881126488
France,fr,min,30,2,7742.935475620682
France,fr,bnf,30,2,13327.04195515159
France,fr,tax,30,2,2046.39902408034
France,fr,sct,30,2,655.706255938765
France,fr,bdn,30,2,2702.105280200821
France,fr,bfn,30,2,10624.93666443126
France,fr,bf0,30,2,10895.27866792227
France,fr,min,31,2,8435.230407063016
France,fr,bnf,31,2,13195.29531017769
France,fr,tax,31,2,1949.054196295052
France,fr,sct,31,2,696.76825069388
France,fr,bdn,31,2,2645.822445341856
France,fr,bfn,31,2,10549.47287743245
France,fr,bf0,31,2,10601.10511023768
France,fr,min,32,2,9139.454748286069
France,fr,bnf,32,2,12270.92568778602
France,fr,tax,32,2,2077.532576387996
France,fr,sct,32,2,799.6275132429159
France,fr,bdn,32,2,2877.160091551018
France,fr,bfn,32,2,9393.765576365839
France,fr,bf0,32,2,9608.337480463229
France,fr,min,33,2,9828.289557186716
France,fr,bnf,33,2,11808.43325447553
France,fr,tax,33,2,1851.240766177347
France,fr,sct,33,2,905.7790422497484
France,fr,bdn,33,2,2757.019810276448
France,fr,bfn,33,2,9051.413457085522
France,fr,bf0,33,2,9139.673294355485
France,fr,min,34,2,10483.77347040242
France,fr,bnf,34,2,11661.15308928368
France,fr,tax,34,2,1970.862783330075
France,fr,sct,34,2,946.3569361480984
France,fr,bdn,34,2,2917.219723319148
France,fr,bfn,34,2,8743.933410834428
France,fr,bf0,34,2,8903.05727535931
France,fr,min,35,2,11157.76211947748
France,fr,bnf,35,2,11163.36953777285
France,fr,tax,35,2,2058.593860342852
France,fr,sct,35,2,1010.546705496665
France,fr,bdn,35,2,3069.140564622356
France,fr,bfn,35,2,8094.228975783187
France,fr,bf0,35,2,8221.657619421765
France,fr,min,36,2,11816.15735323987
France,fr,bnf,36,2,9121.125753737355
France,fr,tax,36,2,1464.122646286216
France,fr,sct,36,2,1156.439011672396
France,fr,bdn,36,2,2620.56164992355
France,fr,bfn,36,2,6500.564097102132
France,fr,bf0,36,2,6684.710333659429
France,fr,min,37,2,12394.98150902643
France,fr,bnf,37,2,9447.088038424316
France,fr,tax,37,2,1842.021299514917
France,fr,sct,37,2,1186.701254414966
France,fr,bdn,37,2,3028.722548572704
France,fr,bfn,37,2,6418.365492650096
France,fr,bf0,37,2,6560.501308953743
France,fr,min,38,2,13004.90372136138
France,fr,bnf,38,2,9220.894437145706
France,fr,tax,38,2,1886.222075686405
France,fr,sct,38,2,1285.674885889709
France,fr,bdn,38,2,3171.896971002789
France,fr,bfn,38,2,6048.997467518107
France,fr,bf0,38,2,6192.382027701565
France,fr,min,39,2,13578.85193704727
France,fr,bnf,39,2,8128.09281441525
France,fr,tax,39,2,1758.386390602536
France,fr,sct,39,2,1331.017138383893
France,fr,bdn,39,2,3089.403521591714
France,fr,bfn,39,2,5038.689305027843
France,fr,bf0,39,2,5290.344535778989
France,fr,min,40,2,14149.82934178426
France,fr,bnf,40,2,9043.93006513153
France,fr,tax,40,2,1984.332954593293
France,fr,sct,40,2,1333.781101774132
France,fr,bdn,40,2,3318.114048479607
France,fr,bfn,40,2,5725.816022086556
France,fr,bf0,40,2,6009.201541678415
France,fr,min,41,2,14767.70889961756
France,fr,bnf,41,2,8145.120132516832
France,fr,tax,41,2,1957.31010035245
France,fr,sct,41,2,1383.107548258367
France,fr,bdn,41,2,3340.417651682052
France,fr,bfn,41,2,4804.702490823512
France,fr,bf0,41,2,5082.460385058206
France,fr,min,42,2,15392.00349603006
France,fr,bnf,42,2,8031.698604585801
France,fr,tax,42,2,2021.483884953374
France,fr,sct,42,2,1500.355600895005
France,fr,bdn,42,2,3521.839488974813
France,fr,bfn,42,2,4509.859105734652
France,fr,bf0,42,2,4771.588917410261
France,fr,min,43,2,15942.90363019883
France,fr,bnf,43,2,8736.199877259603
France,fr,tax,43,2,2101.055760679928
France,fr,sct,43,2,1497.377158735368
France,fr,bdn,43,2,3598.432920881698
France,fr,bfn,43,2,5137.766978451655
France,fr,bf0,43,2,5458.948109597133
France,fr,min,44,2,16563.08194663554
France,fr,bnf,44,2,8347.407927171505
France,fr,tax,44,2,2295.233648472491
France,fr,sct,44,2,1546.869588746951
France,fr,bdn,44,2,3842.103236322508
France,fr,bfn,44,2,4505.304701962186
France,fr,bf0,44,2,4833.112635329036
France,fr,min,45,2,17193.86559224833
France,fr,bnf,45,2,7850.632676677808
France,fr,tax,45,2,2250.877166665451
France,fr,sct,45,2,1628.958321091108
France,fr,bdn,45,2,3879.835487565411
France,fr,bfn,45,2,3970.797189982569
France,fr,bf0,45,2,4336.756879288551
France,fr,min,46,2,17767.31368041588
France,fr,bnf,46,2,7161.820394906075
France,fr,tax,46,2,2418.19130350128
France,fr,sct,46,2,1728.69476932785
France,fr,bdn,46,2,4146.886071082475
France,fr,bfn,46,2,3014.934339989589
France,fr,bf0,46,2,3585.504336132649
France,fr,min,47,2,18318.25844095432
France,fr,bnf,47,2,7058.144238696041
France,fr,tax,47,2,2261.91579615425
France,fr,sct,47,2,1820.613593804761
France,fr,bdn,47,2,4082.52939073985
France,fr,bfn,47,2,2975.614849074042
France,fr,bf0,47,2,3541.890904195163
France,fr,min,48,2,18915.21612595851
France,fr,bnf,48,2,6718.332632556172
France,fr,tax,48,2,2334.541421240723
France,fr,sct,48,2,1911.587721422296
France,fr,bdn,48,2,4246.129143722861
France,fr,bfn,48,2,2472.203485038513
France,fr,bf0,48,2,3307.058030794241
France,fr,min,49,2,19526.53137677673
France,fr,bnf,49,2,6659.170168356809
France,fr,tax,49,2,2460.116509753347
France,fr,sct,49,2,1899.632215929458
France,fr,bdn,49,2,4359.748713935855
France,fr,bfn,49,2,2299.421471690893
France,fr,bf0,49,2,3174.887552241973
France,fr,min,50,2,20046.58027369729
France,fr,bnf,50,2,7078.711135255344
France,fr,tax,50,2,2776.52664896116
France,fr,sct,50,2,1905.165528842095
France,fr,bdn,50,2,4681.692187025109
France,fr,bfn,50,2,2397.018943943564
France,fr,bf0,50,2,3318.397184638117
France,fr,min,51,2,20618.15031182523
France,fr,bnf,51,2,6215.895746434527
France,fr,tax,51,2,2373.647102548373
France,fr,sct,51,2,2014.353406018069
France,fr,bdn,51,2,4388.000490864822
France,fr,bfn,51,2,1827.895255165119
France,fr,bf0,51,2,2856.571107357387
France,fr,min,52,2,21223.40640913076
France,fr,bnf,52,2,5171.506395891633
France,fr,tax,52,2,2564.556878365967
France,fr,sct,52,2,2066.866019393447
France,fr,bdn,52,2,4631.42290849821
France,fr,bfn,52,2,540.0834865073626
France,fr,bf0,52,2,2127.672202982849
France,fr,min,53,2,21791.60773413461
France,fr,bnf,53,2,6136.624011090985
France,fr,tax,53,2,2804.62461531883
France,fr,sct,53,2,2167.527244328714
France,fr,bdn,53,2,4972.151855621405
France,fr,bfn,53,2,1164.472159604705
France,fr,bf0,53,2,2625.759124196137
France,fr,min,54,2,22401.18093067014
France,fr,bnf,54,2,5318.91551211084
France,fr,tax,54,2,2614.696131217566
France,fr,sct,54,2,2174.99242642308
France,fr,bdn,54,2,4789.688549316293
France,fr,bfn,54,2,529.2269540381451
France,fr,bf0,54,2,2127.436775755722
France,fr,min,55,2,22991.725030213
France,fr,bnf,55,2,4703.376795063851
France,fr,tax,55,2,2526.872000145806
France,fr,sct,55,2,2328.599634700488
France,fr,bdn,55,2,4855.471638005632
France,fr,bfn,55,2,-152.0948468651222
France,fr,bf0,55,2,1642.789403660956
France,fr,min,56,2,23539.1017352887
France,fr,bnf,56,2,5253.070605494284
France,fr,tax,56,2,2739.729790754679
France,fr,sct,56,2,2281.985515240596
France,fr,bdn,56,2,5021.715313415975
France,fr,bfn,56,2,231.3552890245577
France,fr,bf0,56,2,2156.216744023105
France,fr,min,57,2,24106.81296592831
France,fr,bnf,57,2,4798.295689522403
France,fr,tax,57,2,2700.149574985256
France,fr,sct,57,2,2416.624583899801
France,fr,bdn,57,2,5116.774144703879
France,fr,bfn,57,2,-318.4784556140747
France,fr,bf0,57,2,1634.090431133159
France,fr,min,58,2,24655.27440383911
France,fr,bnf,58,2,4489.007246398752
France,fr,tax,58,2,2842.499271353523
France,fr,sct,58,2,2487.329675887107
France,fr,bdn,58,2,5329.828931450395
France,fr,bfn,58,2,-840.8216833088593
France,fr,bf0,58,2,1536.122557480262
France,fr,min,59,2,25237.14818252222
France,fr,bnf,59,2,4677.056092117586
France,fr,tax,59,2,2909.597943422961
France,fr,sct,59,2,2550.580582439693
France,fr,bdn,59,2,5460.178518429136
France,fr,bfn,59,2,-783.1224276318036
France,fr,bf0,59,2,1542.209261435911
France,fr,min,60,2,25835.40861141192
France,fr,bnf,60,2,4290.312928979946
France,fr,tax,60,2,2996.753057922854
France,fr,sct,60,2,2542.554677540976
France,fr,bdn,60,2,5539.307730133931
France,fr,bfn,60,2,-1248.994791998886
France,fr,bf0,60,2,1378.309886307592
France,fr,min,61,2,26397.51172773607
France,fr,bnf,61,2,4206.194758091279
France,fr,tax,61,2,2936.861920261077
France,fr,sct,61,2,2707.717513643246
France,fr,bdn,61,2,5644.579423402499
France,fr,bfn,61,2,-1438.384650418147
France,fr,bf0,61,2,1392.5848061985
France,fr,min,62,2,26972.06262961539
France,fr,bnf,62,2,4365.187926953294
France,fr,tax,62,2,3205.345389266723
France,fr,sct,62,2,2688.569458951008
France,fr,bdn,62,2,5893.914845488132
France,fr,bfn,62,2,-1528.726919931713
France,fr,bf0,62,2,1418.992647167316
France,fr,min,63,2,27504.1030916294
France,fr,bnf,63,2,3771.809150781303
France,fr,tax,63,2,3160.39168404538
France,fr,sct,63,2,2801.433910627509
France,fr,bdn,63,2,5961.825604724049
France,fr,bfn,63,2,-2190.016459514185
France,fr,bf0,63,2,1250.754208543699
France,fr,min,64,2,28073.95545168373
France,fr,bnf,64,2,3819.115739609358
France,fr,tax,64,2,3212.474586247642
France,fr,sct,64,2,2841.886646046572
France,fr,bdn,64,2,6054.36123962802
France,fr,bfn,64,2,-2235.245500791789
France,fr,bf0,64,2,1182.928846401006
France,fr,min,65,2,28665.43755152408
France,fr,bnf,65,2,3668.915861075198
France,fr,tax,65,2,3492.920856140988
France,fr,sct,65,2,2876.868674169943
France,fr,bdn,65,2,6369.789525466102
France,fr,bfn,65,2,-2700.873661398561
France,fr,bf0,65,2,1070.907056655271
France,fr,min,66,2,29259.70352621135
France,fr,bnf,66,2,3446.800867901605
France,fr,tax,66,2,3457.376484735264
France,fr,sct,66,2,2957.994393913943
France,fr,bdn,66,2,6415.370885191994
France,fr,bfn,66,2,-2968.570024829008
France,fr,bf0,66,2,851.721258738281
France,fr,min,67,2,29844.73949539417
France,fr,bnf,67,2,3740.05162897518
France,fr,tax,67,2,3623.705732786805
France,fr,sct,67,2,2990.22488447376
France,fr,bdn,67,2,6613.930626128378
France,fr,bfn,67,2,-2873.87899772624
France,fr,bf0,67,2,1062.757346492559
France,fr,min,68,2,30428.79219518445
France,fr,bnf,68,2,3010.257948803094
France,fr,tax,68,2,3501.088198142404
France,fr,sct,68,2,3091.536575516312
France,fr,bdn,68,2,6592.62477989237
France,fr,bfn,68,2,-3582.366837742427
France,fr,bf0,68,2,772.7624519667788
France,fr,min,69,2,31040.26444951265
France,fr,bnf,69,2,3397.588416110725
France,fr,tax,69,2,3611.143407036976
France,fr,sct,69,2,3190.251705766443
France,fr,bdn,69,2,6801.395088205688
France,fr,bfn,69,2,-3403.806668982881
France,fr,bf0,69,2,805.6592210784697
France,fr,min,70,2,31679.85878905774
France,fr,bnf,70,2,3546.56161301108
France,fr,tax,70,2,3637.756203567267
France,fr,sct,70,2,3216.188736458766
France,fr,bdn,70,2,6853.944951649972
France,fr,bfn,70,2,-3307.383333731945
France,fr,bf0,70,2,1005.297295150416
France,fr,min,71,2,32304.32998274947
France,fr,bnf,71,2,3753.770438939264
France,fr,tax,71,2,3939.977843322785
France,fr,sct,71,2,3292.67618789244
France,fr,bdn,71,2,7232.654041116658
France,fr,bfn,71,2,-3478.883606825986
France,fr,bf0,71,2,1051.921716650889
France,fr,min,72,2,32970.47812038221
France,fr,bnf,72,2,3136.261571054685
France,fr,tax,72,2,3947.320186629095
France,fr,sct,72,2,3307.762370166688
France,fr,bdn,72,2,7255.082525653933
France,fr,bfn,72,2,-4118.820953816023
France,fr,bf0,72,2,683.5648459930483
France,fr,min,73,2,33633.10344400895
France,fr,bnf,73,2,3523.601419692773
France,fr,tax,73,2,4058.576667968823
France,fr,sct,73,2,3554.612634790391
France,fr,bdn,73,2,7613.18928914749
France,fr,bfn,73,2,-4089.587872543769
France,fr,bf0,73,2,821.9461260905216
France,fr,min,74,2,34279.72463782608
France,fr,bnf,74,2,3076.143539352392
France,fr,tax,74,2,4196.325191382852
France,fr,sct,74,2,3463.726524534824
France,fr,bdn,74,2,7660.051716818421
France,fr,bfn,74,2,-4583.908177719622
France,fr,bf0,74,2,638.0838226249714
France,fr,min,75,2,34933.72921853908
France,fr,bnf,75,2,3073.689635982503
France,fr,tax,75,2,4425.719710232916
France,fr,sct,75,2,3535.263649985806
France,fr,bdn,75,2,7960.983380038935
France,fr,bfn,75,2,-4887.293752212553
France,fr,bf0,75,2,734.3031817484025
France,fr,min,76,2,35632.97605684851
France,fr,bnf,76,2,2441.209439619917
France,fr,tax,76,2,4411.515896801479
France,fr,sct,76,2,3704.384172205834
France,fr,bdn,76,2,8115.90009164534
France,fr,bfn,76,2,-5674.6906603162
France,fr,bf0,76,2,488.5527633530529
France,fr,min,77,2,36402.42151412246
France,fr,bnf,77,2,2830.138184923408
France,fr,tax,77,2,4684.042467574956
France,fr,sct,77,2,3702.999093643743
France,fr,bdn,77,2,8387.041575884956
France,fr,bfn,77,2,-5556.903391901434
France,fr,bf0,77,2,549.1118120182139
France,fr,min,78,2,37199.76271070505
France,fr,bnf,78,2,2999.00888457663
France,fr,tax,78,2,4984.116486768649
France,fr,sct,78,2,3713.160871660834
France,fr,bdn,78,2,8697.277342363057
France,fr,bfn,78,2,-5698.268447539801
France,fr,bf0,78,2,529.057488863972
France,fr,min,79,2,38051.35042074278
France,fr,bnf,79,2,2941.580578993814
France,fr,tax,79,2,5159.884808199857
France,fr,sct,79,2,3784.132274511137
France,fr,bdn,79,2,8944.017090751044
France,fr,bfn,79,2,-6002.436507560047
France,fr,bf0,79,2,647.0795380245133
France,fr,min,80,2,38915.40193619764
France,fr,bnf,80,2,2357.818546986455
France,fr,tax,80,2,5055.212569480063
France,fr,sct,80,2,3922.069363939774
France,fr,bdn,80,2,8977.281956122979
France,fr,bfn,80,2,-6619.463403533588
France,fr,bf0,80,2,433.2453296376985
France,fr,min,81,2,39916.1215313881
France,fr,bnf,81,2,3171.313179567929
France,fr,tax,81,2,5475.82384163142
France,fr,sct,81,2,4057.884147709166
France,fr,bdn,81,2,9533.708011042532
France,fr,bfn,81,2,-6362.394820604783
France,fr,bf0,81,2,926.4942964702211
France,fr,min,82,2,40937.10060463027
France,fr,bnf,82,2,2594.042139452184
France,fr,tax,82,2,5634.147603534087
France,fr,sct,82,2,4185.518986093445
France,fr,bdn,82,2,9819.666606475654
France,fr,bfn,82,2,-7225.624465021309
France,fr,bf0,82,2,462.8046274574921
France,fr,min,83,2,41972.83251838618
France,fr,bnf,83,2,2223.148065781842
France,fr,tax,83,2,5807.965073246734
France,fr,sct,83,2,4361.675400489464
France,fr,bdn,83,2,10169.64048640863
France,fr,bfn,83,2,-7946.492422995759
France,fr,bf0,83,2,285.1052359622937
France,fr,min,84,2,43082.37277826438
France,fr,bnf,84,2,2448.255095016796
France,fr,tax,84,2,6229.724053933905
France,fr,sct,84,2,4335.484729262926
France,fr,bdn,84,2,10565.20876631272
France,fr,bfn,84,2,-8116.953660968413
France,fr,bf0,84,2,515.9841945822292
France,fr,min,85,2,44341.31336858407
France,fr,bnf,85,2,2918.519442198959
France,fr,tax,85,2,6564.183004793456
France,fr,sct,85,2,4546.954742003812
France,fr,bdn,85,2,11111.13776895773
France,fr,bfn,85,2,-8192.618312451958
France,fr,bf0,85,2,507.6875417950401
France,fr,min,86,2,45631.08122984558
France,fr,bnf,86,2,3039.56783974453
France,fr,tax,86,2,7154.978024108538
France,fr,sct,86,2,4680.004191883451
France,fr,bdn,86,2,11834.98226479067
France,fr,bfn,86,2,-8795.414426261483
France,fr,bf0,86,2,713.6929246187547
France,fr,min,87,2,47006.65377229436
France,fr,bnf,87,2,2991.556854293895
France,fr,tax,87,2,6906.936492375606
France,fr,sct,87,2,4797.351047634875
France,fr,bdn,87,2,11704.2875216153
France,fr,bfn,87,2,-8712.730699452773
France,fr,bf0,87,2,1024.331362931531
France,fr,min,88,2,48554.44412421311
France,fr,bnf,88,2,2975.713829174369
France,fr,tax,88,2,7661.312409440245
France,fr,sct,88,2,5060.371767894318
France,fr,bdn,88,2,12721.68416378365
France,fr,bfn,88,2,-9745.97034419623
France,fr,bf0,88,2,520.0783857525629
