cname,year,currency,varname,N,mean,sd,min,max
United Kingdom,2017,826,pi32,42847,1565.409111765999,3159.449775527424,0,16415.880859375
United Kingdom,2017,826,ppopwgt,42847,1508.655215067566,884.4755459324862,274,30003
United Kingdom,2017,826,disabled,42847,.1125633066492403,.3160619244448865,0,1
United Kingdom,2017,826,age,42847,41.6581557635307,23.85813128094767,0,80
United Kingdom,2018,826,dhi,19165,34651.06610062267,27527.12785073259,-272666.1719157696,637077.4476928711
United Kingdom,2018,826,min,19130,33551.928633448,41015.48316522353,-535576.9375,792531.875
United Kingdom,2018,826,hitotal,19165,41085.33451635554,38151.75729743063,-265029.4514160156,792531.8638305664
United Kingdom,2018,826,hpublic,19168,7339.88812283271,7851.759530571723,0,118023.8768310547
United Kingdom,2018,826,tax,19169,4848.730412002921,13309.03706732962,-2029.567138671875,550886.5625
United Kingdom,2018,826,hxitax,19169,4848.730415325424,13309.03709672706,-2029.567138671875,550886.549621582
United Kingdom,2018,826,hxptax,19169,0,0,0,0
United Kingdom,2018,826,hxotax,19169,0,0,0,0
United Kingdom,2018,826,hxscont,19169,1584.401062908926,2469.765405486416,0,90870.90780639648
United Kingdom,2018,826,hxvcont,19169,0,0,0,0
United Kingdom,2018,826,hipension,19169,8130.734705110998,14054.4196867103,0,268756.5089111328
United Kingdom,2018,826,hi31,19169,184.2445504974949,941.9431508115536,0,15638.740234375
United Kingdom,2018,826,hi32,19169,3615.067517634954,5432.139105350254,0,29476.2001953125
United Kingdom,2018,826,hipubsoc,19168,3815.760833901112,6666.513524876003,0,118023.8768310547
United Kingdom,2018,826,dhi,19165,34651.06610062267,27527.12785073259,-272666.1719157696,637077.4476928711
United Kingdom,2018,826,pwgt,19169,3415.856591371485,3470.013226124778,220,151962
United Kingdom,2018,826,nhhmem1864,19169,1.252856174030988,1.022835220745536,0,7
United Kingdom,2018,826,nhhmem,19169,2.247743752934425,1.244446446969797,1,9
United Kingdom,2018,826,nhhmem65,19169,.48995774427461,.7206382837357769,0,3
United Kingdom,2018,826,nhhmem17,19169,.5049298346288278,.9311039224100597,0,8
United Kingdom,2018,826,pitotal,43084,16324.76424526488,24234.5306723555,-285174.65625,782969.5625
United Kingdom,2018,826,pxitax,43087,2157.154439421938,8646.788130130024,-4650.3671875,548493.125
United Kingdom,2018,826,pxscont,43087,704.885092368956,1485.762185208659,0,90870.90780639648
United Kingdom,2018,826,pxvcont,43087,0,0,0,0
United Kingdom,2018,826,pipension,43087,3617.287199440033,8715.990377344446,0,262294.2624511719
United Kingdom,2018,826,pi31,43087,81.96866313473856,633.442752603154,0,15638.740234375
United Kingdom,2018,826,pi32,43087,1608.309449382515,3256.6907028945,0,23099.9609375
United Kingdom,2018,826,ppopwgt,43087,1519.682386798802,1061.07768373178,220,50654
United Kingdom,2018,826,disabled,43087,.1149302573862186,.3189414589122107,0,1
United Kingdom,2018,826,age,43087,41.51430826003203,23.95307352811131,0,80
United Kingdom,2019,826,dhi,19210,35828.01324173256,29046.03093524532,-61186.55200195313,1205129.22876358
United Kingdom,2019,826,min,19204,34812.32703006749,51095.89965306467,-4086126,1306548.125
United Kingdom,2019,826,hitotal,19210,42509.15777807171,38904.08231414697,-53148.78747558594,1306548.13671875
United Kingdom,2019,826,hpublic,19210,7310.003195317061,7926.329347880584,0,63406.19989013672
United Kingdom,2019,826,tax,19210,5015.438673360403,10511.75829946397,-2852.1640625,268154.53125
United Kingdom,2019,826,hxitax,19210,5015.438671490556,10511.75826659864,-2852.164184570313,268154.5194854736
United Kingdom,2019,826,hxptax,19210,0,0,0,0
United Kingdom,2019,826,hxotax,19210,0,0,0,0
United Kingdom,2019,826,hxscont,19210,1665.705864848596,2471.331199036063,0,24939.484375
United Kingdom,2019,826,hxvcont,19210,0,0,0,0
United Kingdom,2019,826,hipension,19210,8287.231033248701,14239.48324632236,0,313196.7122802734
United Kingdom,2019,826,hi31,19210,202.5246348525509,1065.011773411111,0,32430.904296875
United Kingdom,2019,826,hi32,19210,3679.323267176522,5627.694716680442,0,31950.880859375
United Kingdom,2019,826,hipubsoc,19210,3803.818421869375,6813.660611439018,0,97500
United Kingdom,2019,826,dhi,19210,35828.01324173256,29046.03093524532,-61186.55200195313,1205129.22876358
United Kingdom,2019,826,pwgt,19210,3415.648308172827,3125.793888800597,217,101460
United Kingdom,2019,826,nhhmem1864,19210,1.258511192087455,1.038190855773292,0,8
United Kingdom,2019,826,nhhmem,19210,2.254763144195731,1.253973624200418,1,9
United Kingdom,2019,826,nhhmem65,19210,.4971369078604893,.724626943246432,0,3
United Kingdom,2019,826,nhhmem17,19210,.4991150442477876,.9281122312513368,0,8
United Kingdom,2019,826,pitotal,43314,16917.45021499611,23642.96831095411,-99726.03125,651302.69921875
United Kingdom,2019,826,pxitax,43314,2224.374956811506,6576.388877148018,-4886.5751953125,268154.5194854736
United Kingdom,2019,826,pxscont,43314,738.749819082549,1450.260471347352,0,24939.484375
United Kingdom,2019,826,pxvcont,43314,0,0,0,0
United Kingdom,2019,826,pipension,43314,3675.43307357223,8750.547772748965,0,313196.7122802734
United Kingdom,2019,826,pi31,43314,89.82080240840148,711.2068464599994,0,32430.904296875
United Kingdom,2019,826,pi32,43314,1631.800340824237,3348.878751643517,0,22556.0390625
United Kingdom,2019,826,ppopwgt,43314,1514.859029413123,858.6671886552036,217,33820
United Kingdom,2019,826,disabled,43314,.1139123608994782,.3177084596407759,0,1
United Kingdom,2019,826,age,43314,41.72366902156347,23.959625762331,0,80
United States,2010,840,dhi,75188,57073.49215054014,50604.50683442592,-265655,1192558
United States,2010,840,min,75188,59675.40601598597,75539.4168353953,-407838,1954999
United States,2010,840,hitotal,75188,70995.31971610912,74228.15896106369,-9999,1959999
United States,2010,840,hpublic,75188,9014.929720365115,12870.3519348167,-100,172786
United States,2010,840,tax,75188,13825.42062563175,24966.51389870194,0,723958
United States,2010,840,hxitax,75188,9734.823987870404,22036.74969477941,0,719158
United States,2010,840,hxptax,75188,2045.298318880672,4508.41067098547,0,99997
United States,2010,840,hxotax,75188,2045.298318880672,4508.41067098547,0,99997
United States,2010,840,hxscont,75188,4187.003577698569,4288.343564640048,0,95476
United States,2010,840,hxvcont,75188,2154.118844750346,3771.349427044986,0,500000
United States,2010,840,hipension,75188,7677.041722083311,15836.53606275934,0,216774
United States,2010,840,hi31,75188,573.0326780869287,3177.545061168163,0,99999
United States,2010,840,hi32,75188,5302.240690003724,11435.62690746764,0,172700
United States,2010,840,hipubsoc,75188,3002.539245821305,5508.091247689154,-100,130767
United States,2010,840,dhi,75188,57073.49215054014,50604.50683442592,-265655,1192558
United States,2010,840,pwgt,75188,3948.970516755922,2993.214505885947,99.54000091552734,50701.28125
United States,2010,840,nhhmem1864,75188,1.652936638825344,1.040269308888805,0,10
United States,2010,840,nhhmem,75188,2.717747512900995,1.529255658774837,1,16
United States,2010,840,nhhmem65,75188,.2913629834548066,.5941951131492063,0,6
United States,2010,840,nhhmem17,75188,.7734478906208437,1.122279719547373,0,12
United States,2010,840,pitotal,204342,24192.74905795186,43657.33674053677,-16998,1699999
United States,2010,840,pxitax,204342,3581.945689089859,13930.10938972757,0,686758
United States,2010,840,pxscont,204342,1540.615365416801,2519.693728428259,0,92950
United States,2010,840,pxvcont,204342,680.6346321363205,2245.343956251269,0,500000
United States,2010,840,pipension,204342,2824.781068013428,8991.681885579303,0,175999
United States,2010,840,pi31,204342,210.848386528467,1875.354268775908,0,99999
United States,2010,840,pi32,204342,1950.968831664562,6373.081027922353,0,154000
United States,2010,840,ppopwgt,204342,1492.342348269078,938.3742809204797,73.48,9043.110000000001
United States,2010,840,disabled,156245,.0902300873627956,.2865120313086911,0,1
United States,2010,840,age,204342,35.02600052852571,22.18379020379146,0,85
United States,2011,840,dhi,74383,59494.29991928159,55633.91711534711,-19998,1240732
United States,2011,840,min,74383,61875.84556009521,82946.29961226918,-124000,2099081
United States,2011,840,hitotal,74383,72993.1491052515,81604.29668969952,-19998,2100080
United States,2011,840,hpublic,74383,8775.294998802456,13485.02079193571,0,191873
United States,2011,840,tax,74383,14169.56323353454,27542.40334175442,0,823078
United States,2011,840,hxitax,74383,10182.67975209389,24996.31796010716,0,819928
United States,2011,840,hxptax,74383,1993.441740720326,4269.21601177357,0,99997
United States,2011,840,hxotax,74383,1993.441740720326,4269.21601177357,0,99997
United States,2011,840,hxscont,74383,3316.16943387602,3612.543903166948,0,86195
United States,2011,840,hxvcont,74383,2188.920961796051,3370.298907363131,0,180000
United States,2011,840,hipension,74383,8226.787142223358,16671.04163264244,0,212017
United States,2011,840,hi31,74383,662.6794966591829,3453.118064424123,0,145600
United States,2011,840,hi32,74383,5650.507373996747,12078.22357396092,0,191279
United States,2011,840,hipubsoc,74383,2329.605298198823,5129.77410747208,-250,120090
United States,2011,840,dhi,74383,59494.29991928159,55633.91711534711,-19998,1240732
United States,2011,840,pwgt,74383,4053.407226224535,3088.257342651229,112.629997253418,39794.19921875
United States,2011,840,nhhmem1864,74383,1.636879394485299,1.034793800643298,0,9
United States,2011,840,nhhmem,74383,2.699192019681917,1.516875670282942,1,16
United States,2011,840,nhhmem65,74383,.3019103827487464,.6029669338955487,0,6
United States,2011,840,nhhmem17,74383,.7604022424478711,1.120558679402786,0,12
United States,2011,840,pitotal,200774,25263.3305657107,47873.82779138608,-9999,1350000
United States,2011,840,pxitax,200774,3772.491796746591,15732.1465601398,0,819928
United States,2011,840,pxscont,200774,1228.578555988325,2131.551844840907,0,84500
United States,2011,840,pxvcont,200774,694.2272057138872,1997.624423218295,0,180000
United States,2011,840,pipension,200774,3047.870282008626,9485.145449085774,0,200696
United States,2011,840,pi31,200774,245.5103200613625,2040.222395317037,0,109692
United States,2011,840,pi32,200774,2093.406965045275,6742.167471282783,0,149999
United States,2011,840,ppopwgt,200774,1532.438208981243,965.4701593203401,72.3,10356.87
United States,2011,840,disabled,154050,.093567023693606,.2912263489527582,0,1
United States,2011,840,age,200774,35.35767081395002,22.28340425852218,0,85
United States,2012,840,dhi,74821,61105.10068696577,58271.45171929253,-19998,1582358
United States,2012,840,min,74821,63600.23212777801,86438.51038881693,-86985.6015625,2738997
United States,2012,840,hitotal,74821,74857.48059367646,85088.46062147552,-19998,2743495
United States,2012,840,hpublic,74821,8803.599651160317,13552.09027471003,0,199998
United States,2012,840,tax,74821,14158.97901658625,27922.69656085969,0,1127814
United States,2012,840,hxitax,74821,10387.37652530707,25955.23916358404,0,1117814
United States,2012,840,hxptax,74821,1885.801245639593,3551.559017745115,0,99997
United States,2012,840,hxotax,74821,1885.801245639593,3551.559017745115,0,99997
United States,2012,840,hxscont,74821,3365.003381403616,3674.200170371227,0,98701
United States,2012,840,hxvcont,74821,2302.214898868223,3395.433660635424,0,141198.8000488281
United States,2012,840,hipension,74821,8362.666871600219,16844.85093261175,0,211038
United States,2012,840,hi31,74821,658.1197257454457,3483.16758740287,0,99999
United States,2012,840,hi32,74821,5782.093850656901,12115.62496596404,0,188197
United States,2012,840,hipubsoc,74821,2218.821219971211,5008.435377575257,0,115219
United States,2012,840,dhi,74821,61105.10068696577,58271.45171929253,-19998,1582358
United States,2012,840,pwgt,74821,4074.539130681219,3056.071766299496,98.86000061035156,52352.62890625
United States,2012,840,nhhmem1864,74821,1.627778297536788,1.037943765292277,0,10
United States,2012,840,nhhmem,74821,2.699950548642761,1.518468193211888,1,16
United States,2012,840,nhhmem65,74821,.3127731519225886,.6119901791695634,0,5
United States,2012,840,nhhmem17,74821,.7593990991833843,1.126962350916648,0,11
United States,2012,840,pitotal,202013,25856.8151109087,49780.05725590794,-13738,1499999
United States,2012,840,pxitax,202013,3847.246954403925,16282.18330497817,0,1117814
United States,2012,840,pxscont,202013,1246.320375421384,2163.135328175202,0,92950
United States,2012,840,pxvcont,202013,729.084598515937,2029.125131481791,0,140000
United States,2012,840,pipension,202013,3097.340755297927,9534.806037048209,0,199998
United States,2012,840,pi31,202013,243.7525109770163,2066.385092023367,0,99999
United States,2012,840,pi32,202013,2141.555464252301,6727.550358389954,0,126599
United States,2012,840,ppopwgt,202013,1534.709909758283,952.162860515039,70.19,12794.08
United States,2012,840,disabled,155173,.0921294297332654,.2892095035356846,0,1
United States,2012,840,age,202013,35.53725255305351,22.32823838155556,0,85
United States,2013,840,dhi,51498,61030.30921107181,55965.90098936963,-15680,1183638
United States,2013,840,min,51498,64342.9940786614,84109.25612031869,-290000,2199958
United States,2013,840,hitotal,51498,75790.99954856063,82716.38447142176,-15680,2199998
United States,2013,840,hpublic,51498,8893.85696049897,13983.55698676189,0,207026
United States,2013,840,tax,51498,13996.84364441337,27162.04921812292,0,954162
United States,2013,840,hxitax,51498,10267.10579051614,25193.27585627144,0,954162
United States,2013,840,hxptax,51498,1864.868926948619,3517.700187628349,0,99997
United States,2013,840,hxotax,51498,1864.868926948619,3517.700187628349,0,99997
United States,2013,840,hxscont,51498,4493.584546972698,4703.715079267928,0,62198
United States,2013,840,hxvcont,51498,2404.573481822904,3806.008473437931,0,320000
United States,2013,840,hipension,51498,8562.204473960153,17128.35685452777,0,181599
United States,2013,840,hi31,51498,711.6594819216281,3658.51747542112,0,99999
United States,2013,840,hi32,51498,5937.110897510583,12463.49988086728,0,181599
United States,2013,840,hipubsoc,51498,2100.833095494504,4867.57305188238,-225,125964
United States,2013,840,dhi,51498,61030.30921107181,55965.90098936963,-15680,1183638
United States,2013,840,pwgt,51498,5927.029470511059,4687.425962913356,102.870002746582,70077.7578125
United States,2013,840,nhhmem1864,51498,1.62689813196629,1.048054285640613,0,10
United States,2013,840,nhhmem,51498,2.700299040739446,1.51646826811828,1,14
United States,2013,840,nhhmem65,51498,.3209639209289681,.6180290191849991,0,7
United States,2013,840,nhhmem17,51498,.7524369878441881,1.119540294608126,0,10
United States,2013,840,pitotal,139060,26102.45011505825,47877.33440454727,-9999,1409999
United States,2013,840,pxitax,139060,3802.210657270243,15870.98588482656,0,954162
United States,2013,840,pxscont,139060,1664.106263483388,2740.969767572829,0,53008
United States,2013,840,pxvcont,139060,758.4429095354524,2269.737775490894,0,320000
United States,2013,840,pipension,139060,3170.835653674673,9666.428995969816,0,175999
United States,2013,840,pi31,139060,263.5483963756652,2179.472081185441,0,99999
United States,2013,840,pi32,139060,2198.686444700129,6905.610176768098,0,132399
United States,2013,840,ppopwgt,139060,2247.15857370919,1523.521256886591,60.64,13553.26
United States,2013,840,disabled,107131,.0927929357515565,.2901434001023,0,1
United States,2013,840,age,139060,35.67304041420969,22.38640183674399,0,85
United States,2014,840,dhi,74257,62047.95653406413,58802.66201222959,-19998,1414752
United States,2014,840,min,74257,66661.17112678764,88273.62857271879,-60000,2199998
United States,2014,840,hitotal,74257,78716.96205542912,87277.89330753282,-19998,2204318
United States,2014,840,hpublic,74257,9274.18936059901,14752.81393061819,-200,199998
United States,2014,840,tax,74257,15776.20003501353,28489.97659692256,0,879344
United States,2014,840,hxitax,74257,12114.36422155487,26436.96087221158,0,874944
United States,2014,840,hxptax,74257,1830.917906729332,3526.275321437887,0,99997
United States,2014,840,hxotax,74257,1830.917906729332,3526.275321437887,0,99997
United States,2014,840,hxscont,74257,4554.641299810119,4830.31261451178,0,102808
United States,2014,840,hxvcont,74257,2657.001848768317,3766.245941827638,0,111000
United States,2014,840,hipension,74257,9894.096933622419,20552.30798350466,0,264000
United States,2014,840,hi31,74257,789.3606259342554,3909.56993492015,0,99999
United States,2014,840,hi32,74257,6182.01108313021,12784.21296591455,0,175118
United States,2014,840,hipubsoc,74257,1971.986295568104,4864.258031387724,-200,199998
United States,2014,840,dhi,74257,62047.95653406413,58802.66201222959,-19998,1414752
United States,2014,840,pwgt,74257,4167.830174277132,3169.73556272681,105.0199966430664,42002.80078125
United States,2014,840,nhhmem1864,74257,1.602246252878516,1.053180465767475,0,13
United States,2014,840,nhhmem,74257,2.672865857764251,1.516692552910441,1,15
United States,2014,840,nhhmem65,74257,.3338405806859959,.6242868372992405,0,6
United States,2014,840,nhhmem17,74257,.7367790241997387,1.112679627060427,0,12
United States,2014,840,pitotal,198479,27301.21328200968,50674.937820716,-11349,1701379
United States,2014,840,pxitax,198479,4532.350243602597,16850.01918636602,0,874944
United States,2014,840,pxscont,198479,1704.029136583719,2830.367314508873,0,101050
United States,2014,840,pxvcont,198479,855.8121463731679,2128.870668470251,0,72000
United States,2014,840,pipension,198479,3701.681064495488,11784.76203704584,0,264000
United States,2014,840,pi31,198479,295.3236967135062,2354.768779003972,0,99999
United States,2014,840,pi32,198479,2312.877417762081,7143.251321238382,0,137258
United States,2014,840,ppopwgt,198479,1587.622746990865,973.783553015707,50.17,16858.4
United States,2014,840,disabled,153404,.0936090323589998,.2912849713158575,0,1
United States,2014,840,age,198479,36.03685024612176,22.53275571800263,0,85
United States,2015,840,dhi,69484,63316.91031782511,60424.13469796614,-9999,1233026
United States,2015,840,min,69484,68868.52041287396,93582.06743942595,-721830,2261776.5
United States,2015,840,hitotal,69484,81201.50579304242,92512.16254087952,-9999,2289913
United States,2015,840,hpublic,69484,9500.426076848769,15244.50544330077,-2,204868
United States,2015,840,tax,69484,16750.11984053883,32006.36407695656,0,1060860
United States,2015,840,hxitax,69484,13164.885052674,30087.58763731665,0,1025178
United States,2015,840,hxptax,69484,1792.617393932416,3481.249234922197,0,99997
United States,2015,840,hxotax,69484,1792.617393932416,3481.249234922197,0,99997
United States,2015,840,hxscont,69484,4719.71042254332,5027.735532685091,0,72239
United States,2015,840,hxvcont,69484,2715.23189437095,5094.596334856315,0,877000
United States,2015,840,hipension,69484,10177.63021702838,21272.05143278821,0,324908
United States,2015,840,hi31,69484,780.0242645788959,3860.994958089383,0,99999
United States,2015,840,hi32,69484,6484.804141960739,13439.61709522422,0,204759
United States,2015,840,hipubsoc,69484,1943.190598177419,4808.848346705031,-2,151200
United States,2015,840,dhi,69484,63316.91031782511,60424.13469796614,-9999,1233026
United States,2015,840,pwgt,69484,4469.182490009367,3389.905212008093,101.1900024414063,47690.19140625
United States,2015,840,nhhmem1864,69484,1.589517011110472,1.052157931960522,0,13
United States,2015,840,nhhmem,69484,2.66219561337862,1.511804438232498,1,16
United States,2015,840,nhhmem65,69484,.3403661274538023,.6303258877120378,0,5
United States,2015,840,nhhmem17,69484,.7323124748143458,1.111522484486133,0,13
United States,2015,840,pitotal,184980,28559.68699318845,54502.12565118466,-12000,1650001
United States,2015,840,pxitax,184980,4945.123110606552,19169.80922302426,0,1025178
United States,2015,840,pxscont,184980,1772.863871769921,2951.447708469246,0,60822
United States,2015,840,pxvcont,184980,854.0482971132014,2937.794739575269,0,850000
United States,2015,840,pipension,184980,3823.02118066818,12161.84550799496,0,308853
United States,2015,840,pi31,184980,293.0003567953293,2320.005502952682,0,99999
United States,2015,840,pi32,184980,2435.885668720943,7545.341024873712,0,204759
United States,2015,840,ppopwgt,184980,1717.950102065088,1064.797551385175,69.88,12515.28
United States,2015,840,disabled,143152,.0945987481837487,.2926609358008879,0,1
United States,2015,840,age,184980,36.17718131689912,22.5790316442357,0,85
United States,2016,840,dhi,69957,66865.09099005011,64089.37610012166,-14498,1963025
United States,2016,840,min,69957,71993.19655931431,98929.04728730847,-82248,3299997
United States,2016,840,hitotal,69957,84765.41493190012,97904.18939480159,-14498,3299997
United States,2016,840,hpublic,69957,9718.705281686402,15751.57851570025,-80,233515
United States,2016,840,tax,69957,16672.2314850551,33521.46860970921,-231,1242778
United States,2016,840,hxitax,69957,13070.35181611561,31736.55870354031,-240,1242778
United States,2016,840,hxptax,69957,1800.939834469746,3553.744199397291,0,98000
United States,2016,840,hxotax,69957,1800.939834469746,3553.744199397291,0,98000
United States,2016,840,hxscont,69957,4829.97212573438,5059.945710688195,0,94194
United States,2016,840,hxvcont,69957,2926.408074006901,4324.679466466146,0,290000
United States,2016,840,hipension,69957,10567.68011778664,21844.85821211521,0,334998
United States,2016,840,hi31,69957,812.7204282630759,4128.439523721456,0,108000
United States,2016,840,hi32,69957,6701.149048701345,13691.70108823026,0,202827
United States,2016,840,hipubsoc,69957,1828.312826320962,4605.327528209842,-147,155199
United States,2016,840,dhi,69957,66865.09099005011,64089.37610012166,-14498,1963025
United States,2016,840,pwgt,69957,4445.075229840371,3365.079523090168,106.9199981689453,48085.3515625
United States,2016,840,nhhmem1864,69957,1.578012207498892,1.058035603697972,0,12
United States,2016,840,nhhmem,69957,2.650370942150178,1.506325992349034,1,16
United States,2016,840,nhhmem65,69957,.35577569078148,.6433429434093727,0,9
United States,2016,840,nhhmem17,69957,.7165830438698058,1.100707568050288,0,10
United States,2016,840,pitotal,185412,29741.50799840355,56459.43443681175,-9999,1494000
United States,2016,840,pxitax,185412,4931.517927642224,19943.18239993293,-231,928586
United States,2016,840,pxscont,185412,1822.375898000129,2951.832368660857,0,44154
United States,2016,840,pxvcont,185412,916.5627413543891,2476.882093035602,0,290000
United States,2016,840,pipension,185412,3987.245690678058,12451.84089597038,0,299382
United States,2016,840,pi31,185412,306.6440305913317,2482.490678302494,0,99999
United States,2016,840,pi32,185412,2528.381571850797,7644.301552519183,0,125247
United States,2016,840,ppopwgt,185412,1722.166894915108,1067.859027378217,84.42,11310.01
United States,2016,840,disabled,144164,.0944965456008435,.2925193019501676,0,1
United States,2016,840,age,185412,36.56010937803379,22.69835065631212,0,85
United States,2017,840,dhi,67909,69120.21610016016,64626.71974304514,-19998,1790476
United States,2017,840,min,67909,74558.93025743349,99667.83707343646,-291038,3201026
United States,2017,840,hitotal,67909,87693.78556812464,98584.76912028289,-19998,3201424
United States,2017,840,hpublic,67909,10070.77829368384,16271.4605272093,0,238999
United States,2017,840,tax,67909,17244.70780014431,33464.18697099642,0,1327461
United States,2017,840,hxitax,67909,13562.37308751417,31684.7349014039,0,1319837
United States,2017,840,hxptax,67909,1841.167356315069,3531.863301927764,0,99997
United States,2017,840,hxotax,67909,1841.167356315069,3531.863301927764,0,99997
United States,2017,840,hxscont,67909,5011.196380450308,5271.082126433368,0,91111
United States,2017,840,hxvcont,67909,2955.499572375521,4845.576112050704,0,544680
United States,2017,840,hipension,67909,11176.06019820642,22772.16631810036,0,459996
United States,2017,840,hi31,67909,842.1316320369907,4169.956683331411,0,99999
United States,2017,840,hi32,67909,7095.480790469599,14244.52011706598,0,238999
United States,2017,840,hipubsoc,67909,1758.034548377627,4688.512930467279,0,145000
United States,2017,840,dhi,67909,69120.21610016016,64626.71974304514,-19998,1790476
United States,2017,840,pwgt,67909,4627.899499006066,3544.543530489384,98.80999755859375,54426.3984375
United States,2017,840,nhhmem1864,67909,1.564991385530637,1.071818820521857,0,11
United States,2017,840,nhhmem,67909,2.644656820156386,1.504348675269457,1,15
United States,2017,840,nhhmem65,67909,.3742361100885008,.6542456695743002,0,6
United States,2017,840,nhhmem17,67909,.7054293245372484,1.098383848442169,0,10
United States,2017,840,pitotal,179596,30683.09425599679,56616.5652912478,-16498,1628800
United States,2017,840,pxitax,179596,5128.216630659926,20026.99198375314,0,933313
United States,2017,840,pxscont,179596,1894.83805318604,3068.244759567254,0,46333
United States,2017,840,pxvcont,179596,913.9114512572663,2756.412115783027,0,500000
United States,2017,840,pipension,179596,4225.9018686385,12987.21896688058,0,266998
United States,2017,840,pi31,179596,318.4275652018976,2513.566861149832,0,99999
United States,2017,840,pi32,179596,2682.949536738012,7989.98579323273,0,186999
United States,2017,840,ppopwgt,179596,1793.561329261231,1108.198430164677,93.23999999999999,13336.87
United States,2017,840,disabled,140096,.0910661260849703,.2877041494317671,0,1
United States,2017,840,age,179596,36.9521314505891,22.86073609223972,0,85
United States,2018,840,dhi,68345,73735.58416855658,72148.58788531154,-258033,1523178
United States,2018,840,min,68345,75746.06986612042,103966.0771801198,-162094,2247998
United States,2018,840,hitotal,68345,91446.6445387373,105605.3192265376,-12400,2248116
United States,2018,840,hpublic,68345,10233.19757114639,17113.14054205398,0,1015658
United States,2018,840,tax,68345,12519.04989392055,31816.88103173003,0,1039436
United States,2018,840,hxitax,68345,12519.04989392055,31816.88103173003,0,1039436
United States,2018,840,hxptax,68345,0,0,0,0
United States,2018,840,hxotax,68345,0,0,0,0
United States,2018,840,hxscont,68345,5192.01047626015,5478.164327610645,0,76727
United States,2018,840,hxvcont,68345,5324.484161240764,7881.262770218318,0,331240
United States,2018,840,hipension,68345,11803.00674518984,27004.57495858347,0,1547475
United States,2018,840,hi31,68345,818.0418172507133,4129.382322814054,0,100000
United States,2018,840,hi32,68345,7379.29987563099,15607.27302459364,0,1015658
United States,2018,840,hipubsoc,68345,1811.335928012291,4665.675115214644,0,116618
United States,2018,840,dhi,68345,73735.58416855658,72148.58788531154,-258033,1523178
United States,2018,840,pwgt,68345,4611.493083136554,3530.091625021163,117.1600036621094,52534.23828125
United States,2018,840,nhhmem1864,68345,1.553559148438072,1.073802662849724,0,15
United States,2018,840,nhhmem,68345,2.628502450801083,1.500125229983765,1,16
United States,2018,840,nhhmem65,68345,.38419781988441,.6595241515539934,0,5
United States,2018,840,nhhmem17,68345,.6907454824786012,1.094234278201137,0,10
United States,2018,840,pitotal,179645,32129.02729271619,59366.53779283007,-9999,1753999
United States,2018,840,pxitax,179645,4762.807008266303,20057.73904994643,0,1039436
United States,2018,840,pxscont,179645,1975.273211055136,3152.769758105193,0,52302
United States,2018,840,pxvcont,179645,1833.118723037101,4598.137197926433,0,327740
United States,2018,840,pipension,179645,4490.392140053996,15618.29225538408,0,1538019
United States,2018,840,pi31,179645,311.2197277964875,2506.258128397656,0,100000
United States,2018,840,pi32,179645,2807.416014918311,8788.242514925056,0,1015658
United States,2018,840,ppopwgt,179645,1799.907551393025,1100.509205334826,89.55,11599.43
United States,2018,840,disabled,140814,.0868024486201656,.2815463486944046,0,1
United States,2018,840,age,179645,37.2618441927134,22.93202207365313,0,85
United States,2019,840,dhi,60460,80049.94998346014,78043.1095912412,-246503,1547085
United States,2019,840,min,60460,82265.82130334106,111206.0319687078,-85996,2308473
United States,2019,840,hitotal,60460,99559.99399603043,113707.0455510655,-9999,2332079
United States,2019,840,hpublic,60460,11359.94913992722,22136.18071225154,-500,1049205
United States,2019,840,tax,60460,14025.66434005954,34162.03452793437,0,1041401
United States,2019,840,hxitax,60460,14025.66434005954,34162.03452793437,0,1041401
United States,2019,840,hxptax,60460,0,0,0,0
United States,2019,840,hxotax,60460,0,0,0,0
United States,2019,840,hxscont,60460,5484.379672510751,5750.164134548735,0,67234
United States,2019,840,hxvcont,60460,5790.378481640754,8060.717612089074,0,300000
United States,2019,840,hipension,60460,13460.48255044658,31649.50090350222,0,1088375
United States,2019,840,hi31,60460,900.6139761826,4581.258130378153,0,111400
United States,2019,840,hi32,60460,8480.864091961628,20327.68939690743,0,1049205
United States,2019,840,hipubsoc,60460,1751.965200132319,4994.934831268546,-500,188000
United States,2019,840,dhi,60460,80049.94998346014,78043.1095912412,-246503,1547085
United States,2019,840,pwgt,60460,5206.050524668137,4080.504815819656,131.0599975585938,41490
United States,2019,840,nhhmem1864,60460,1.526232219649355,1.082417194022533,0,14
United States,2019,840,nhhmem,60460,2.606202447899438,1.487266973578092,1,16
United States,2019,840,nhhmem65,60460,.4153655309295402,.6834656164545097,0,4
United States,2019,840,nhhmem17,60460,.6646046973205425,1.07728182607366,0,10
United States,2019,840,pitotal,157571,34727.10425141682,62765.97965672915,-9999,2074999
United States,2019,840,pxitax,157571,5381.648057066338,21904.57254927686,0,1041401
United States,2019,840,pxscont,157571,2104.356734424482,3314.726631091783,0,55449
United States,2019,840,pxvcont,157571,2001.237220046836,4706.517762331366,0,300000
United States,2019,840,pipension,157571,5164.787778207919,18408.84502909902,0,1034025
United States,2019,840,pi31,157571,345.5656243851978,2790.042178486571,0,111400
United States,2019,840,pi32,157571,3254.107944989878,11794.56442876742,0,1034025
United States,2019,840,ppopwgt,157571,2058.537906150244,1279.551540186744,94.34999999999999,14008.64
