cname,year,currency,varname,N,mean,sd,min,max
Sweden,2016,752,pxvcont,14592,125.9909539473684,2793.121288039027,0,218000
Sweden,2016,752,pipension,14490,52676.65721187025,113413.8637564307,0,1336077
Sweden,2016,752,pi31,14490,936.5335403726708,6253.803459893023,0,98664
Sweden,2016,752,pi32,14490,33799.60697032436,66846.41716887128,0,332256
Sweden,2016,752,ppopwgt,14596,683.4201308707865,374.7104233185819,32.57719,3080.66825
Sweden,2016,752,disabled,0,.,.,.,.
Sweden,2016,752,age,14596,40.25191833379008,24.11589110783774,0,99
Sweden,2017,752,dhi,5770,509026.0696314512,360364.1844678053,-454160,9086708
Sweden,2017,752,min,5770,546611.7101723074,551998.3514960383,-543097,11405136
Sweden,2017,752,hitotal,5770,675579.6682305026,522193.3656713385,-413469,11405136
Sweden,2017,752,hpublic,5770,128078.6395147314,121812.6311384395,-1,700732
Sweden,2017,752,tax,5770,144796.5011427884,171851.9195695096,-400981.6875,3457879
Sweden,2017,752,hxitax,5770,136598.9538850133,168532.9820741827,-416083.6875,3427131
Sweden,2017,752,hxptax,5770,4098.773656845754,5054.879933150489,0,98952
Sweden,2017,752,hxotax,5770,4098.773656845754,5054.879933150489,0,98952
Sweden,2017,752,hxscont,5770,29954.64471403813,24935.98231108962,0,109700
Sweden,2017,752,hxvcont,5831,268.3188132395816,3214.162086091003,0,100000
Sweden,2017,752,hipension,5770,129966.3145580589,212234.4932443754,0,2333711
Sweden,2017,752,hi31,5770,2224.71143847487,10305.56291934173,0,182280
Sweden,2017,752,hi32,5770,83605.37937608319,125723.2096851074,0,646176
Sweden,2017,752,hipubsoc,5770,41957.36221837089,66541.32329908462,-1,671934
Sweden,2017,752,dhi,5770,509026.0696314512,360364.1844678053,-454160,9086708
Sweden,2017,752,pwgt,5831,1735.592866513235,848.5330307271547,189.1752014160156,8501.404296875
Sweden,2017,752,nhhmem1864,5831,1.38706911335963,1.046220430347277,0,7
Sweden,2017,752,nhhmem,5831,2.470588235294118,1.308679685184226,1,12
Sweden,2017,752,nhhmem65,5831,.4841365117475562,.7514745513045871,0,2
Sweden,2017,752,nhhmem17,5831,.599382610186932,.999841992439333,0,8
Sweden,2017,752,pitotal,14338,249619.8603424467,255108.213764927,-554401,5087269
Sweden,2017,752,pxitax,14338,55415.10806318101,101620.8086007818,-416647.6875,2608966
Sweden,2017,752,pxscont,14338,12207.10001394895,13584.97732531213,0,34800
Sweden,2017,752,pxvcont,14406,108.6052339303068,2036.154546860192,0,100000
Sweden,2017,752,pipension,14338,52339.51353047845,116511.277071646,0,2282669
Sweden,2017,752,pi31,14338,895.2842097921607,6364.85904771472,0,97728
Sweden,2017,752,pi32,14338,33678.9430185521,68192.44691699411,0,346500
Sweden,2017,752,ppopwgt,14406,702.501874284326,384.0447301262578,34.86392,3056.45675
Sweden,2017,752,disabled,0,.,.,.,.
Sweden,2017,752,age,14406,40.17131750659448,24.0532891964036,0,113
Sweden,2018,752,dhi,5570,504749.1938936819,399523.3671781592,-1623158,16809119.5
Sweden,2018,752,min,5570,540120.2894532126,607073.3596419967,-1966992,21142368
Sweden,2018,752,hitotal,5570,670650.2352541174,581180.2179811788,-1797132,21142368
Sweden,2018,752,hpublic,5570,129695.8289291623,123553.5385070481,-1,717783
Sweden,2018,752,tax,5570,144659.452160563,198784.2006028318,-1401077.625,5683087.5
Sweden,2018,752,hxitax,5570,136343.5368721052,195762.073996488,-1435449.625,5651839.600036621
Sweden,2018,752,hxptax,5570,4157.95763016158,5132.155570392159,0,93615
Sweden,2018,752,hxotax,5570,4157.95763016158,5132.155570392159,0,93615
Sweden,2018,752,hxscont,5570,29557.50448833034,25270.24824681797,0,120200
Sweden,2018,752,hxvcont,5621,277.7697918519837,3195.237615068036,0,108000
Sweden,2018,752,hipension,5570,131166.3572710952,219849.730488979,0,2624483
Sweden,2018,752,hi31,5570,2144.658348294434,10452.54915043667,0,189600
Sweden,2018,752,hi32,5570,83382.82818671454,127202.8739068645,0,665076
Sweden,2018,752,hipubsoc,5570,43927.0106167745,70806.82941456327,-1,717783
Sweden,2018,752,dhi,5570,504749.1938936819,399523.3671781592,-1623158,16809119.5
Sweden,2018,752,pwgt,5621,1819.993773453093,870.4309566098467,217.7841491699219,7861.31640625
Sweden,2018,752,nhhmem1864,5621,1.330546166162605,1.021812396448373,0,6
Sweden,2018,752,nhhmem,5621,2.395837039672656,1.315136529096955,1,11
Sweden,2018,752,nhhmem65,5621,.4824764276819071,.7462270374903428,0,2
Sweden,2018,752,nhhmem17,5621,.5828144458281445,.999528347443374,0,7
Sweden,2018,752,pitotal,13404,256510.4425902716,276330.7845051929,-1798448,8633867
Sweden,2018,752,pxitax,13404,57011.14197536423,118964.3700303726,-1540383.625,4866042.5
Sweden,2018,752,pxscont,13404,12404.82691733811,13882.70622114311,0,35300
Sweden,2018,752,pxvcont,13467,115.9385163733571,2066.849335063405,0,108000
Sweden,2018,752,pipension,13404,54527.68628767532,122821.6750879245,0,2393919
Sweden,2018,752,pi31,13404,898.5810951954641,6411.029568702705,0,99252
Sweden,2018,752,pi32,13404,34661.69330050731,69574.13175063521,0,341256
Sweden,2018,752,ppopwgt,13467,759.6483998047078,401.3023416260053,43.55683,3380.71715
Sweden,2018,752,disabled,0,.,.,.,.
Sweden,2018,752,age,13467,40.39080715823866,24.11320734161842,0,99
Sweden,2019,752,dhi,5720,534421.7119316758,419046.7154714138,-735966.5875,16751016
Sweden,2019,752,min,5720,572095.6842246315,628222.9475480453,-708881,21047276
Sweden,2019,752,hitotal,5720,705516.7875437062,600459.9689737475,-586729,21047276
Sweden,2019,752,hpublic,5720,132451.090034965,127906.1027939949,-1,700127
Sweden,2019,752,tax,5720,148645.4994416846,195750.3315930602,-507172.6875,4275832
Sweden,2019,752,hxitax,5720,139985.4602274151,192194.963046503,-523270.6875,4263760
Sweden,2019,752,hxptax,5720,4330.01958041958,6177.378674963901,0,266599
Sweden,2019,752,hxotax,5720,4330.01958041958,6177.378674963901,0,266599
Sweden,2019,752,hxscont,5720,31109.61538461538,26308.54773097253,0,123300
Sweden,2019,752,hxvcont,5781,367.7766822349075,4536.672959939836,0,184000
Sweden,2019,752,hipension,5720,132985.0872377622,223586.0795483738,0,2748389
Sweden,2019,752,hi31,5720,2144.293181818182,10500.39301686079,0,192024
Sweden,2019,752,hi32,5720,84421.71993006993,130327.1291034641,0,621564
Sweden,2019,752,hipubsoc,5720,45393.92622377622,74428.57281966969,-1,595583
Sweden,2019,752,dhi,5720,534421.7119316758,419046.7154714138,-735966.5875,16751016
Sweden,2019,752,pwgt,5781,1786.471026650392,886.4712949371717,161.5370941162109,8488.263671875
Sweden,2019,752,nhhmem1864,5781,1.359799342674278,1.037499103033547,0,7
Sweden,2019,752,nhhmem,5781,2.43937035115032,1.325031781826722,1,10
Sweden,2019,752,nhhmem65,5781,.4791558553883411,.747861805667448,0,2
Sweden,2019,752,nhhmem17,5781,.6004151530877011,1.006119597377514,0,7
Sweden,2019,752,pitotal,14036,262880.2812054717,281981.5546261239,-711180,7025531
Sweden,2019,752,pxitax,14036,57450.56806183228,119973.8621094164,-523270.6875,4263760
Sweden,2019,752,pxscont,14036,12845.1054431462,14383.69463823369,0,36400
Sweden,2019,752,pxvcont,14102,150.7670543185364,2676.169008105471,0,123390
Sweden,2019,752,pipension,14036,54196.38458250213,123774.328376279,0,2492440
Sweden,2019,752,pi31,14036,873.8498860074095,6352.691925566276,0,115252
Sweden,2019,752,pi32,14036,34403.83570817897,70410.1848533583,0,348756
Sweden,2019,752,ppopwgt,14102,732.3492413005247,409.6791546693059,39.91033,3492.50223
Sweden,2019,752,disabled,0,.,.,.,.
Sweden,2019,752,age,14102,40.11572826549425,23.95972546141292,0,99
United Kingdom,2010,826,dhi,25350,28689.85039626099,23128.49970584464,-184338.9437561035,478684.9499969482
United Kingdom,2010,826,min,25341,27641.63696225334,33437.90146697205,-481519.75,525567.375
United Kingdom,2010,826,hitotal,25350,34441.24504075498,30971.95518504697,-184089.34375,525817.3540039063
United Kingdom,2010,826,hpublic,25350,6607.294473518826,6514.152507770308,0,65702.05114746094
United Kingdom,2010,826,tax,25350,4363.194233486429,8372.552667235821,-6385.05517578125,294169.96875
United Kingdom,2010,826,hxitax,25350,4363.194233329771,8372.552651922289,-6385.054938316345,294169.9557199478
United Kingdom,2010,826,hxptax,25350,0,0,0,0
United Kingdom,2010,826,hxotax,25350,0,0,0,0
United Kingdom,2010,826,hxscont,25350,1388.20041116422,1922.316550190131,0,33907.37890625
United Kingdom,2010,826,hxvcont,25350,0,0,0,0
United Kingdom,2010,826,hipension,25350,5970.114848211216,10449.43128141722,0,230269.6138916016
United Kingdom,2010,826,hi31,25350,248.3331942534212,1031.6985498775,0,18499
United Kingdom,2010,826,hi32,25350,2742.47657061953,4173.857040285567,0,24414
United Kingdom,2010,826,hipubsoc,25350,3787.296019529345,5625.84355296729,0,54528.98107910156
United Kingdom,2010,826,dhi,25350,28689.85039626099,23128.49970584464,-184338.9437561035,478684.9499969482
United Kingdom,2010,826,pwgt,25350,2428.384654832347,1939.750847495169,263,23886
United Kingdom,2010,826,nhhmem1864,25350,1.336646942800789,.9869769178825406,0,7
United Kingdom,2010,826,nhhmem,25350,2.285128205128205,1.237619159836181,1,9
United Kingdom,2010,826,nhhmem65,25350,.4157396449704142,.6819737271259002,0,3
United Kingdom,2010,826,nhhmem17,25350,.532741617357002,.9408798121984295,0,7
United Kingdom,2010,826,pitotal,57928,13338.25369647882,19708.36945141069,-99601.234375,523686.09375
United Kingdom,2010,826,pxitax,57928,1909.387063508315,5348.426259498806,-8663.698308944702,291158.5088500977
United Kingdom,2010,826,pxscont,57928,607.4934474349706,1138.981437277687,0,33907.37890625
United Kingdom,2010,826,pxvcont,57928,0,0,0,0
United Kingdom,2010,826,pipension,57928,2612.595142282736,6572.569594882408,0,227414.2581787109
United Kingdom,2010,826,pi31,57928,108.6736375211336,690.0949318812266,0,18499
United Kingdom,2010,826,pi32,57928,1200.141228166087,2520.368529981589,0,16917.939453125
United Kingdom,2010,826,ppopwgt,57928,1062.690771302306,488.0423154139202,263,6417
United Kingdom,2010,826,disabled,57928,.1855924596050269,.388780796625979,0,1
United Kingdom,2010,826,age,57928,39.86448694931639,23.43843348100667,0,80
United Kingdom,2011,826,dhi,20759,29130.67677682438,22475.06275154312,-21330.015625,551967.2219543457
United Kingdom,2011,826,min,20753,27951.65653337998,32456.70830855615,-24931.015625,783957.125
United Kingdom,2011,826,hitotal,20759,34799.89912681795,30127.81704001441,-21330.015625,783957.125
United Kingdom,2011,826,hpublic,20759,6682.459845890785,6682.271378624552,0,82714.11999511719
United Kingdom,2011,826,tax,20759,4287.51437959081,7619.322557759026,-1491.80322265625,231726.78125
United Kingdom,2011,826,hxitax,20759,4287.514377400717,7619.322540678436,-1491.80322265625,231726.7734375
United Kingdom,2011,826,hxptax,20759,0,0,0,0
United Kingdom,2011,826,hxotax,20759,0,0,0,0
United Kingdom,2011,826,hxscont,20759,1381.707972592859,1983.30744423942,0,38322.39605712891
United Kingdom,2011,826,hxvcont,20759,0,0,0,0
United Kingdom,2011,826,hipension,20759,6173.28770733151,11026.66861100346,0,247281.3103027344
United Kingdom,2011,826,hi31,20759,225.6824798733979,1015.489942026762,0,21840
United Kingdom,2011,826,hi32,20759,2766.876890074719,4290.841927853719,0,23085.919921875
United Kingdom,2011,826,hipubsoc,20759,3839.24933667777,5837.642065353784,0,76554.20007324219
United Kingdom,2011,826,dhi,20759,29130.67677682438,22475.06275154312,-21330.015625,551967.2219543457
United Kingdom,2011,826,pwgt,20759,3007.835685726673,2560.143287399133,297,85488
United Kingdom,2011,826,nhhmem1864,20759,1.35151018835204,.9908053580394887,0,7
United Kingdom,2011,826,nhhmem,20759,2.299918107808661,1.249081170361022,1,9
United Kingdom,2011,826,nhhmem65,20759,.409990847343321,.6790453638309677,0,3
United Kingdom,2011,826,nhhmem17,20759,.5384170721133003,.9475886706306008,0,8
United Kingdom,2011,826,pitotal,47744,13404.68711542563,19010.7607233674,-24931.015625,480822.0625
United Kingdom,2011,826,pxitax,47744,1864.203061336743,4741.306858149839,-2649.442699432373,138240.4375
United Kingdom,2011,826,pxscont,47744,600.7639871618459,1181.187907248477,0,35803.27734375
United Kingdom,2011,826,pxvcont,47744,0,0,0,0
United Kingdom,2011,826,pipension,47744,2684.133703009694,6787.154583215141,0,187609.1774902344
United Kingdom,2011,826,pi31,47744,98.12631115306358,669.7680667127331,0,21481.966796875
United Kingdom,2011,826,pi32,47744,1203.032786550375,2570.206562797781,0,16575
United Kingdom,2011,826,ppopwgt,47744,1307.801210623324,733.5836063108304,297,27949
United Kingdom,2011,826,disabled,47743,.1845715602287246,.3879536722943681,0,1
United Kingdom,2011,826,age,47744,39.63390164209115,23.37215677846754,0,80
United Kingdom,2012,826,dhi,20196,29628.57687285655,23335.68068254356,-99454.7734375,598356.201171875
United Kingdom,2012,826,min,20195,28382.51586780879,34858.92791210857,-99454.7734375,988985.875
United Kingdom,2012,826,hitotal,20196,35568.02961338212,32445.45373922104,-99454.7734375,990738.2750244141
United Kingdom,2012,826,hpublic,20196,7042.493576035304,7032.712346701971,0,81146
United Kingdom,2012,826,tax,20196,4560.090888261509,10091.2191151301,-7559.6162109375,598393.5625
United Kingdom,2012,826,hxitax,20196,4560.090890463434,10091.21918990684,-7559.616289615631,598393.5847587585
United Kingdom,2012,826,hxptax,20196,0,0,0,0
United Kingdom,2012,826,hxotax,20196,0,0,0,0
United Kingdom,2012,826,hxscont,20196,1379.361850062144,2104.062877856136,0,52168.71923828125
United Kingdom,2012,826,hxvcont,20196,0,0,0,0
United Kingdom,2012,826,hipension,20196,6619.269551490884,11603.07467143631,0,267147.8370819092
United Kingdom,2012,826,hi31,20196,224.845992702568,1023.820753922757,0,26223.86083984375
United Kingdom,2012,826,hi32,20196,3012.507339919905,4604.816748583467,0,23920
United Kingdom,2012,826,hipubsoc,20196,3990.054054069524,6141.459910977379,0,81146
United Kingdom,2012,826,dhi,20196,29628.57687285655,23335.68068254356,-99454.7734375,598356.201171875
United Kingdom,2012,826,pwgt,20196,3111.589869281046,2728.972610232144,285,77316
United Kingdom,2012,826,nhhmem1864,20196,1.323133293721529,1.001836197951189,0,7
United Kingdom,2012,826,nhhmem,20196,2.298474945533769,1.250952457695666,1,9
United Kingdom,2012,826,nhhmem65,20196,.4304812834224599,.6898764191704297,0,3
United Kingdom,2012,826,nhhmem17,20196,.5448603683897801,.9560367483709219,0,7
United Kingdom,2012,826,pitotal,46420,13644.38097150752,20328.09044823542,-99454.7734375,633597.5625
United Kingdom,2012,826,pxitax,46420,1983.963714429115,6115.986861617534,-7564.67930316925,340775.3493041992
United Kingdom,2012,826,pxscont,46420,600.1204636763263,1253.194166641466,0,44672.22265625
United Kingdom,2012,826,pxvcont,46420,0,0,0,0
United Kingdom,2012,826,pipension,46420,2879.852819084659,7209.530916950882,0,263799.0370330811
United Kingdom,2012,826,pi31,46420,97.82399113789451,682.1768111260188,0,26223.86083984375
United Kingdom,2012,826,pi32,46420,1310.654852154726,2762.819026711226,0,17950.685546875
United Kingdom,2012,826,ppopwgt,46420,1353.762796208531,782.2593874850287,270,25772
United Kingdom,2012,826,disabled,46420,.1045885394226626,.3060258066440253,0,1
United Kingdom,2012,826,age,46420,39.80047393364929,23.56300198559054,0,80
United Kingdom,2013,826,dhi,20137,30528.91446274219,23028.27390416065,-183544.2164230347,852312.745891571
United Kingdom,2013,826,min,20131,29356.81317846644,34458.50043448376,-191159.84375,1247764.625
United Kingdom,2013,826,hitotal,20137,36422.91290686638,31997.65073448815,-181888.7644042969,1253086.667808533
United Kingdom,2013,826,hpublic,20137,6896.882527142482,7062.906977596111,0,63840.39996337891
United Kingdom,2013,826,tax,20137,4497.060528946651,8963.21626813379,-9589.6552734375,439490.5625
United Kingdom,2013,826,hxitax,20137,4497.060527252395,8963.216209965454,-9589.6552734375,439490.5571670532
United Kingdom,2013,826,hxptax,20137,0,0,0,0
United Kingdom,2013,826,hxotax,20137,0,0,0,0
United Kingdom,2013,826,hxscont,20137,1396.937916871795,2021.366078754643,0,21518.68359375
United Kingdom,2013,826,hxvcont,20137,0,0,0,0
United Kingdom,2013,826,hipension,20137,6856.050617947489,11860.59824320598,0,162806.5995330811
United Kingdom,2013,826,hi31,20137,211.9695675345964,984.5256323222419,0,14577.67961120605
United Kingdom,2013,826,hi32,20137,3069.356250316152,4707.178168260276,0,26000
United Kingdom,2013,826,hipubsoc,20137,3805.05496424609,6157.446696745979,0,63840.39996337891
United Kingdom,2013,826,dhi,20137,30528.91446274219,23028.27390416065,-183544.2164230347,852312.745891571
United Kingdom,2013,826,pwgt,20137,3121.455082683617,2537.832547923577,240,47578
United Kingdom,2013,826,nhhmem1864,20137,1.317971892536127,1.006411359533117,0,7
United Kingdom,2013,826,nhhmem,20137,2.29259571932264,1.248957173701212,1,9
United Kingdom,2013,826,nhhmem65,20137,.4384466405124894,.6934176948054973,0,3
United Kingdom,2013,826,nhhmem17,20137,.5361771862740229,.9464688498102161,0,7
United Kingdom,2013,826,pitotal,46166,14049.42477864679,20506.60590111581,-99726.03125,1247630.75
United Kingdom,2013,826,pxitax,46166,1961.558459413453,5696.256116210939,-12661.46543312073,437762.1149673462
United Kingdom,2013,826,pxscont,46166,609.3258855444991,1203.420067878731,0,21518.68359375
United Kingdom,2013,826,pxvcont,46166,0,0,0,0
United Kingdom,2013,826,pipension,46166,2990.518808075393,7328.425752950001,0,158945.5995330811
United Kingdom,2013,826,pi31,46166,92.45832823818759,654.5174466229248,0,13762.19152832031
United Kingdom,2013,826,pi32,46166,1338.812693597373,2798.737009605726,0,14622.400390625
United Kingdom,2013,826,ppopwgt,46166,1361.537516787246,703.2883691297378,226,23789
United Kingdom,2013,826,disabled,46166,.1029545553004376,.3039028058162969,0,1
United Kingdom,2013,826,age,46166,40.11764068795217,23.56129420256013,0,80
United Kingdom,2014,826,dhi,19535,31830.16533700602,25574.67091717365,-190452.8450317383,867761.9078598022
United Kingdom,2014,826,min,19532,30858.5582759173,36483.19146081427,-163615.859375,916163.25
United Kingdom,2014,826,hitotal,19535,37913.69729960752,34029.06925894872,-159128.1875,916163.259765625
United Kingdom,2014,826,hpublic,19535,6907.794262392624,7112.290805030822,0,80920
United Kingdom,2014,826,tax,19535,4669.833971678453,9104.67197334053,-1992.02734375,193837.46875
United Kingdom,2014,826,hxitax,19535,4669.833972596471,9104.671986673982,-1992.02735710144,193837.4731369019
United Kingdom,2014,826,hxptax,19535,0,0,0,0
United Kingdom,2014,826,hxotax,19535,0,0,0,0
United Kingdom,2014,826,hxscont,19535,1413.697990005033,2118.108174125031,0,66135.3515625
United Kingdom,2014,826,hxvcont,19535,0,0,0,0
United Kingdom,2014,826,hipension,19535,7220.05602374383,12299.71659489841,0,156028.1892089844
United Kingdom,2014,826,hi31,19535,200.9473578203844,959.6628438042911,0,14121.205078125
United Kingdom,2014,826,hi32,19535,3187.035217204947,4873.80216606748,0,27040
United Kingdom,2014,826,hipubsoc,19535,3762.541601373803,6237.691835737105,0,81251.39990234375
United Kingdom,2014,826,dhi,19535,31830.16533700602,25574.67091717365,-190452.8450317383,867761.9078598022
United Kingdom,2014,826,pwgt,19535,3246.130790888149,2626.505182203603,230,49476
United Kingdom,2014,826,nhhmem1864,19535,1.312874328128999,1.014124476733099,0,7
United Kingdom,2014,826,nhhmem,19535,2.292654210391605,1.25110570282253,1,9
United Kingdom,2014,826,nhhmem65,19535,.4539544407473765,.707372141483648,0,4
United Kingdom,2014,826,nhhmem17,19535,.525825441515229,.9398496408644131,0,7
United Kingdom,2014,826,pitotal,44787,14648.07645065052,21322.35374245123,-249998.1875,812316.1640625
United Kingdom,2014,826,pxitax,44787,2036.867989699512,5720.847342167895,-7230.136772155762,192541.0347824097
United Kingdom,2014,826,pxscont,44787,616.6206764183427,1259.737268283908,0,66135.3515625
United Kingdom,2014,826,pxvcont,44787,0,0,0,0
United Kingdom,2014,826,pipension,44787,3149.212816751194,7513.742953980749,0,123040.4958496094
United Kingdom,2014,826,pi31,44787,87.64834963317949,639.9939666853772,0,14121.205078125
United Kingdom,2014,826,pi32,44787,1390.107240228161,2880.325948113194,0,17160
United Kingdom,2014,826,ppopwgt,44787,1415.883292026704,722.5627413406102,230,22587
United Kingdom,2014,826,disabled,44787,.1061022171612298,.3079718402744667,0,1
United Kingdom,2014,826,age,44787,40.45289927880858,23.62551950649331,0,80
United Kingdom,2015,826,dhi,19322,31963.75331650936,25980.49776240428,-67067.98266601563,843983.578704834
United Kingdom,2015,826,min,19318,30888.33069667472,38213.16424581712,-66796.84375,1358487.625
United Kingdom,2015,826,hitotal,19322,38071.6932668701,35772.75760692597,-64295.64379882813,1358487.625
United Kingdom,2015,826,hpublic,19322,7024.924948426652,7301.138578996595,0,67594.79992675781
United Kingdom,2015,826,tax,19322,4721.875821243966,11251.51719075848,-4674.31689453125,814754.0625
United Kingdom,2015,826,hxitax,19322,4721.875823586277,11251.51726904692,-4674.31689453125,814754.0859375
United Kingdom,2015,826,hxptax,19322,0,0,0,0
United Kingdom,2015,826,hxotax,19322,0,0,0,0
United Kingdom,2015,826,hxscont,19322,1386.064126774462,2116.136917344102,0,31745.57397460938
United Kingdom,2015,826,hxvcont,19322,0,0,0,0
United Kingdom,2015,826,hipension,19322,7156.896068510989,12219.83925372603,0,148245.6835327148
United Kingdom,2015,826,hi31,19322,205.4922429230282,994.1650655322135,0,15992.130859375
United Kingdom,2015,826,hi32,19322,3211.62458236429,4939.720996667874,0,34554
United Kingdom,2015,826,hipubsoc,19322,3899.082480342668,6551.713575899222,0,101200
United Kingdom,2015,826,dhi,19322,31963.75331650936,25980.49776240428,-67067.98266601563,843983.578704834
United Kingdom,2015,826,pwgt,19322,3307.477072766794,2817.23891360634,225,63003
United Kingdom,2015,826,nhhmem1864,19322,1.279991719283718,.9996439715754306,0,7
United Kingdom,2015,826,nhhmem,19322,2.260532036021116,1.244843028853708,1,9
United Kingdom,2015,826,nhhmem65,19322,.4546630783562778,.7045507380519336,0,3
United Kingdom,2015,826,nhhmem17,19322,.52587723838112,.9477188262316982,0,8
United Kingdom,2015,826,pitotal,43678,14812.5453162891,22382.11856903579,-79346.03125,985543.625
United Kingdom,2015,826,pxitax,43678,2088.833844574707,7320.207232372766,-4674.31689453125,814754.0859375
United Kingdom,2015,826,pxscont,43678,613.1583647954612,1274.627320970625,0,30432.787109375
United Kingdom,2015,826,pxvcont,43678,0,0,0,0
United Kingdom,2015,826,pipension,43678,3166.022845271517,7543.080074801425,0,131429.28515625
United Kingdom,2015,826,pi31,43678,90.90437102794887,662.2986627847254,0,15992.130859375
United Kingdom,2015,826,pi32,43678,1420.73836211463,2945.965205384063,0,14300
United Kingdom,2015,826,ppopwgt,43678,1463.140986308897,825.01509170777,225,36158
United Kingdom,2015,826,disabled,43678,.107422501030267,.3096531972625951,0,1
United Kingdom,2015,826,age,43678,40.43681029351161,23.78022733949209,0,80
United Kingdom,2016,826,dhi,19380,32615.09551385861,26341.28067152464,-111137.3189697266,973112.9590930939
United Kingdom,2016,826,min,19374,31596.95605525043,38751.43795598306,-104433.2109375,1327599.25
United Kingdom,2016,826,hitotal,19380,38863.71473798004,36306.88633002792,-104233.2095947266,1334475.028289795
United Kingdom,2016,826,hpublic,19380,7111.36066979721,7406.479654938813,-52,65082.81555175781
United Kingdom,2016,826,tax,19380,4799.355075875213,11534.65550060941,-67483.2265625,503716.15625
United Kingdom,2016,826,hxitax,19380,4799.355077640334,11534.65547642775,-67483.22482299805,503716.1521911621
United Kingdom,2016,826,hxptax,19380,0,0,0,0
United Kingdom,2016,826,hxotax,19380,0,0,0,0
United Kingdom,2016,826,hxscont,19380,1449.264146481097,2258.216378833092,0,72845.87344360352
United Kingdom,2016,826,hxvcont,19380,0,0,0,0
United Kingdom,2016,826,hipension,19380,7517.03626269408,12806.30898536691,0,186006.1411132813
United Kingdom,2016,826,hi31,19380,187.1909203421098,1023.834090822795,0,46779.484375
United Kingdom,2016,826,hi32,19380,3338.527474027226,5108.737234836884,0,24991.98388671875
United Kingdom,2016,826,hipubsoc,19380,3914.568698543402,6589.763242162501,0,80260
United Kingdom,2016,826,dhi,19380,32615.09551385861,26341.28067152464,-111137.3189697266,973112.9590930939
United Kingdom,2016,826,pwgt,19380,3324.097265221878,2841.690609238876,221,47712
United Kingdom,2016,826,nhhmem1864,19380,1.287151702786378,1.016581672984452,0,8
United Kingdom,2016,826,nhhmem,19380,2.277863777089783,1.246382940763447,1,9
United Kingdom,2016,826,nhhmem65,19380,.4688854489164087,.714971443202818,0,4
United Kingdom,2016,826,nhhmem17,19380,.5218266253869969,.9452139165990848,0,7
United Kingdom,2016,826,pitotal,44145,15058.39710039321,22038.71741523137,-149998.921875,992419.125
United Kingdom,2016,826,pxitax,44145,2106.954386786038,7096.471133142808,-71947.33924865723,293253.8163528442
United Kingdom,2016,826,pxscont,44145,636.2382865285687,1350.932061319085,0,72700.2734375
United Kingdom,2016,826,pxvcont,44145,0,0,0,0
United Kingdom,2016,826,pipension,44145,3300.037666123259,7800.89809987687,0,144373.37109375
United Kingdom,2016,826,pi31,44145,82.17827695616916,679.9008335039274,0,46779.484375
United Kingdom,2016,826,pi32,44145,1465.639652206312,3009.103806679615,0,14300
United Kingdom,2016,826,ppopwgt,44145,1459.304677766452,865.9325269189525,221,39675
United Kingdom,2016,826,disabled,44145,.1142145203307283,.318075235571953,0,1
United Kingdom,2016,826,age,44145,40.79698720126855,23.81046061289203,0,80
United Kingdom,2017,826,dhi,19105,33338.74069127293,26878.21121069086,-49727.38671875,832196.9258422852
United Kingdom,2017,826,min,19101,31976.18611133196,38557.07148342847,-157431.5,1468899.5
United Kingdom,2017,826,hitotal,19105,39325.92037845269,35957.67116522534,-49727.38671875,1468899.455078125
United Kingdom,2017,826,hpublic,19105,7179.056750860545,7586.94516195659,0,60736
United Kingdom,2017,826,tax,19105,4470.245300888108,9663.306554892535,-3759.06298828125,605480.3125
United Kingdom,2017,826,hxitax,19105,4470.245303714319,9663.306545993137,-3759.06298828125,605480.3046264648
United Kingdom,2017,826,hxptax,19105,0,0,0,0
United Kingdom,2017,826,hxotax,19105,0,0,0,0
United Kingdom,2017,826,hxscont,19105,1516.93438346544,2240.641910250999,0,31222.224609375
United Kingdom,2017,826,hxvcont,19105,0,0,0,0
United Kingdom,2017,826,hipension,19105,7779.899059079755,13984.08855310421,0,677178.9296875
United Kingdom,2017,826,hi31,19105,199.1540842682739,1045.66204689885,0,23934.24609375
United Kingdom,2017,826,hi32,19105,3510.760754349007,5262.869426005991,0,26520
United Kingdom,2017,826,hipubsoc,19105,3778.671006189549,6546.45671514734,0,79004
United Kingdom,2017,826,dhi,19105,33338.74069127293,26878.21121069086,-49727.38671875,832196.9258422852
United Kingdom,2017,826,pwgt,19105,3383.478147081916,3120.754842403746,274,85236
United Kingdom,2017,826,nhhmem1864,19105,1.26862077990055,1.01922059625229,0,7
United Kingdom,2017,826,nhhmem,19105,2.242711332112012,1.239097081049977,1,9
United Kingdom,2017,826,nhhmem65,19105,.4833289714734363,.7153841709240598,0,3
United Kingdom,2017,826,nhhmem17,19105,.4907615807380267,.9276208801152148,0,7
United Kingdom,2017,826,pitotal,42847,15660.80210977408,22674.66631736503,-49727.38671875,1441986.25
United Kingdom,2017,826,pxitax,42847,1993.232584018999,6209.731311482042,-3744.528160333633,605280.8525695801
United Kingdom,2017,826,pxscont,42847,676.3841434897947,1328.301325139238,0,31222.224609375
United Kingdom,2017,826,pxvcont,42847,0,0,0,0
United Kingdom,2017,826,pipension,42847,3468.970325197067,8729.372682999689,0,670158.9296875
United Kingdom,2017,826,pi31,42847,88.80058767114089,701.7303378117248,0,23934.24609375
