cname; iso2; iso3; year; ehpublicq0; ehpublicq1; ehpublicq2; ehpublicq3; ehpublicq4; ehpublicq5;
Austria; at; aut; 2009; 74430599148.38652; 20294687377.9029; 23708375719.61245; 14644424676.00562; 9032250718.259699; 6750860656.605844;
Austria; at; aut; 2010; 77974058571.74702; 20852366789.13828; 25507859472.05333; 15449184071.71991; 9093670249.886782; 7070977988.94872;
Austria; at; aut; 2011; 77789949528.24814; 22243666174.73984; 25054364690.72464; 15152807314.1523; 8959401388.889511; 6379709959.741847;
Austria; at; aut; 2012; 79164005293.34088; 23007561427.97005; 26866908774.79891; 14821719752.97119; 8707985444.549011; 5471530252.335089;
Austria; at; aut; 2013; 85434789160.6967; 24670677287.775; 28866109919.2765; 15966583899.93904; 9941785595.474977; 5849682568.604276;
Austria; at; aut; 2014; 86931487247.64084; 25122519032.96158; 29605915258.82125; 15969901656.11308; 10621229483.11002; 5588747028.766917;
Austria; at; aut; 2015; 88595715551.35237; 25834440599.67815; 30079657846.26091; 15365611509.85433; 10864386041.65407; 6451619553.904897;
Austria; at; aut; 2016; 90719368630.5421; 26589356020.609; 29562307633.9827; 16880538675.94837; 10394254091.03954; 7230784993.060399;
Austria; at; aut; 2017; 88803797762.01195; 27089382719.62833; 28861537618.77599; 15848197411.61557; 9541778202.597643; 7191617204.243864;
Austria; at; aut; 2018; 93397098539.40274; 29901753921.21011; 30743351703.0201; 17180810262.87719; 8905275727.542009; 6656787588.155365;
Austria; at; aut; 2019; 96808707621.62717; 30551023193.77271; 31372694206.26994; 17716045349.76924; 9900294689.294109; 6915313020.083186;
Austria; at; aut; 2020; 103774313178.0684; 30624278379.41548; 34593888223.4303; 19632001914.99257; 10566321654.64204; 7581280139.461942;
Austria; at; aut; 2021; 102842141340.7172; 30318100541.90978; 34722264301.23856; 18597864152.36165; 10618407278.43511; 7773026085.861349;
Austria; at; aut; 2022; 106856575262.9075; 31229591553.8177; 36654862943.29314; 19760457687.1648; 10322625837.41942; 8828157661.389107;
Belgium; be; bel; 1985; 25735535029.2967; 13386035074.93877; 3975233255.956718; 4204608518.180769; 2635840986.340532; 1533817193.879909;
Belgium; be; bel; 1988; 29311225810.99134; 14200378638.81332; 4687345476.435513; 5202961038.530962; 3162726244.116895; 2057814413.094653;
Belgium; be; bel; 1992; 38986333125.06056; 19115907728.65844; 7061362189.971328; 6536054901.470651; 3993570183.750029; 2279438121.210119;
Belgium; be; bel; 1995; 40139711633.87585; 13829380210.5571; 8432223156.376411; 8514243061.793388; 4762335823.308369; 2920920445.342976;
Belgium; be; bel; 1997; 50648657384.6373; 13118741565.98421; 18290174014.88433; 9881641313.121368; 5795841034.407361; 3562259456.240032;
Belgium; be; bel; 2000; 36798013481.48419; 14716750229.62514; 6954207173.389989; 7001504572.030881; 3719315747.694786; 2326232577.614161;
Belgium; be; bel; 2003; 58134802725.62228; 17022494825.1235; 19284032923.6167; 11008326288.11841; 4928788125.091051; 3591604207.991959;
Belgium; be; bel; 2004; 62114846759.03157; 18334001641.35378; 20816989744.21448; 11772823592.26153; 5569155816.101447; 3536625890.53518;
Belgium; be; bel; 2005; 63598058871.45471; 18899113691.31447; 21296267629.84695; 13102598846.72063; 6083236371.514017; 4193160292.323968;
Belgium; be; bel; 2006; 67084684070.48544; 18698449373.55832; 23643609509.04393; 14111124803.08798; 6241198474.587846; 4390301910.207372;
Belgium; be; bel; 2007; 65834553068.18649; 19737382250.11216; 21797978182.06174; 13851601473.70246; 6513718011.342143; 3933873150.967988;
Belgium; be; bel; 2008; 69959251306.65137; 21438863886.42192; 22823751056.14504; 14188947219.76462; 7188923436.191243; 4318765708.128546;
Belgium; be; bel; 2009; 73958698155.39818; 23135460415.09648; 23451127047.61101; 15110559355.05415; 7049720646.122712; 5211830691.513826;
Belgium; be; bel; 2010; 74550487867.06459; 24102677058.68738; 22309866718.99458; 15505581921.85576; 7807830360.620951; 4824531806.90592;
Belgium; be; bel; 2011; 79071040336.30406; 24955735375.90487; 24810800488.45536; 16566860916.30848; 8007756186.223073; 4729887369.412269;
Belgium; be; bel; 2012; 85182911334.93347; 27338313342.0597; 27364628089.24733; 17344388309.03978; 8235752358.348012; 4899829236.238653;
Belgium; be; bel; 2013; 85481179736.8987; 31482833808.91183; 24014530200.32714; 16706548947.88001; 8739168318.989292; 4538098460.790424;
Belgium; be; bel; 2014; 90564288738.96614; 27623121274.16375; 30835292638.08727; 18152520664.37184; 8607269324.013672; 5346084838.329617;
Belgium; be; bel; 2015; 93262742423.47887; 30546681253.16075; 29039341944.74601; 19797548002.08309; 8344913461.533943; 5534257761.955081;
Belgium; be; bel; 2016; 93920623678.73637; 31969180217.78339; 29360695226.90165; 18650480334.14631; 8603649219.273918; 5336618680.631098;
Belgium; be; bel; 2017; 94812370713.00664; 30710129430.88727; 30602197250.41745; 17826442057.7971; 9223859256.005203; 6449742717.89961;
Belgium; be; bel; 2018; 110400594626.1381; 31038561540.79214; 35034141174.41895; 22576547177.27272; 11465356872.55903; 10285987861.09529;
Belgium; be; bel; 2019; 112458182900.4668; 32231554884.35901; 33560579675.16222; 24724208128.54963; 12655670377.60638; 9286169834.789568;
Belgium; be; bel; 2020; 125537154513.4188; 32972478250.67018; 37155725951.95973; 27899435498.45896; 15428280999.89641; 12081233812.43352;
Belgium; be; bel; 2021; 125241787609.5671; 34054619074.69015; 38809305354.49238; 25322305314.11746; 16396602672.93789; 10658955193.3292;
Brazil; br; bra; 1981; 1.196804205674935; .3443105978918412; .164060793121426; .1635036694744437; .2056288512276949; .3193002939595289;
Brazil; br; bra; 1982; 2.46223863683342; .740384277182953; .3350228179611662; .348807215747495; .4102800103521227; .6277443155896835;
Brazil; br; bra; 1983; 5.47873733319839; 1.623759483583242; .7118601286290742; .7531998053057749; .9229018613593956; 1.467016054320904;
Brazil; br; bra; 1984; 16.30676692510421; 5.093881699037862; 2.273363533126073; 2.261409684365278; 2.600868422786259; 4.077243585788737;
Brazil; br; bra; 1985; 62.1188985200879; 19.12273209126147; 8.645401113050537; 8.911183526016901; 9.921321196956088; 15.51826059280291;
Brazil; br; bra; 1986; 153.1631586061012; 47.30125504012133; 20.96703047625159; 21.50859358489777; 26.21971393199958; 37.16656557283095;
Brazil; br; bra; 1987; 491.6563840541204; 136.9862195622547; 70.30560310034468; 71.40040553687633; 84.05209801971084; 128.9120578349338;
Brazil; br; bra; 1988; 4119.372776722291; 1176.925083763282; 596.3654723782261; 650.1103093491488; 686.3134153485748; 1009.658495883059;
Brazil; br; bra; 1989; 62957.37099365977; 19767.01908440534; 7280.678396002351; 8652.984244108218; 10771.36512166623; 16485.32414747764;
Brazil; br; bra; 1990; 1795596.370327424; 540076.1175704248; 215024.6862762806; 230931.7166699577; 311683.3972180142; 497880.4525927465;
Brazil; br; bra; 1992; 128264829.7656393; 39105147.71231477; 18316330.12102992; 19632312.94425442; 20677532.27390133; 30533506.71413882;
Brazil; br; bra; 1993; 2772389660.576532; 861607113.0318158; 404167459.6651502; 406883145.6603726; 427830508.8904154; 671901433.328778;
Brazil; br; bra; 1995; 108470104224.0219; 33562348453.4607; 14147964701.93237; 14405675702.50446; 17289183443.4152; 29064931922.70916;
Brazil; br; bra; 1996; 132319323065.647; 38696977761.86869; 16652131931.19437; 18554494972.75263; 23468951221.60082; 34946767178.23051;
Brazil; br; bra; 1997; 146217001934.668; 44440519514.36059; 18982179155.60232; 19682094364.42215; 23471633739.6774; 39640575160.60555;
Brazil; br; bra; 1998; 171165728374.01; 52390339331.18754; 21064058755.10632; 23217426542.27529; 26923447842.87444; 47570455902.56644;
Brazil; br; bra; 1999; 183164045959.2973; 57031520099.06403; 24253447515.06822; 24740969219.72699; 28416118344.21592; 48721990781.22218;
Brazil; br; bra; 2001; 240880792838.2004; 77130452983.85229; 33773263342.43505; 33384855753.61286; 37325962902.35098; 59266257855.9492;
Brazil; br; bra; 2002; 272845283139.0956; 87089295855.26547; 38334351088.58745; 38096699616.38888; 40227059380.1837; 69097877198.67009;
Brazil; br; bra; 2003; 317825771745.2566; 104801378999.711; 47099372473.73987; 44613100920.07591; 47784196893.21619; 73527722458.51364;
Brazil; br; bra; 2004; 352632437258.6852; 115321656806.6655; 53153740474.37251; 51346196201.18416; 52074553786.37093; 80736289990.09216;
Brazil; br; bra; 2005; 403836258376.9409; 129172497537.8521; 61392990285.40528; 58235066853.16278; 63015894116.0036; 92019809584.51703;
Brazil; br; bra; 2006; 459930206096.3184; 147454382347.3971; 76312217597.728; 62908832313.83292; 68314960347.75287; 104939813489.6075;
Brazil; br; bra; 2007; 501394016771.1494; 165004087079.1779; 85377101072.52914; 71537128035.05557; 72814115475.25632; 106661585109.1305;
Brazil; br; bra; 2008; 562395801036.7318; 181247448386.8191; 95013453142.92215; 81035456173.79863; 81367549040.05324; 123731894293.1388;
Brazil; br; bra; 2009; 628849679188.5287; 205518986351.1368; 105334817124.0393; 92135542031.925; 92341982644.81412; 133518351036.6134;
Brazil; br; bra; 2011; 740359470576.3368; 257470768462.9942; 130536449424.6699; 111404626347.8401; 101523904489.9468; 139423721850.8859;
Brazil; br; bra; 2012; 835575290650.9468; 292385986210.9962; 150265273396.8856; 124037854692.6518; 116785542212.6221; 152100634137.7912;
Brazil; br; bra; 2013; 934966915624.7729; 327892619259.0726; 170973026361.9625; 137502169476.3763; 129417508230.0267; 169181592297.3349;
Brazil; br; bra; 2014; 1020831733386.684; 366438072009.9876; 184998768145.7585; 144403805198.7927; 140136306778.7277; 184854781253.4173;
Brazil; br; bra; 2015; 1120053005004.227; 409284300754.2468; 196062207349.4998; 155544176037.7391; 156940584076.8683; 202221736785.8728;
Brazil; br; bra; 2016; 1058740407940.322; 379274941607.9581; 191547219828.5292; 156422525480.696; 147635941989.261; 183859779033.8773;
Brazil; br; bra; 2017; 1164174429049.123; 412578862856.1696; 206828210852.0514; 174928731933.9653; 159519825037.3615; 210318798369.5747;
Brazil; br; bra; 2018; 1223192504644.481; 426973162679.9676; 216249876545.613; 191075028133.1194; 161999925225.4389; 226894512060.3426;
Brazil; br; bra; 2019; 1327907256054.482; 463752002389.6516; 234262524311.3178; 205468783774.5008; 171512750353.3238; 252911195225.6877;
Brazil; br; bra; 2020; 1609833278331.085; 561840281940.4464; 325727518898.4998; 280636284823.7992; 211842587860.1527; 229786604808.1873;
Brazil; br; bra; 2021; 1448234630029.623; 509121528960.2012; 279782737802.9724; 231723913591.439; 194420068478.1529; 233186381196.8577;
Brazil; br; bra; 2022; 1653321169156.492; 572044901601.1547; 325862192025.8447; 265393749666.8953; 221453786092.4821; 268566539770.1152;
Canada; ca; can; 1971; 6684213340.161753; 2866284595.356293; 1686760392.328849; 994033420.7060146; 688041293.9901018; 449093637.7804947;
Canada; ca; can; 1973; 9463584881.04702; 3672410068.58058; 2427047775.683444; 1451004682.617061; 1141527984.520826; 771594369.6451092;
Canada; ca; can; 1975; 16282196646.26064; 5510254349.136181; 4355346385.42984; 2840062763.373508; 2158476998.425903; 1418056149.895207;
Canada; ca; can; 1977; 19900940620.91459; 6731036047.226067; 5372630240.534983; 3469721363.48587; 2632415026.036339; 1695137943.631334;
Canada; ca; can; 1979; 22120834315.5854; 8282756571.664333; 5777276583.336735; 3590099018.619614; 2672822859.704978; 1797879282.259741;
Canada; ca; can; 1981; 32099132328.82093; 12406885301.97951; 8290894109.804384; 5473955077.770055; 3567578288.011644; 2359819551.255336;
Canada; ca; can; 1982; 43640217197.86864; 15440601959.24611; 11888626499.13594; 7959572721.801635; 5056813299.167101; 3294602718.517847;
Canada; ca; can; 1984; 51953199382.22961; 18571238714.52787; 14002785375.01476; 9558635167.242414; 6084180039.21791; 3736360086.226652;
Canada; ca; can; 1985; 54322753719.33335; 20235062823.855; 13942331245.93904; 9561248771.345615; 6384525431.415199; 4199585446.778505;
Canada; ca; can; 1986; 60778651651.53911; 23494853609.714; 15958920244.27047; 10023436092.71589; 6634096778.897821; 4667344925.940921;
Canada; ca; can; 1987; 64261707326.38664; 24988629535.53943; 16854316399.99668; 10411426565.61124; 7251715266.920131; 4755619558.319166;
Canada; ca; can; 1988; 68828491063.12262; 26621064019.32094; 18358623010.77922; 11533069440.08357; 7800169137.088413; 4515565455.850468;
Canada; ca; can; 1989; 76050811304.8235; 28096069884.1122; 20011857747.69825; 12996270227.77275; 8753125833.456699; 6193487611.783607;
Canada; ca; can; 1990; 85746828067.65475; 30453738730.23014; 22995473906.70204; 15345067217.71295; 9765708261.165001; 7186839951.844619;
Canada; ca; can; 1991; 100295718279.7185; 34064996917.54203; 27932583052.11393; 17947243938.96972; 12197259439.6437; 8153634931.449161;
Canada; ca; can; 1992; 107546407010.3528; 37579076414.15524; 29902211571.89267; 20044585734.33003; 12644312115.07895; 7376221174.895931;
Canada; ca; can; 1993; 111865126951.7942; 38797495285.77393; 31179082594.29202; 20647619756.44491; 13432731893.37961; 7808197421.903778;
Canada; ca; can; 1994; 113757517960.5612; 40143148123.92593; 32193229148.15038; 20931448083.14685; 13190545562.01031; 7299147043.327778;
Canada; ca; can; 1995; 112994508598.1564; 40961884990.4375; 31241783336.52579; 20199122180.47288; 12966741320.17529; 7624976770.544917;
Canada; ca; can; 1996; 120236963541.629; 39553935494.77868; 33494805259.17283; 23177389204.14322; 14973926457.05951; 9036907126.474802;
Canada; ca; can; 1997; 121121970219.2801; 40708285628.92088; 33747707881.30568; 22735857196.82998; 14643958870.96264; 9286160641.260918;
Canada; ca; can; 1998; 121981925371.172; 40995400000.69439; 34830632896.90003; 23283971948.0073; 14071947350.89014; 8799973174.680143;
Canada; ca; can; 1999; 116995230080.3603; 39570647691.79842; 33660574248.10251; 21688317901.50429; 13571950970.28334; 8503739268.671764;
Canada; ca; can; 2000; 118013560865.8419; 41037634089.02435; 33321372283.3237; 20861316902.08852; 14017622629.17215; 8775614962.233234;
Canada; ca; can; 2001; 130260466120.4396; 44711972259.594; 36295825370.8906; 24110340712.03494; 16011121532.58665; 9131206245.333426;
Canada; ca; can; 2002; 134537306068.4731; 44968113252.19975; 37862645084.19381; 25902886704.34398; 15860055540.36396; 9943605487.371586;
Canada; ca; can; 2003; 138806255610.42; 47402786174.89356; 38477171792.42876; 26439918222.72681; 17018121299.49117; 9468258120.879749;
Canada; ca; can; 2004; 144196656802.8877; 47250631769.83011; 41151001086.13037; 26843425681.5071; 18569315997.51802; 10382282267.90208;
Canada; ca; can; 2005; 148253596447.7162; 49322501376.4057; 41496273801.93765; 28795899198.981; 17863797608.67197; 10775124461.71987;
Canada; ca; can; 2006; 159152650711.9191; 53267257955.89605; 42895573976.12566; 30705725271.36468; 19931696598.57551; 12352396909.95718;
Canada; ca; can; 2007; 167227977694.6458; 55471119818.89607; 46564284364.3067; 31018215035.9845; 21518397440.46229; 12655961034.99629;
Canada; ca; can; 2008; 174268027074.2054; 56902981065.39807; 47345756106.62171; 33489825099.02774; 22874552263.92772; 13654912539.23013;
Canada; ca; can; 2009; 194573250932.8598; 62483901194.74299; 52968249858.78785; 38575821210.45335; 25744523543.05227; 14800755125.82333;
Canada; ca; can; 2010; 207065775651.2354; 66264064638.02941; 56161087875.54591; 40431310647.71642; 27337110304.20906; 16872202185.73454;
Canada; ca; can; 2011; 207959477057.6464; 66631534369.37319; 57570768665.5818; 39562031731.75581; 27072881538.49751; 17122260752.43806;
Canada; ca; can; 2012; 212987004371.5554; 67535157229.70638; 57785282328.49388; 40369858252.37274; 28182898010.00077; 19113808550.98166;
Canada; ca; can; 2013; 221931991395.9363; 70431451976.74585; 59640924435.27355; 41032220434.44118; 30234009843.87844; 20593384705.59728;
Canada; ca; can; 2014; 224723359120.5676; 67782364881.95677; 62584746045.57115; 43354748642.55816; 31182419631.76984; 19819079918.71171;
Canada; ca; can; 2015; 245318558699.9293; 73426276975.03262; 65800494165.01467; 49855860576.54144; 34217663809.5925; 22018263173.74806;
Canada; ca; can; 2016; 262265336500.6317; 75786296917.06372; 71885949105.85933; 54661042836.2968; 37084323179.60181; 22847724461.81006;
Canada; ca; can; 2017; 276984190129.3831; 83057410452.30234; 76288303300.44601; 57411427491.93681; 38885733338.38928; 21341315546.30867;
Canada; ca; can; 2018; 284099565881.0449; 84881503531.94034; 79433180767.80475; 57358154938.60575; 39517679681.40417; 22909046961.28992;
Canada; ca; can; 2019; 296835259973.0431; 86594228643.14903; 81021220527.22749; 60235446856.89419; 42281660991.29636; 26702702954.47599;
Canada; ca; can; 2020; 475004461907.9501; 119140715798.4503; 126246976354.3132; 101111350623.2843; 79443221483.4113; 49062197648.49107;
Canada; ca; can; 2021; 408642037299.9072; 115700069167.8566; 112001652687.35; 84824283275.03004; 61034134253.37419; 35081897916.29645;
Chile; cl; chl; 1990; 833748831914.4648; 275306637680.7273; 131947906529.3267; 137052363278.7063; 136326148617.8291; 153115775807.8755;
Chile; cl; chl; 1992; 1172952974624.374; 423199749733.2222; 176360496992.2693; 182080171888.0327; 184450533759.0576; 206862022251.792;
Chile; cl; chl; 1994; 1755711485678.062; 608907992055.5278; 286941821533.9414; 277277634750.1501; 285486085284.4995; 297097952053.9434;
Chile; cl; chl; 1996; 2425019069073.406; 810977452316.2706; 377670452308.2378; 379206832608.7159; 412430207473.5232; 444734124366.6582;
Chile; cl; chl; 1998; 2909926094291.106; 974221686132.1509; 485488536735.252; 449280617509.4072; 456529042668.3901; 544406211245.906;
Chile; cl; chl; 2000; 3611267487251.232; 1235805029890.883; 634762527875.4832; 586244823831.9224; 591919779959.0977; 562535325693.8457;
Chile; cl; chl; 2003; 3875691014053.971; 1270668001092.769; 659393611365.2119; 640513728764.7426; 642092777126.6592; 663022895704.589;
Chile; cl; chl; 2006; 4739322076177.697; 1545204619631.429; 803329592108.032; 766355290689.4401; 744333283091.7454; 880099290657.051;
Chile; cl; chl; 2009; 7106284483438.531; 2405964849470.442; 1351996241481.488; 1112086244773.172; 1076543340090.315; 1159693807623.115;
Chile; cl; chl; 2011; 7801495790899.426; 2797493678697.181; 1428259432893.308; 1179702150891.965; 1198746681986.948; 1197293846430.023;
Chile; cl; chl; 2013; 9290664108014.494; 3397314409604.738; 1784057036223.488; 1579503630867.964; 1386675086792.177; 1143113944526.126;
Chile; cl; chl; 2015; 10686479537240.47; 3745335602410.436; 2065897271603.554; 1697081579275.713; 1580786588061.562; 1597378495889.209;
Chile; cl; chl; 2017; 12323816172046.52; 4381869101164.772; 2407794291767.108; 1993100039313.957; 1792232687140.868; 1748820052659.813;
Colombia; co; col; 2001; 0; 0; 0; 0; 0; 0;
Colombia; co; col; 2002; 0; 0; 0; 0; 0; 0;
Colombia; co; col; 2003; 0; 0; 0; 0; 0; 0;
Colombia; co; col; 2004; 0; 0; 0; 0; 0; 0;
Colombia; co; col; 2005; 0; 0; 0; 0; 0; 0;
Colombia; co; col; 2006; 0; 0; 0; 0; 0; 0;
Colombia; co; col; 2007; 40803627797606.09; 9462250478673.949; 4630987688643.233; 4978773081955.306; 7541379827595.016; 14190236720738.59;
Colombia; co; col; 2008; 43807405320170.85; 9844118893406.244; 3816311905070.026; 5930985832174.09; 8350349160497.583; 15865639529022.91;
Colombia; co; col; 2009; 44979617540917.1; 10564826434953.05; 4442643773293.081; 5821844548708.214; 8495522781582.295; 15654703358207.35;
Colombia; co; col; 2010; 49502360359699.71; 11003639099555.41; 5279918993173.482; 7048144649545.224; 9360435678864.586; 16810221938561.01;
Colombia; co; col; 2011; 62252009506075.08; 12859383443756.38; 5935530188311.319; 7435345567399.086; 10415654427737.68; 25606095878870.61;
Colombia; co; col; 2012; 57542513035970.55; 12843720629403.22; 6316027508479.887; 7623326284713.063; 10259709046069.42; 20499729567304.96;
Colombia; co; col; 2013; 61092770980919.41; 13726832397248.01; 6884734749065.491; 8193089171391.346; 11324355067877.72; 20963759595336.84;
Colombia; co; col; 2014; 66781256791756.44; 15423599488810.18; 8071289850962.182; 9173716350369.803; 12560119942079.13; 21552531159535.15;
Colombia; co; col; 2015; 72782631406070.58; 16992612712536.96; 8482915598065.378; 10184820886483.47; 12751472860557.78; 24370809348426.99;
Colombia; co; col; 2016; 79249115196231.66; 21188061990594.3; 9579598977562.926; 10872500087286.8; 13575584866432.18; 24033369274355.46;
Colombia; co; col; 2017; 80298996770334.91; 20844481303888.5; 9364206043515.033; 11342014981504.36; 14358427429832.97; 24389867011594.04;
Colombia; co; col; 2018; 88655375767197.16; 22844756290281.29; 10259622486584.26; 12531915885775.27; 15047240910554.06; 27971840194002.28;
Colombia; co; col; 2019; 97218647851680.75; 25245562208969.86; 10670385686082.03; 15232921580874.55; 16302086760184.29; 29767691615570.03;
Colombia; co; col; 2020; 100469327752826.8; 29818463870190.8; 10284967103761.81; 13516381772640.4; 16734429025267.53; 30115085980966.25;
Colombia; co; col; 2021; 100101346747596.3; 29751229305851.68; 12496999097192.44; 13805839205028.52; 16634625844811.64; 27412653294712;
Colombia; co; col; 2022; 119758802780286; 37334273089573.72; 13478754660508.33; 16217314030352; 20486531090832.66; 32241929909019.27;
Colombia; co; col; 2023; 137243621908156.7; 40901622411688.59; 15033419353557.5; 18991699956762.42; 23123515973787.07; 39193364212361.14;
Czech Republic; cz; cze; 1992; 154910240332.177; 41202995555.26598; 47493984902.87112; 32576012971.63076; 21229607329.159; 12407639573.25012;
Czech Republic; cz; cze; 1996; 224343963149.3148; 71262088079.59128; 76182664381.99487; 40998914668.58286; 22733616038.03203; 13166679981.11373;
Czech Republic; cz; cze; 2002; 394975238745.5807; 125981219102.529; 128534910918.5631; 76596587130.98714; 39765531124.64722; 24096990468.8543;
Czech Republic; cz; cze; 2004; 442151085335.6816; 148331673347.5002; 129571289750.6219; 86390132377.23244; 49267851287.24737; 28590138573.07968;
Czech Republic; cz; cze; 2007; 537945881525.7361; 167694526382.5159; 163386757367.5057; 108933025607.1309; 62414622824.98566; 35516949343.59789;
Czech Republic; cz; cze; 2010; 617833211626.0066; 202926946168.9299; 189078845428.6288; 121240211680.9604; 64306078559.05538; 40281129788.43195;
Czech Republic; cz; cze; 2013; 633198240945.5101; 221854013627.5021; 204556036452.2011; 110398289567.1007; 59781033903.20515; 36608867395.501;
Czech Republic; cz; cze; 2016; 667526579308.2035; 230627301097.9981; 222376815152.885; 115879505652.1594; 61189544395.30009; 37453413009.86082;
Denmark; dk; dnk; 1987; 168382472651.8802; 54441358161.53838; 53002445307.7515; 35401485781.76681; 15867620843.25335; 9669562557.570154;
Denmark; dk; dnk; 1992; 212917871365.6057; 61551194798.70653; 64175498495.27428; 51278497851.34822; 23686255517.4126; 12226424702.86407;
Denmark; dk; dnk; 1995; 251049794645.866; 75094972036.9704; 77978979146.22147; 56205404966.38131; 26884913525.91726; 14885524970.37557;
Denmark; dk; dnk; 2000; 256366801829.4994; 84203259504.20554; 81651575931.47943; 51405765374.21894; 24552639001.53633; 14553562018.05918;
Denmark; dk; dnk; 2004; 305498789170.3806; 98125542919.78415; 96805904879.09546; 62423309068.99957; 30464010665.15383; 17680021637.3476;
Denmark; dk; dnk; 2007; 302663254590.3085; 104535258677.3934; 95123726262.91824; 57122965819.6712; 27818753418.68894; 18062550411.63674;
Denmark; dk; dnk; 2010; 370117667041.3647; 114288841570.9232; 117723698047.9026; 76111940525.06319; 38995237398.95461; 22997949498.52116;
Denmark; dk; dnk; 2013; 405666245558.3467; 124419670925.5636; 128532244547.5756; 85292190695.93407; 42000815814.43302; 25421323574.84054;
Denmark; dk; dnk; 2015; 445775946885.6858; 127989625694.8877; 145581230136.4154; 97353335312.87483; 47065921587.94464; 27785834153.56322;
Denmark; dk; dnk; 2016; 451771652431.0234; 130173038364.6893; 148396772207.6868; 97978021947.52414; 47350236357.55856; 27873583553.56463;
Denmark; dk; dnk; 2017; 457537164204.7369; 133489330756.3257; 149083241640.0787; 97803740170.24567; 48263448022.49313; 28897403615.59375;
Denmark; dk; dnk; 2018; 458870374841.0793; 136371558457.7124; 150734330972.859; 96804360279.2356; 47210323650.21674; 27749801481.05552;
Denmark; dk; dnk; 2019; 472022226101.0734; 142182763403.1653; 154449415871.1426; 99573389993.6223; 47687247186.57695; 28129409646.56627;
Denmark; dk; dnk; 2020; 493968064488.7651; 146992844885.2347; 160842216283.4146; 105856935228.2565; 51293542647.2095; 28982525444.64984;
Denmark; dk; dnk; 2021; 497332485061.5807; 153950280919.5331; 160583656409.6323; 102663728984.7464; 50111478147.15771; 30023340600.51131;
Denmark; dk; dnk; 2022; 485857348946.6005; 155104606914.8195; 158643001072.1361; 96290592954.43019; 46839219510.13261; 28979928495.08219;
Estonia; ee; est; 2000; 871370127.5558718; 228934803.2466591; 223397122.0341917; 160786837.5844219; 122410370.0135315; 135840994.6770676;
Estonia; ee; est; 2004; 1192401043.189687; 357126383.762456; 269295013.9868507; 219427644.4914716; 184618558.994896; 157804520.7200591;
Estonia; ee; est; 2007; 1741432162.53924; 486142651.7640503; 493285794.4595068; 371110081.8171003; 215939038.7404787; 174954595.7581042;
Estonia; ee; est; 2010; 2417428923.163201; 644230950.2896339; 647880149.1441445; 470820263.9723463; 355902928.8496483; 298594630.9074281;
Estonia; ee; est; 2013; 2823246781.896971; 657341849.9393818; 750657798.2006551; 549605015.4408181; 465484173.7075692; 350516641.0964978;
Estonia; ee; est; 2016; 3679974849.158266; 756618678.05501; 963525923.093977; 831709170.2737281; 624464336.5727853; 503656741.1627659;
Finland; fi; fin; 1987; 7975989147.912505; 2463473190.406394; 2276248953.299528; 1507735018.741664; 1034637102.627474; 693894882.8374456;
Finland; fi; fin; 1991; 12432442368.4051; 3600023523.099848; 3406924209.181185; 2559705479.5997; 1746662208.793777; 1119126947.73059;
Finland; fi; fin; 1995; 18185867451.73853; 5441713958.900378; 4734214014.752937; 4017540041.880818; 2476695717.025981; 1515703719.178415;
Finland; fi; fin; 2000; 19061740475.37251; 6323159554.032192; 5045051684.24655; 3828726832.697112; 2262686055.998921; 1602116348.397736;
Finland; fi; fin; 2004; 20941071548.34647; 6953001116.566908; 5501023587.395999; 4075339366.426736; 2685535921.394313; 1726171556.562517;
Finland; fi; fin; 2007; 19877126620.92798; 6778773654.197794; 4711498199.901412; 3861340037.148899; 2752621572.139901; 1772893157.539974;
Finland; fi; fin; 2010; 20286683948.22108; 7331905729.009867; 4867379196.718088; 3644670685.151899; 2656007797.904212; 1786720539.437011;
Finland; fi; fin; 2013; 21403443143.33956; 7908035978.735337; 5305359866.631515; 3652720434.173257; 2745931581.924032; 1791395281.875418;
Finland; fi; fin; 2016; 22729028406.92602; 8747058793.128698; 5515427603.643965; 3684808275.782819; 2850585557.749226; 1931148176.621309;
France; fr; fra; 1970; 18196431421.87876; 5576623413.899628; 5089631341.521334; 3288905818.33894; 2227742961.140354; 2013527886.978506;
France; fr; fra; 1975; 37059256167.68513; 12466727513.84563; 11139255141.39796; 6407591262.142199; 3724951362.035519; 3320730888.263828;
France; fr; fra; 1979; 70033420729.98831; 25571859796.65109; 20995410842.42743; 11051447489.72555; 6712446224.235413; 5702256376.948818;
France; fr; fra; 1984; 137342289953.455; 48488371692.76402; 43225834108.47649; 22200024610.12936; 11613529525.05437; 11814530017.03074;
France; fr; fra; 1990; 188565686747.6743; 70861909406.03709; 60588053141.44449; 28071367318.57421; 14803671552.70955; 14240685328.90896;
France; fr; fra; 1996; 276252801580.6094; 80691953595.23724; 96994184618.96135; 55386312897.26606; 25486992182.25164; 17693358286.89308;
France; fr; fra; 1997; 287465038295.231; 83796943244.06732; 100175293460.9514; 57274756466.42355; 27661028691.96199; 18557016431.82679;
France; fr; fra; 1998; 315088822451.3271; 90049334935.58205; 111139414511.101; 65396093350.33378; 29468481643.16733; 19035498011.14286;
France; fr; fra; 1999; 316876342571.2303; 92452030412.2859; 109961267370.005; 61724492983.29678; 30288188829.57027; 22450362976.07232;
