cname; iso2; iso3; year; ehpublicq0; ehpublicq1; ehpublicq2; ehpublicq3; ehpublicq4; ehpublicq5;
France; fr; fra; 2000; 321022098196.3336; 94819921205.46538; 112930904415.9914; 61386340097.781; 28825847441.7539; 23059085035.34192;
France; fr; fra; 2001; 330447701595.6276; 99617503943.94167; 116435620017.3183; 62783992041.39354; 28437317186.5308; 23173268406.4433;
France; fr; fra; 2002; 329142112278.929; 106148818698.776; 111924936803.6644; 59589402675.68699; 27994225553.26159; 23484728547.53996;
France; fr; fra; 2003; 343671599458.1835; 106611689833.8806; 120136384940.8649; 62727753184.47736; 30344612396.53109; 23851159102.42951;
France; fr; fra; 2004; 360904137045.9073; 109093000447.0594; 124853708520.0271; 65964065283.00842; 32443869728.71407; 28549493067.09828;
France; fr; fra; 2005; 375745823455.3213; 110815099150.5664; 127250326185.3056; 74053401979.70169; 33789018702.98052; 29837977436.767;
France; fr; fra; 2006; 390148322536.9088; 116169821959.5639; 132239465835.0346; 73264630193.5361; 35138865699.1904; 33335538849.58379;
France; fr; fra; 2007; 407389847354.8849; 118031928130.4364; 139631859798.5961; 77689614206.44553; 39268279414.99292; 32768165804.41391;
France; fr; fra; 2008; 418951291885.982; 129824323914.8679; 136273180534.758; 77224031856.4231; 39951566498.033; 35678189081.90001;
France; fr; fra; 2009; 445114884815.9579; 122880312681.0027; 152909193287.0157; 89326886003.71536; 42512646432.83376; 37485846411.39045;
France; fr; fra; 2010; 459549625788.596; 127010171885.0736; 157637795278.9598; 91015176370.48094; 44382386811.69168; 39504095442.38998;
France; fr; fra; 2011; 475331896110.7534; 132455230178.9748; 161889284380.4; 92831420467.74135; 45515519570.503; 42640441513.13423;
France; fr; fra; 2012; 493002581746.6585; 135171593460.0957; 170324609868.0836; 99697592162.56709; 46119384497.35663; 41689401758.55549;
France; fr; fra; 2013; 512430826218.2133; 145358110469.1069; 177398709819.806; 99283768411.70396; 47383162205.55276; 43007075312.04378;
France; fr; fra; 2014; 526597057363.6006; 149219070954.1129; 179920245677.9539; 104952549571.305; 48081751521.5125; 44423439638.71632;
France; fr; fra; 2015; 537782074470.7383; 156228193982.9983; 184525352045.5981; 104388605541.9544; 49509006073.69257; 43130916826.49497;
France; fr; fra; 2016; 542893836490.5627; 154946152694.1801; 188526815380.7711; 109882826061.4303; 48794620736.75608; 40743421617.42513;
France; fr; fra; 2017; 550597394638.3721; 159421197540.5116; 191810574607.3124; 111066380307.7097; 52085118632.82405; 36214123550.01436;
France; fr; fra; 2018; 560070875032.5433; 161617214077.674; 197002795432.8173; 110478410721.0426; 51913419635.73974; 39059035165.26981;
France; fr; fra; 2019; 571578601439.1127; 168270910009.3198; 196032912531.4188; 114732886115.6142; 51166230709.38827; 41375662073.37166;
France; fr; fra; 2020; 603544968607.593; 176560869488.7009; 203662022685.0508; 123976009903.1405; 55957072650.1135; 43388993880.58736;
Germany; de; deu; 1973; 71163951040.80096; 29914519864.77899; 27350852721.8232; 6356318981.946119; 4521809727.59256; 3020449744.660092;
Germany; de; deu; 1978; 141012697925.9762; 45029150935.39967; 54204426440.67312; 20598754894.40602; 12295613968.03558; 8884751687.461802;
Germany; de; deu; 1983; 183469078687.9449; 61633924324.64459; 67669296023.97485; 26213514301.15708; 15638230243.09344; 12314113795.07493;
Germany; de; deu; 1984; 165883162212.1174; 58282898033.45363; 64196905571.42792; 23240419924.67213; 12465985355.76426; 7696953326.799417;
Germany; de; deu; 1985; 166919528317.397; 62341990188.52517; 60054072095.6263; 23910255432.79067; 13190385394.83896; 7422825205.615891;
Germany; de; deu; 1986; 172983795908.667; 65991192940.79814; 60600354533.13088; 26116922740.73689; 12302885852.23711; 7972439841.763982;
Germany; de; deu; 1987; 177063709326.7802; 64942793418.42309; 64689435730.61642; 26260884841.18383; 14152387383.34736; 7018207953.209443;
Germany; de; deu; 1988; 191222198267.3579; 69179055799.29916; 71551777171.37851; 27811349693.71319; 14030748989.30557; 8649266613.661474;
Germany; de; deu; 1989; 198562200377.7732; 73302144758.18396; 74456434178.10329; 25995725092.94038; 15533836111.37892; 9274060237.166681;
Germany; de; deu; 1990; 205608672304.6052; 79218029020.84985; 73748785260.60138; 27162046914.78794; 16612867448.81769; 8866943659.54834;
Germany; de; deu; 1991; 263156979239.7251; 95307362298.31628; 93674385540.47868; 39255194899.43855; 22858086152.28157; 12061950349.21003;
Germany; de; deu; 1992; 285681474463.4114; 101004189617.4834; 104268383231.8293; 41119776761.26538; 25132272313.02021; 14156852539.81322;
Germany; de; deu; 1993; 309983706044.7223; 109036354064.5641; 112545449395.7203; 49119791232.58778; 24627999451.70425; 14654111900.14592;
Germany; de; deu; 1994; 324462906207.8848; 110936696684.0119; 121495301308.7033; 51052408307.95567; 27151606857.85175; 13826893049.36209;
Germany; de; deu; 1995; 347528474200.7774; 118430064110.2212; 127935190778.4338; 60007081432.97752; 25568853054.79226; 15587284824.35262;
Germany; de; deu; 1996; 384728750130.0148; 126373687621.919; 133054105715.7382; 67766403054.30832; 37648678591.44624; 19885875146.60305;
Germany; de; deu; 1997; 395178051531.528; 122745500731.6402; 147115113158.4129; 65864392380.05615; 39068598972.65687; 20384446288.76187;
Germany; de; deu; 1998; 407544033799.9449; 135471839199.9416; 141510331431.379; 69154660712.81192; 39448786763.91553; 21958415691.89685;
Germany; de; deu; 1999; 406494580197.2044; 139383963891.1643; 138708104233.0613; 67922162250.27537; 37319304602.98358; 23161045219.71984;
Germany; de; deu; 2000; 436672033137.1146; 146399427722.9855; 147008303092.0798; 75972922035.85249; 43141961382.68072; 24149418903.51608;
Germany; de; deu; 2001; 442600772158.8585; 142807258859.5975; 153354310162.7368; 78718292131.0063; 43828428968.1357; 23892482037.38221;
Germany; de; deu; 2002; 479217087839.821; 149914741244.5573; 162161164989.5251; 90698370979.02888; 49892246238.27309; 26550564388.43658;
Germany; de; deu; 2003; 487700238924.8174; 150500158132.0876; 160701847027.5056; 91882714648.81491; 54387986060.48756; 30227533055.92183;
Germany; de; deu; 2004; 492931626614.6233; 152857943869.7493; 162428216320.4696; 95324297915.15582; 52608278673.11977; 29712889836.12876;
Germany; de; deu; 2005; 502639950768.3394; 151648422250.0127; 168058282617.4701; 97369439411.48233; 52177704889.64176; 33386101599.73256;
Germany; de; deu; 2006; 516317394816.978; 155442369131.6024; 172512574840.8711; 100210712151.5222; 55878731910.68221; 32273006782.30007;
Germany; de; deu; 2007; 522603110528.4699; 153728466377.5446; 177522963472.5338; 98121846807.80617; 58041320724.57784; 35188513146.00752;
Germany; de; deu; 2008; 516972956654.2293; 158250003489.8287; 172143079551.599; 97382287133.77399; 52105108303.14433; 37092478175.88326;
Germany; de; deu; 2009; 539383318956.5132; 161647072574.561; 184428648577.3739; 102689039872.8987; 50724026764.43352; 39894531167.2461;
Germany; de; deu; 2010; 536416012800.0534; 162280939704.2737; 182151870697.8453; 102597811233.2743; 54365175779.2297; 35020215385.4304;
Germany; de; deu; 2011; 535307418890.5041; 168040547611.4713; 182000372671.2106; 97309591980.00418; 54580105177.61794; 33376801450.20013;
Germany; de; deu; 2012; 542557731162.9382; 175232226402.7562; 186184206660.8173; 97540599754.54196; 50871575085.674; 32729123259.14883;
Germany; de; deu; 2013; 562679377587.3145; 182312966629.5365; 189548178345.8369; 104347970941.3005; 54101718902.93039; 32368542767.71017;
Germany; de; deu; 2014; 570736481439.6658; 186534124642.7686; 189917309859.6481; 105485390386.8204; 54474691279.6854; 34324965270.74326;
Germany; de; deu; 2015; 590006362392.2003; 194199413193.9259; 190300090600.5134; 114266997418.285; 56262018200.70198; 34977842978.77409;
Germany; de; deu; 2016; 606626925495.7003; 199137468320.0567; 202094843549.4433; 114775368509.4462; 55388204061.07068; 35231041055.68356;
Germany; de; deu; 2017; 627368934166.3309; 206819563416.0203; 207794820679.791; 119236081624.2985; 57792478936.41328; 35725989509.80791;
Germany; de; deu; 2018; 652651251886.0392; 214395341303.1611; 217299897389.037; 119748701976.9424; 64515844385.06378; 36691466831.83501;
Germany; de; deu; 2019; 667652881385.9507; 221877783171.548; 225480597931.8955; 118936626289.0102; 61377841468.32337; 39980032525.17362;
Germany; de; deu; 2020; 721282020139.672; 231204440402.6379; 228527082457.3577; 133612475125.912; 72325537902.51068; 55612484251.25372;
Georgia; ge; geo; 2009; 1597114626.603387; 419016818.7210202; 343212386.7522394; 264594427.0460277; 263614277.7827387; 182487767.2962478;
Georgia; ge; geo; 2010; 1694886105.276441; 449084242.9708537; 363354552.4005712; 321785307.7092059; 283183962.8720548; 219238898.5203641;
Georgia; ge; geo; 2011; 1779676096.219011; 486190587.2821413; 388974683.3950638; 352366115.770155; 289388877.1250529; 236856759.0005454;
Georgia; ge; geo; 2012; 1964941501.954708; 598109286.6334093; 431588232.0613815; 348786013.1032889; 316616903.3369386; 246191726.6357585;
Georgia; ge; geo; 2013; 2279627060.779885; 634867460.2769483; 519266773.4165212; 431633268.5631895; 360936092.7821252; 279530125.7685194;
Georgia; ge; geo; 2014; 3066487316.743489; 887819640.6995015; 709133678.1158936; 532521022.3007151; 483765274.166618; 404360225.7310221;
Georgia; ge; geo; 2015; 3003931817.582194; 886401793.48954; 649458473.7510309; 548066107.538605; 475711713.4191146; 389741665.5324453;
Georgia; ge; geo; 2016; 3149092439.058439; 911218921.4943266; 686281892.348567; 535572111.5557303; 493272239.7780694; 439973543.816364;
Georgia; ge; geo; 2017; 3397108885.596923; 925957324.3294067; 819289527.0635827; 615762647.3308588; 582849716.017386; 419067566.3462754;
Georgia; ge; geo; 2018; 3389337643.706639; 968182548.1469741; 809451901.8494191; 630403347.5940814; 500236954.8067775; 454793774.0355341;
Georgia; ge; geo; 2019; 3789124260.27818; 1043702000.483164; 857033393.1358154; 719381649.9511149; 598700317.3708112; 482789775.0781668;
Georgia; ge; geo; 2020; 4358390971.244868; 1223975095.059073; 980961985.7974761; 808862415.5292957; 699975982.7376961; 600592292.7054478;
Georgia; ge; geo; 2021; 5114507098.762196; 1432746748.616618; 1151181906.966685; 957515907.1297166; 782018797.3739792; 756164398.1922879;
Georgia; ge; geo; 2022; 5364535276.599298; 1399989583.678928; 1293659441.474897; 930765311.9928718; 884362668.6271122; 795541689.6613016;
Greece; gr; grc; 1995; 13660650313.81912; 4632447687.012804; 3706572931.221922; 2346050536.816937; 1603109452.556512; 1323962738.336202;
Greece; gr; grc; 2000; 20216025566.71827; 7666664502.245281; 4646171511.710547; 3837007550.620167; 2543934606.057436; 1522247396.08484;
Greece; gr; grc; 2002; 26887379095.47042; 9723071871.355742; 7139591306.137182; 4644149047.887103; 2977015232.994335; 2403551637.096059;
Greece; gr; grc; 2003; 27581890596.49015; 10376843823.0753; 7596034158.387772; 4347414368.082091; 3165542273.085118; 2096055973.859868;
Greece; gr; grc; 2004; 29523968782.90013; 10954940537.61889; 8430456460.007302; 4143810943.571173; 3497467427.050757; 2497293414.652002;
Greece; gr; grc; 2005; 31766618300.79791; 11932101086.11995; 8355879503.578454; 4925782557.215007; 3573793429.91413; 2979061723.970376;
Greece; gr; grc; 2006; 35528188759.43073; 11959291910.22182; 9009776828.581203; 5253150906.247712; 5130350055.296886; 3569966770.052943;
Greece; gr; grc; 2007; 38578399227.66129; 13482067946.44546; 10563922605.61903; 5954209833.334072; 4467492056.785586; 3543634932.851148;
Greece; gr; grc; 2008; 42336414806.12141; 13885923643.74522; 11649986671.55707; 7304482413.086377; 5004581882.534794; 3380581900.762792;
Greece; gr; grc; 2009; 43839007460.02412; 14323535767.67966; 12119664985.75695; 7990296318.198263; 5124878019.167501; 3458964937.086301;
Greece; gr; grc; 2010; 49244378760.21715; 15873518773.69383; 14001461187.09347; 8508988545.779613; 5964174814.294347; 3909394138.096975;
Greece; gr; grc; 2011; 42574099129.45635; 12781031515.98153; 13406604423.46191; 6822609269.053058; 5273398200.426264; 2814491280.299003;
Greece; gr; grc; 2012; 43156420610.79427; 14011129132.96962; 10947955063.87128; 7880847600.962457; 5846502397.96447; 3277128488.817548;
Greece; gr; grc; 2013; 39750308295.38554; 13756937273.64602; 9883350801.410666; 7087955249.001987; 5639520421.392323; 3006415503.816284;
Greece; gr; grc; 2014; 39280528694.69006; 13842699064.25278; 9824694595.697508; 6883398551.990217; 5290867900.876072; 2874524406.993312;
Greece; gr; grc; 2015; 38718935656.36195; 13220210917.6727; 10419415992.87343; 6925351638.73471; 5081481369.482642; 2821489165.480334;
Greece; gr; grc; 2016; 42642657009.19472; 14684540805.43435; 11981063389.81948; 7419276693.321848; 5614456435.97731; 2943319684.64173;
Greece; gr; grc; 2017; 43273639833.94333; 14735946415.58854; 11687096044.9868; 8229736524.050795; 5489507039.939368; 2837209189.779788;
Greece; gr; grc; 2018; 50131017640.22291; 16177644032.44656; 14069821852.38815; 9538949585.217726; 6296347011.330167; 3420350363.121616;
Greece; gr; grc; 2019; 51053014002.17498; 14994277422.31144; 15450581776.70427; 9371728685.227734; 7143335286.58471; 3708456875.537142;
Greece; gr; grc; 2020; 52165640031.3121; 15364949283.96287; 13651459041.06034; 10893866474.44864; 7367359844.234184; 4421901359.149931;
Greece; gr; grc; 2021; 46127558307.51865; 13630450267.24496; 13991145084.93806; 9217425481.192837; 5129327947.762671; 3796405634.061121;
Hungary; hu; hun; 1991; 633842399704.7773; 128172525767.7329; 173238553865.6332; 142928772326.2085; 113778577068.9884; 75723970676.21434;
Hungary; hu; hun; 1994; 940954066907.3265; 204798446126.8289; 230758032988.4041; 236685032002.1027; 156776087315.3983; 107772149953.8671;
Hungary; hu; hun; 1999; 2226937293935.012; 540225283477.7364; 603188995567.1022; 527422743604.7598; 331606000114.5835; 214309586908.795;
Hungary; hu; hun; 2005; 4306775510529.482; 1471200218047.718; 751694164665.5004; 1017994806800.125; 605543557661.0695; 396192130222.7426;
Hungary; hu; hun; 2007; 4891259838566.647; 1564443643888.617; 928447441663.271; 1172995363339.378; 741519909275.1924; 382647959842.3172;
Hungary; hu; hun; 2009; 5533186914909.154; 2159031721795.918; 733610882068.1356; 1390670801516.612; 732023756019.7365; 438995471169.525;
Hungary; hu; hun; 2012; 5819000843042.397; 2237801495494.188; 840349041337.1151; 1514162599419.202; 816695175270.2013; 354854539131.4553;
Hungary; hu; hun; 2015; 6737112239856.256; 2413702282063.333; 1558091170281.218; 1530250623296.863; 765884533367.261; 469183630847.5817;
Ireland; ie; irl; 1987; 5308146537.149988; 1776811170.321503; 1575286822.273773; 909073105.6815872; 698967017.9921417; 348008420.8809838;
Ireland; ie; irl; 1994; 8824031737.074139; 3226307990.5722; 2580905374.695578; 1688889745.071528; 823872988.4051313; 472628894.1845143;
Ireland; ie; irl; 1995; 8961961093.593954; 2800959324.153573; 2816122218.173245; 1850343172.691256; 827079286.2272664; 624110829.6598557;
Ireland; ie; irl; 1996; 9984018928.947008; 2991938429.801472; 3359143256.507097; 1819200970.27124; 1136882872.348295; 659403714.7627696;
Ireland; ie; irl; 2000; 10020513418.36914; 2882413314.065325; 3159968270.768889; 1838465229.498084; 1279730749.637687; 688956393.7263966;
Ireland; ie; irl; 2002; 18931954959.83882; 5090728053.252022; 5205558455.535563; 3938305915.871097; 2836803441.978147; 1860559093.201991;
Ireland; ie; irl; 2003; 21494668494.42871; 6690211002.519227; 5030328439.738618; 4509650462.619907; 2946690445.203573; 2317788144.347382;
Ireland; ie; irl; 2004; 23878704130.91174; 8001402660.413509; 5378178936.712271; 4733149950.032816; 3475615605.555598; 2290356978.197542;
Ireland; ie; irl; 2005; 25980312330.65713; 8072854711.280158; 6937834449.24602; 4878257342.041516; 3615615480.614882; 2475750347.474548;
Ireland; ie; irl; 2006; 31341842441.65744; 7817952244.038121; 9703669316.185053; 6088913589.88274; 4523720723.085719; 3207586568.465803;
Ireland; ie; irl; 2007; 35299025148.73947; 9624011537.760317; 10090403452.85102; 7767880303.163094; 4479014731.765893; 3337715123.199149;
Ireland; ie; irl; 2008; 39994070380.69362; 13069947442.18326; 8530627851.361195; 8853416358.335548; 5454929905.628317; 4085148823.185295;
Ireland; ie; irl; 2009; 42243688152.18642; 15071886157.15956; 7064925819.354617; 9307962193.74758; 5671883903.015646; 5127030078.909023;
Ireland; ie; irl; 2010; 40460577313.41477; 14560866910.99407; 6920401563.332303; 9973756289.381296; 5508948326.458944; 3496604223.248157;
Ireland; ie; irl; 2011; 40676018098.34995; 14313108666.18913; 7211785736.993003; 9763172065.458122; 5705660195.879537; 3682291433.830165;
Ireland; ie; irl; 2012; 40748260377.95406; 15260391868.95407; 7244102153.062113; 9431759645.045105; 5639029379.449371; 3172977331.443403;
Ireland; ie; irl; 2013; 39571800391.76155; 14842809969.47062; 8008366537.020393; 9058138286.81414; 4727250337.879099; 2935235260.577303;
Ireland; ie; irl; 2014; 39922524958.16154; 14452257880.65416; 8751845110.596262; 8797388659.673008; 4617771076.714682; 3303262230.523426;
Ireland; ie; irl; 2015; 40328987977.39037; 13757740547.54646; 9232871225.38636; 8814280172.907951; 4830048291.75369; 3694047739.795904;
Ireland; ie; irl; 2016; 38857555527.58564; 12624826378.1544; 10097197566.83456; 8247317497.692663; 4462244480.346788; 3425969604.557226;
Ireland; ie; irl; 2017; 39784131644.01572; 13343866919.64351; 10762948008.88845; 8160295765.876509; 4121682933.096389; 3395338016.510871;
Ireland; ie; irl; 2018; 44059963428.07862; 13919874915.21949; 13248411276.99481; 8102713807.535408; 5179633186.38184; 3609330241.947081;
Ireland; ie; irl; 2019; 45264616661.26477; 13905865703.66002; 14074621795.4235; 8652826511.147272; 4484712077.960125; 4146590573.073847;
Ireland; ie; irl; 2020; 52489685829.03305; 13689694491.50072; 15383692368.45262; 11065593080.07977; 6971346464.853413; 5379359424.146533;
Ireland; ie; irl; 2021; 50457626336.17204; 13937822940.01651; 15823963253.98455; 10557446495.11125; 5735693411.435289; 4402700235.624444;
Israel; il; isr; 1979; 5134430.647224112; 1843514.24491979; 1342826.279658577; 783627.6845995368; 630047.1830117975; 534415.2550344112;
Israel; il; isr; 1986; 4896917262.531265; 1949462496.874506; 1226888313.656045; 734819394.7376411; 575367710.0988666; 410379347.1642066;
Israel; il; isr; 1992; 17320731986.29946; 7348875160.162692; 4226482250.35528; 2758988056.124522; 1837247202.920897; 1149139316.736072;
Israel; il; isr; 1997; 40083499321.26049; 14472873920.62357; 10342205837.54055; 7152254885.834698; 4602006124.746355; 3514158552.515323;
Israel; il; isr; 2001; 64758643055.88852; 23988483006.59676; 16463253905.05363; 11039664141.13465; 7495081982.949899; 5772160020.153582;
Israel; il; isr; 2002; 62890879952.60686; 23723585877.21484; 15908473981.18181; 10728686028.25377; 7551629912.474521; 4978504153.481921;
Israel; il; isr; 2003; 62591413310.23244; 23460712503.36149; 15763468992.61619; 10759608606.06258; 7440875517.564181; 5166747690.627999;
Israel; il; isr; 2004; 59343790646.25195; 21954984802.77617; 15390508012.28604; 10620215608.65236; 6530241765.176071; 4847840457.361317;
Israel; il; isr; 2005; 60237505181.89088; 23316908373.11118; 14965104111.49463; 10015949140.81815; 6940848879.581608; 4998694676.885324;
Israel; il; isr; 2006; 62398379249.87961; 23277421102.20049; 15402369579.05292; 10896470083.15518; 7543336313.306628; 5278782172.164398;
Israel; il; isr; 2007; 63754600562.97363; 24250671199.08044; 15480608943.34172; 10285310162.90091; 7510625149.900012; 6227385107.750553;
Israel; il; isr; 2008; 68062874313.29735; 26573801249.55756; 16742116870.47623; 10884747407.04354; 7140619424.81834; 6721589361.401673;
Israel; il; isr; 2009; 76206104832.41867; 31496902910.53154; 16989499302.07997; 11646459734.13785; 9378848711.939512; 6694394173.7298;
Israel; il; isr; 2010; 77722832035.99043; 28036506652.13407; 18763654587.57897; 13367661407.29409; 9610851317.722956; 7944158071.260345;
Israel; il; isr; 2011; 84693538659.69653; 31114985893.84529; 21448883958.41941; 14079059374.16702; 10608087803.88737; 7442521629.37744;
Israel; il; isr; 2012; 83695413306.24815; 28961675237.9701; 20744534808.71706; 13940130256.96136; 11517293640.40185; 8531779362.19778;
Israel; il; isr; 2013; 80809836488.56979; 28207536921.61831; 18508144968.85476; 13182389954.77542; 11185294649.59726; 9726469993.724043;
Israel; il; isr; 2014; 82959925212.27881; 29426447404.12582; 18841813098.5326; 14696802327.05428; 11494406199.13421; 8500456183.431903;
Israel; il; isr; 2015; 86170449039.52863; 28454817692.35911; 21100061767.74078; 14706895773.69159; 12629647414.01241; 9279026391.72473;
Israel; il; isr; 2016; 92995442212.01059; 32103438259.9697; 21597675706.35816; 16967789702.55887; 12800720879.39966; 9525817663.724194;
Israel; il; isr; 2017; 94815519579.78719; 32628112290.20941; 23387452841.33539; 15736123158.71475; 12350845336.49719; 10712985953.03045;
Israel; il; isr; 2018; 101223665514.4479; 35823556611.15784; 23617430713.29026; 17416912020.48161; 12852901493.71348; 11512864675.80475;
Israel; il; isr; 2019; 108226853697.816; 37394879468.71429; 25024429648.21188; 20347532474.27511; 14370061221.15235; 11089950885.46235;
Israel; il; isr; 2020; 175317158004.1878; 49673466894.45792; 44664101156.66956; 33880606909.26645; 26931680428.02232; 20167302615.77156;
Israel; il; isr; 2021; 158660408581.6171; 47696750357.75693; 39479692750.85365; 29495025398.75678; 22889071337.66532; 19099868736.58445;
Italy; it; ita; 1977; 13279460763.48594; 6258221024.413667; 2508853308.675788; 1738294950.740176; 1680838126.860393; 1093253352.795918;
Italy; it; ita; 1978; 16831673538.6386; 7616565440.756418; 3843657373.1241; 2159114205.446184; 1978790705.608054; 1233545813.703841;
Italy; it; ita; 1979; 20497538665.91675; 8559574996.666464; 4408040666.607055; 2659125127.038521; 2769700542.129399; 2101097333.475311;
Italy; it; ita; 1980; 27623467466.9227; 11937180211.08395; 6134311052.814414; 3691329557.685681; 3102748201.360777; 2757898443.977882;
Italy; it; ita; 1981; 36210643658.92408; 16251680588.65086; 8635415332.869221; 4458023763.352512; 4138551747.719742; 2726972226.331746;
Italy; it; ita; 1982; 38079173992.4292; 16601338743.66351; 9280877647.434612; 5257486398.354686; 3830471380.65063; 3108999822.325759;
Italy; it; ita; 1983; 46704128352.85521; 23306091028.94492; 9907382042.421614; 5853022188.080041; 4356866936.306558; 3280766157.102081;
Italy; it; ita; 1984; 53791926305.83554; 26141919652.97356; 11847914563.61511; 7336839422.832931; 5442610539.664451; 3022642126.749485;
Italy; it; ita; 1986; 67898240002.15352; 36334737411.71976; 11186281881.48231; 8977316744.052574; 6898727271.930445; 4501176692.968423;
Italy; it; ita; 1987; 74341279281.67981; 26069882562.14729; 22758729798.0152; 10766680324.12012; 9062135423.461834; 5683851173.935379;
Italy; it; ita; 1989; 94103963787.97102; 33663835284.23404; 30442966485.72664; 13525921016.77879; 9659593301.639811; 6811647699.591743;
Italy; it; ita; 1991; 116685561615.568; 36571782476.26268; 39738790040.21081; 18636880496.31126; 12672144729.00263; 9065963873.780622;
Italy; it; ita; 1993; 141191465594.3142; 39355282757.45718; 45563570381.0687; 23595521759.65132; 19886612978.80968; 12790477717.32736;
Italy; it; ita; 1995; 161772432199.6626; 42844911263.04733; 49287580483.98325; 29064071671.8675; 24003462549.32123; 16572406231.44327;
Italy; it; ita; 1998; 178409504917.0872; 49914981090.17596; 54504153688.02121; 31289645178.60985; 23915906487.16821; 18784818473.11198;
Italy; it; ita; 2000; 187304928474.4961; 54075324191.38396; 59519273322.33183; 34309178596.83205; 21637539485.98547; 17763612877.96275;
Italy; it; ita; 2002; 209222277659.649; 58803218451.23421; 73121683206.24959; 34079877275.43249; 23848326388.33824; 19369172338.39446;
Italy; it; ita; 2004; 224328301030.06; 68115527231.33603; 82923683283.99228; 37190128108.53677; 21309619951.10974; 14789342455.08522;
Italy; it; ita; 2006; 243184202541.6833; 75107469892.74898; 90151880363.33952; 36587435119.50773; 25024380062.86897; 16313037103.21812;
Italy; it; ita; 2008; 273119091510.5558; 77388889318.51097; 101024787949.5645; 42972143057.34275; 28443854317.45683; 23289416867.68071;
Italy; it; ita; 2010; 278141077435.8934; 84584358216.07646; 106062303426.1636; 41412118315.19355; 22760689162.46171; 23321608315.9981;
Italy; it; ita; 2012; 284972166378.1346; 85745171148.72256; 103320465942.3584; 44024247332.24913; 30617034979.06423; 21265246975.74031;
Italy; it; ita; 2014; 358557661588.4879; 92329153170.56866; 142135643707.6194; 55851821055.9519; 43508972658.30627; 24732070996.04165;
Italy; it; ita; 2016; 364637090712.2408; 94839313922.26715; 147988005218.0601; 55115495370.75984; 34823741942.0425; 31870534259.11118;
Italy; it; ita; 2020; 396679790410.8636; 101708901057.2628; 155463629871.8201; 60973366480.31579; 48747705377.65033; 29786187623.8146;
Japan; jp; jpn; 2008; 0; 0; 0; 0; 0; 0;
Japan; jp; jpn; 2009; 0; 0; 0; 0; 0; 0;
Japan; jp; jpn; 2010; 0; 0; 0; 0; 0; 0;
Japan; jp; jpn; 2011; 0; 0; 0; 0; 0; 0;
Japan; jp; jpn; 2012; 0; 0; 0; 0; 0; 0;
Japan; jp; jpn; 2013; 0; 0; 0; 0; 0; 0;
Japan; jp; jpn; 2014; 0; 0; 0; 0; 0; 0;
Japan; jp; jpn; 2015; 0; 0; 0; 0; 0; 0;
Japan; jp; jpn; 2016; 0; 0; 0; 0; 0; 0;
Japan; jp; jpn; 2017; 0; 0; 0; 0; 0; 0;
Japan; jp; jpn; 2018; 0; 0; 0; 0; 0; 0;
Japan; jp; jpn; 2019; 0; 0; 0; 0; 0; 0;
Japan; jp; jpn; 2020; 0; 0; 0; 0; 0; 0;
Lithuania; lt; ltu; 2009; 5346970281.296326; 1212019675.025995; 1307271111.550998; 1113709570.000349; 951071642.7800268; 762898281.938957;
Lithuania; lt; ltu; 2010; 4740002667.736547; 1415518597.359459; 887317007.3562869; 1102720137.331949; 760561069.7937343; 573885855.8951179;
Lithuania; lt; ltu; 2011; 4711040856.989048; 1272203928.277457; 1074120051.680549; 1132394856.382871; 723038755.2551395; 509283265.3930315;
Lithuania; lt; ltu; 2012; 5014979719.89695; 1332749876.939359; 1264769388.809171; 1065272222.148949; 741629796.7539034; 610558435.2455666;
Lithuania; lt; ltu; 2013; 4777802787.491729; 1312422891.505926; 1067590930.857116; 1027178069.652069; 739222183.7923906; 631388711.6842264;
Lithuania; lt; ltu; 2014; 4828706106.971273; 1360552895.514976; 1073245340.211581; 934277572.3265435; 754062298.9630741; 706567999.9550984;
Lithuania; lt; ltu; 2015; 5134932812.277887; 1342646424.782712; 1192704729.883294; 1037601258.109628; 895576995.7077621; 666403403.7944911;
Lithuania; lt; ltu; 2016; 5188181283.553262; 1283119723.296582; 1251163217.85838; 1063980486.311882; 782648731.4098184; 807269124.6766002;
Lithuania; lt; ltu; 2017; 5686703579.790171; 1275823348.360722; 1476680162.842552; 1098346745.063613; 951401691.4227583; 884451632.1005256;
Lithuania; lt; ltu; 2018; 6700436304.424884; 1418783030.595032; 1667948391.521552; 1373358054.612773; 1165943173.995613; 1074403653.699914;
Lithuania; lt; ltu; 2019; 7229621924.457957; 1549080278.997243; 1887035015.373816; 1451745795.216048; 1268091521.434467; 1073669313.436382;
Lithuania; lt; ltu; 2020; 8765973344.205812; 1902880890.992232; 2218764420.03547; 1852983737.183575; 1542784155.409568; 1248560140.584968;
Lithuania; lt; ltu; 2021; 8874208853.453722; 1926713106.420788; 2481692158.735923; 1698863917.51475; 1529854072.243683; 1237085598.538578;
Luxembourg; lu; lux; 1986; 1360526933.351135; 469470694.0473938; 436052365.890625; 227029509.3164368; 131302491.6636353; 96671872.43304443;
Luxembourg; lu; lux; 1987; 1453202137.855499; 491189751.1796875; 446851974.864502; 235537785.0740356; 176430496.5700378; 103192130.1672363;
Luxembourg; lu; lux; 1985; 1206150451.817341; 442308624.6010742; 375206468.1291199; 195380549.3277435; 110363944.5706215; 82890865.18878174;
