cname; iso2; iso3; year; ehipubsocq0; ehipubsocq1; ehipubsocq2; ehipubsocq3; ehipubsocq4; ehipubsocq5;
Luxembourg; lu; lux; 2019; 2518437104.013051; 376290678.8306445; 769465518.3120424; 486958606.3275017; 527245134.943909; 358477165.5989533;
Luxembourg; lu; lux; 2020; 2508899500.093873; 312117632.545277; 912332094.5041021; 496756417.3819811; 499603504.2335792; 288089851.4289337;
Luxembourg; lu; lux; 2021; 2081607061.070227; 220869320.3282963; 653912236.3092401; 630817425.1524271; 288754001.4477208; 287254077.8325428;
Mali; ml; mli; 2011; 0; 0; 0; 0; 0; 0;
Mali; ml; mli; 2013; 0; 0; 0; 0; 0; 0;
Mali; ml; mli; 2014; 8950878741.43083; 595117464.8976612; 315867759.2077723; 475006926.2103368; 1177999782.065439; 6386886809.049622;
Mali; ml; mli; 2015; 8768435566.868126; 28159932.59590244; 782671783.4076807; 1469568930.857815; 1891527785.154628; 4543305316.460414;
Mali; ml; mli; 2016; 13972180701.15675; 85220693.88182591; 1516048755.617833; 1018673801.432114; 2190591717.672068; 9161645732.55291;
Mali; ml; mli; 2017; 13919899891.82747; 138707433.1266947; 2105684211.668688; 2665098671.540747; 2612329720.928569; 6398079854.562767;
Mali; ml; mli; 2018; 13165633534.23793; 370440235.7585668; 365013711.6293794; 2244413071.020152; 3759627462.679853; 6426139053.149981;
Mali; ml; mli; 2019; 12713170826.31448; 142283183.7528532; 1190503157.955207; 1553484687.885967; 1773552206.803411; 8053347589.917047;
Mali; ml; mli; 2020; 17465363364.92654; 384746589.5932233; 1868150279.890703; 2419819144.871361; 3726448992.021104; 9066198358.550154;
Mexico; mx; mex; 1984; 20950213.23182201; 4389790.633907318; 1303609.667222977; 1298029.603134155; 9799907.8294487; 4158875.498108864;
Mexico; mx; mex; 1989; 376984194.1969299; 9260875.047180176; 3853824.34040451; 26058177.38475037; 67272303.51973724; 270539013.9048576;
Mexico; mx; mex; 1992; 1018854533.972494; 221266413.8587624; 144220338.2411529; 86978117.4539597; 59722547.79075185; 506667116.627867;
Mexico; mx; mex; 1994; 11725489334.25465; 3924646128.580813; 2379918767.435469; 1808496939.025725; 1612769857.831177; 1999657641.381469;
Mexico; mx; mex; 1996; 10143701751.38084; 3718546646.281281; 2247544965.774401; 1224303569.562998; 924994131.3481809; 2028312438.413983;
Mexico; mx; mex; 1998; 6940907741.75975; 2485874657.528915; 1236161694.775528; 620331837.0117493; 1194547097.088867; 1403992455.354691;
Mexico; mx; mex; 2000; 9394573582.05735; 3944477909.152267; 2177076474.44339; 1376735245.509216; 1051848806.596825; 844435146.3556519;
Mexico; mx; mex; 2002; 68422071952.63986; 33144866937.99568; 12448862214.97762; 6303941763.160614; 5512052856.423889; 11012348180.08206;
Mexico; mx; mex; 2004; 71273953285.18112; 27989675074.38792; 17569470507.89078; 9997993212.759331; 10135744269.26111; 5581070220.881989;
Mexico; mx; mex; 2005; 199393834017.867; 49819264812.70216; 30683066543.26462; 32667032371.96539; 47492256033.6896; 38732214256.24526;
Mexico; mx; mex; 2006; 309640898891.847; 62749713842.34197; 46432131959.71736; 46505461433.29404; 69334947990.77171; 84618643665.72188;
Mexico; mx; mex; 2008; 251368619289.8313; 66676085095.98517; 49155862208.70588; 46313727529.95869; 35076756799.75584; 54146187655.42569;
Mexico; mx; mex; 2010; 267738201779.0668; 79041183790.48384; 60674449717.74538; 40795464293.64961; 50137580816.37034; 37089523160.81761;
Mexico; mx; mex; 2012; 303824258682.3384; 96068401577.28992; 65289605505.36195; 42929323414.53748; 51928686927.75767; 47608241257.39136;
Mexico; mx; mex; 2014; 325572100047.5626; 93016123043.03554; 76152884255.3454; 57944304880.52721; 54005529138.62206; 44453258730.03241;
Mexico; mx; mex; 2016; 378203295559.9832; 109723863472.3256; 83437747683.95699; 65507297133.58894; 50827422272.91412; 68706964997.19754;
Mexico; mx; mex; 2018; 336753759551.8005; 96532930582.25606; 78256242239.50951; 57802322824.03796; 53686120837.11415; 50476143068.88283;
Mexico; mx; mex; 2020; 319581127415.3268; 76983547620.67349; 69722391942.96004; 60569523775.52393; 59909007643.80363; 52396656432.36571;
Mexico; mx; mex; 2022; 321518544568.7387; 84166112306.74817; 69532199460.0117; 63714715072.10307; 52658346732.7007; 51447170997.17505;
Netherlands; nl; nld; 1983; 32490309748.85323; 9618081947.391272; 5005164110.996248; 8428018880.323817; 5914292746.097648; 3524752064.044243;
Netherlands; nl; nld; 1987; 34031292507.14536; 9601340249.472012; 4936755430.054045; 8726626541.710535; 6039779501.590863; 4726790784.317902;
Netherlands; nl; nld; 1990; 18697014176.71162; 6019673038.342304; 3800393875.123162; 4320646002.60777; 2895941751.759163; 1660359508.879227;
Netherlands; nl; nld; 1993; 21102139088.12501; 6657485745.944469; 4652318771.585546; 4853076827.873403; 3252550035.010939; 1686707707.710649;
Netherlands; nl; nld; 1999; 15179271344.50064; 4265166121.85289; 3667849291.220057; 3112414051.080509; 2182176402.37189; 1808996067.30276;
Netherlands; nl; nld; 2004; 28898434533.02489; 9747472855.069317; 6118966114.204165; 5875539739.344188; 3967210889.434366; 3189244934.972855;
Netherlands; nl; nld; 2005; 29872811612.74694; 10745530124.24253; 5832531489.930147; 5288685230.8329; 4144641054.768466; 3861423712.972895;
Netherlands; nl; nld; 2006; 28354461056.50043; 10313902249.78871; 5547443904.691152; 4845444182.445744; 4084617164.677884; 3563053554.896944;
Netherlands; nl; nld; 2007; 27791794976.0052; 10821029140.02576; 6124351513.182595; 4833128824.126107; 3665565418.049198; 2347720080.621538;
Netherlands; nl; nld; 2008; 28816914328.62002; 10836704915.05836; 6802363020.574165; 4636751810.294171; 3716841246.287601; 2824253336.405724;
Netherlands; nl; nld; 2009; 32924537381.47507; 12130181021.90678; 8212192963.983895; 5908058733.647432; 3884374515.194958; 2789730146.742008;
Netherlands; nl; nld; 2010; 35009662610.953; 12954839238.10016; 8144620980.813371; 6676313686.992201; 4436925501.683249; 2796963203.364008;
Netherlands; nl; nld; 2011; 35326785790.33337; 13537870857.60985; 7554706688.503054; 6522926990.999327; 4698203634.66604; 3013077618.555094;
Netherlands; nl; nld; 2012; 35100640990.34174; 13086390163.19314; 8322616632.22175; 5905681700.030079; 4511476850.882115; 3274475644.01466;
Netherlands; nl; nld; 2013; 36021445454.97318; 13841043450.02937; 7898596011.001249; 6289961199.791566; 4437254225.182414; 3554590568.96858;
Netherlands; nl; nld; 2014; 38124706985.00391; 14439399369.52486; 7888563575.184911; 7134333671.042918; 4599990996.141292; 4062419373.109932;
Netherlands; nl; nld; 2015; 37529005297.33871; 14950933901.55757; 7788291301.049549; 6451978833.954236; 4808775057.769751; 3529026203.007612;
Netherlands; nl; nld; 2016; 36420954554.34835; 14562169440.84297; 7206438854.662965; 6779875531.667495; 4468900140.349256; 3403570586.825665;
Netherlands; nl; nld; 2017; 36342187452.88622; 14901420035.32583; 7185853094.023924; 6391779881.611753; 4339742716.78077; 3523391725.143943;
Netherlands; nl; nld; 2018; 35227721318.81872; 14921341519.13858; 6524683252.581654; 5861691219.315473; 4376998679.275054; 3543006648.507962;
Netherlands; nl; nld; 2019; 33782516322.13836; 14467568853.27816; 5752853183.685988; 5263325201.077864; 4495499831.402333; 3803269252.694017;
Netherlands; nl; nld; 2020; 37528749706.38488; 14507738251.06645; 7297579890.119093; 6230277193.464749; 5010528151.981059; 4482626219.753527;
Netherlands; nl; nld; 2021; 36240933124.72634; 15016664598.64187; 6414723131.450157; 6085352916.074501; 4464237540.887307; 4259954937.672503;
Norway; no; nor; 1979; 4518938876.684772; 256413128.4620972; 1271904254.089325; 1584925849.62936; 916333086.4148788; 489362558.0891113;
Norway; no; nor; 1986; 19216960601.23392; 1759944468.828137; 5301798573.851797; 5667917239.278288; 3577705732.091354; 2909594587.184345;
