cname,iso2,name,group,grcat,value
France,fr,anoemp,9,2,.7440677125687699
France,fr,xnoemp,9,2,.8886090307810222
France,fr,aptjob,9,2,.0064529745894488
France,fr,xptjob,9,2,.0238574380345291
France,fr,aisolt,9,2,.0521948898923677
France,fr,xisolt,9,2,.1501308198055171
France,fr,aunemp,9,2,.0092558804886996
France,fr,xunemp,9,2,.0328489104541576
France,fr,pv5,10,2,.6518405139785387
France,fr,pv6,10,2,.6784221726827342
France,fr,care,10,2,.6633782518755762
France,fr,rent,10,2,.1595561343021977
France,fr,abhlth,10,2,.0776249363374186
France,fr,xbhlth,10,2,.2164427387403793
France,fr,anoemp,10,2,.7280365920261549
France,fr,xnoemp,10,2,.8643010877710233
France,fr,aptjob,10,2,.0087155617495738
France,fr,xptjob,10,2,.0270418597959382
France,fr,aisolt,10,2,.0563050963393469
France,fr,xisolt,10,2,.1433437512136508
France,fr,aunemp,10,2,.0122517305241456
France,fr,xunemp,10,2,.035724456359929
France,fr,pv5,11,2,.6730908940322713
France,fr,pv6,11,2,.6980830795966921
France,fr,care,11,2,.6705803557645356
France,fr,rent,11,2,.1603965105095576
France,fr,abhlth,11,2,.08095369786633
France,fr,xbhlth,11,2,.2315033794006904
France,fr,anoemp,11,2,.7621550961571957
France,fr,xnoemp,11,2,.8764697719297684
France,fr,aptjob,11,2,.005826107921784
France,fr,xptjob,11,2,.0207671100164314
France,fr,aisolt,11,2,.0533358688268664
France,fr,xisolt,11,2,.1465903604342876
France,fr,aunemp,11,2,.0093959943556686
France,fr,xunemp,11,2,.0289213483003556
France,fr,pv5,12,2,.6615077464704066
France,fr,pv6,12,2,.6872687627642068
France,fr,care,12,2,.665568946698639
France,fr,rent,12,2,.1607134782227816
France,fr,abhlth,12,2,.0761178157167187
France,fr,xbhlth,12,2,.2316706243837352
France,fr,anoemp,12,2,.7505319597348209
France,fr,xnoemp,12,2,.8761110588012705
France,fr,aptjob,12,2,.0069738461438448
France,fr,xptjob,12,2,.0232313473937628
France,fr,aisolt,12,2,.054055937921117
France,fr,xisolt,12,2,.1463597696594306
France,fr,aunemp,12,2,.0097439478593821
France,fr,xunemp,12,2,.0285937115606371
France,fr,pv5,13,2,.6870769286526672
France,fr,pv6,13,2,.7124472418534743
France,fr,care,13,2,.6751909802010183
France,fr,rent,13,2,.16196300402374
France,fr,abhlth,13,2,.0791491032602857
France,fr,xbhlth,13,2,.2387354090349554
France,fr,anoemp,13,2,.7788821592192654
France,fr,xnoemp,13,2,.9108374898863063
France,fr,aptjob,13,2,.0047691540481848
France,fr,xptjob,13,2,.0219088237538088
France,fr,aisolt,13,2,.0481387257089568
France,fr,xisolt,13,2,.151133418725956
France,fr,aunemp,13,2,.0057818624538793
France,fr,xunemp,13,2,.0264620554954974
France,fr,pv5,14,2,.6922964053277686
France,fr,pv6,14,2,.7174865863294346
France,fr,care,14,2,.676610397484562
France,fr,rent,14,2,.1636932139942228
France,fr,abhlth,14,2,.0742626160918692
France,fr,xbhlth,14,2,.2478661551623145
France,fr,anoemp,14,2,.7912063212873106
France,fr,xnoemp,14,2,.907328575097466
France,fr,aptjob,14,2,.0051901768317237
France,fr,xptjob,14,2,.0198822402204079
France,fr,aisolt,14,2,.0533609940810122
France,fr,xisolt,14,2,.1533302439283026
France,fr,aunemp,14,2,.0062804550472641
France,fr,xunemp,14,2,.0218765445510544
France,fr,pv5,15,2,.6501353289597408
France,fr,pv6,15,2,.6764368955569703
France,fr,care,15,2,.6615555294765356
France,fr,rent,15,2,.1616094706805243
France,fr,abhlth,15,2,.0734299687439767
France,fr,xbhlth,15,2,.2287526639979828
France,fr,anoemp,15,2,.7430884781998141
France,fr,xnoemp,15,2,.9074802710971095
France,fr,aptjob,15,2,.0061109944728242
France,fr,xptjob,15,2,.0269645170079784
France,fr,aisolt,15,2,.0483435788384799
France,fr,xisolt,15,2,.1518880382600434
France,fr,aunemp,15,2,.0074852404742277
France,fr,xunemp,15,2,.0358715270550308
France,fr,pv5,16,2,.6526673812941344
France,fr,pv6,16,2,.678708455894235
France,fr,care,16,2,.656063872018007
France,fr,rent,16,2,.160384980583105
France,fr,abhlth,16,2,.0724988131877114
France,fr,xbhlth,16,2,.2285447328769712
France,fr,anoemp,16,2,.7375285108061909
France,fr,xnoemp,16,2,.8709333239731346
France,fr,aptjob,16,2,.0078919761044543
France,fr,xptjob,16,2,.0234214070078081
France,fr,aisolt,16,2,.0497815483983075
France,fr,xisolt,16,2,.1481270355620574
France,fr,aunemp,16,2,.0117185936613729
France,fr,xunemp,16,2,.0331333852185655
France,fr,pv5,17,2,.6254723947903426
France,fr,pv6,17,2,.6530191251404243
France,fr,care,17,2,.6535931297138453
France,fr,rent,17,2,.1606093792129771
France,fr,abhlth,17,2,.0699426931884131
France,fr,xbhlth,17,2,.219660790153216
France,fr,anoemp,17,2,.68806796253268
France,fr,xnoemp,17,2,.8478890405625432
France,fr,aptjob,17,2,.0083901991139483
France,fr,xptjob,17,2,.0322539700303325
France,fr,aisolt,17,2,.0487778355165054
France,fr,xisolt,17,2,.1495563799079473
France,fr,aunemp,17,2,.0111775206410967
France,fr,xunemp,17,2,.0408720550864158
France,fr,pv5,18,2,.6028624886940442
France,fr,pv6,18,2,.6303640333217846
France,fr,care,18,2,.6408151683330113
France,fr,rent,18,2,.160832396926614
France,fr,abhlth,18,2,.0628027951298362
France,fr,xbhlth,18,2,.231830583303039
France,fr,anoemp,18,2,.6716424062103385
France,fr,xnoemp,18,2,.8813787856098717
France,fr,aptjob,18,2,.0072140077143722
France,fr,xptjob,18,2,.0369580785519524
France,fr,aisolt,18,2,.0428227538444356
France,fr,xisolt,18,2,.1609967221262454
France,fr,aunemp,18,2,.0091323953013784
France,fr,xunemp,18,2,.050571946283067
France,fr,pv5,19,2,.5891219183934739
France,fr,pv6,19,2,.6175909403991756
France,fr,care,19,2,.6511080569303652
France,fr,rent,19,2,.1624619292627356
France,fr,abhlth,19,2,.0609401228550525
France,fr,xbhlth,19,2,.2143942051638615
France,fr,anoemp,19,2,.6460482035468512
France,fr,xnoemp,19,2,.8395590209213435
France,fr,aptjob,19,2,.0068739331589162
France,fr,xptjob,19,2,.0358211104738683
France,fr,aisolt,19,2,.0458096946059077
France,fr,xisolt,19,2,.1524330916246446
France,fr,aunemp,19,2,.0098195797571419
France,fr,xunemp,19,2,.0544410021453059
France,fr,pv5,20,2,.5499400465513821
France,fr,pv6,20,2,.5791142647900615
France,fr,care,20,2,.6316838919861465
France,fr,rent,20,2,.1599757277471717
France,fr,abhlth,20,2,.0548546741301683
France,fr,xbhlth,20,2,.2065393724638451
France,fr,anoemp,20,2,.5996248607658695
France,fr,xnoemp,20,2,.8341941886760866
France,fr,aptjob,20,2,.0077181506468693
France,fr,xptjob,20,2,.0433159565001563
France,fr,aisolt,20,2,.0477752441277313
France,fr,xisolt,20,2,.1485083486522685
France,fr,aunemp,20,2,.0126856646244324
France,fr,xunemp,20,2,.0575967182835918
France,fr,pv5,21,2,.5648779072769519
France,fr,pv6,21,2,.5936362315246749
France,fr,care,21,2,.6351632041905956
France,fr,rent,21,2,.1599545964134381
France,fr,abhlth,21,2,.0567431046541222
France,fr,xbhlth,21,2,.2043906145103036
France,fr,anoemp,21,2,.6175811360046032
France,fr,xnoemp,21,2,.8386692553808729
France,fr,aptjob,21,2,.0068680068773392
France,fr,xptjob,21,2,.0409982542265296
France,fr,aisolt,21,2,.0437514463546879
France,fr,xisolt,21,2,.1526792452402938
France,fr,aunemp,21,2,.0119946516206462
France,fr,xunemp,21,2,.0635318701852748
France,fr,pv5,22,2,.5296999936867165
France,fr,pv6,22,2,.559969875016601
France,fr,care,22,2,.6319309298448961
France,fr,rent,22,2,.1613494611962687
France,fr,abhlth,22,2,.0521276011865114
France,fr,xbhlth,22,2,.1997295158990078
France,fr,anoemp,22,2,.5609416040380125
France,fr,xnoemp,22,2,.7804020859144079
France,fr,aptjob,22,2,.0089518551222014
France,fr,xptjob,22,2,.0447286392379177
France,fr,aisolt,22,2,.0563509892314797
France,fr,xisolt,22,2,.1502825547856183
France,fr,aunemp,22,2,.0119756451607129
France,fr,xunemp,22,2,.0638985688272453
France,fr,pv5,23,2,.5246556533827
France,fr,pv6,23,2,.5543309143190475
France,fr,care,23,2,.6244190150786535
France,fr,rent,23,2,.1591158880059862
France,fr,abhlth,23,2,.0520375504338807
France,fr,xbhlth,23,2,.1976348201736266
France,fr,anoemp,23,2,.5683491667828086
France,fr,xnoemp,23,2,.8088685400389501
France,fr,aptjob,23,2,.0080413293223964
France,fr,xptjob,23,2,.045839847372167
France,fr,aisolt,23,2,.0416498989656658
France,fr,xisolt,23,2,.1539668891861344
France,fr,aunemp,23,2,.0123704021191941
France,fr,xunemp,23,2,.0650025899547344
France,fr,pv5,24,2,.4972187645019222
France,fr,pv6,24,2,.5293278123767616
France,fr,care,24,2,.6155575147291683
France,fr,rent,24,2,.1587945516390396
France,fr,abhlth,24,2,.047629229464783
France,fr,xbhlth,24,2,.1908571080190383
France,fr,anoemp,24,2,.5166265223151064
France,fr,xnoemp,24,2,.7958545459234221
France,fr,aptjob,24,2,.0088482865868554
France,fr,xptjob,24,2,.0522929975313509
France,fr,aisolt,24,2,.047189410194582
France,fr,xisolt,24,2,.1555915966304936
France,fr,aunemp,24,2,.0128239109784728
France,fr,xunemp,24,2,.0718141629610312
France,fr,pv5,25,2,.4660711454587085
France,fr,pv6,25,2,.4972140138416075
France,fr,care,25,2,.6169030745416846
France,fr,rent,25,2,.1609897002407526
France,fr,abhlth,25,2,.0404938360497034
France,fr,xbhlth,25,2,.1862753839356726
France,fr,anoemp,25,2,.4754345110370596
France,fr,xnoemp,25,2,.7523569078727274
France,fr,aptjob,25,2,.0062860420562049
France,fr,xptjob,25,2,.0530709469611538
France,fr,aisolt,25,2,.046562562413223
France,fr,xisolt,25,2,.1548633001231345
France,fr,aunemp,25,2,.011240208716007
France,fr,xunemp,25,2,.0792768260392571
France,fr,pv5,26,2,.4214015282360756
France,fr,pv6,26,2,.4538778008020844
France,fr,care,26,2,.596707927136124
France,fr,rent,26,2,.1579679693997428
France,fr,abhlth,26,2,.0401004960332123
France,fr,xbhlth,26,2,.168219672966801
France,fr,anoemp,26,2,.426683632363451
France,fr,xnoemp,26,2,.75971434449552
France,fr,aptjob,26,2,.0079350584689463
France,fr,xptjob,26,2,.0626791770412042
France,fr,aisolt,26,2,.0488182872911536
France,fr,xisolt,26,2,.1530888056435399
France,fr,aunemp,26,2,.0140254769268924
France,fr,xunemp,26,2,.0924642920944075
France,fr,pv5,27,2,.4034990765589692
France,fr,pv6,27,2,.4357208244203957
France,fr,care,27,2,.5909377447531982
France,fr,rent,27,2,.1585701935083027
France,fr,abhlth,27,2,.036912194535832
France,fr,xbhlth,27,2,.1703587360978715
France,fr,anoemp,27,2,.4048161891721034
France,fr,xnoemp,27,2,.7525112287399388
France,fr,aptjob,27,2,.0090316753043731
France,fr,xptjob,27,2,.0661147084140084
France,fr,aisolt,27,2,.0578702791247603
France,fr,xisolt,27,2,.1578797016233287
France,fr,aunemp,27,2,.0125925113831095
France,fr,xunemp,27,2,.0964811025206103
France,fr,pv5,28,2,.384231876772286
France,fr,pv6,28,2,.4180050766362728
France,fr,care,28,2,.5896845517375123
France,fr,rent,28,2,.1577507723010536
France,fr,abhlth,28,2,.0341766196785724
France,fr,xbhlth,28,2,.1620952939352365
France,fr,anoemp,28,2,.3569549493210286
France,fr,xnoemp,28,2,.7375553519030479
France,fr,aptjob,28,2,.0089598223865257
France,fr,xptjob,28,2,.0723678007180934
France,fr,aisolt,28,2,.0372718951815563
France,fr,xisolt,28,2,.1558150760897641
France,fr,aunemp,28,2,.0155235174129458
France,fr,xunemp,28,2,.1083259597543266
France,fr,pv5,29,2,.4029435553885441
France,fr,pv6,29,2,.4359898461274739
France,fr,care,29,2,.5899785407468148
France,fr,rent,29,2,.1578705005960747
France,fr,abhlth,29,2,.0377482261654505
France,fr,xbhlth,29,2,.172333298230995
France,fr,anoemp,29,2,.3957331991936484
France,fr,xnoemp,29,2,.7284052473693404
France,fr,aptjob,29,2,.0097484044686339
France,fr,xptjob,29,2,.0606616277694786
France,fr,aisolt,29,2,.0608831095961231
France,fr,xisolt,29,2,.1517269047034415
France,fr,aunemp,29,2,.0140021984504247
France,fr,xunemp,29,2,.0891087145724571
France,fr,pv5,30,2,.3576794701134703
France,fr,pv6,30,2,.3916096451487946
France,fr,care,30,2,.5834716912127887
France,fr,rent,30,2,.1585822235483829
France,fr,abhlth,30,2,.0276087112546436
France,fr,xbhlth,30,2,.1532368864259705
France,fr,anoemp,30,2,.3321783968597858
France,fr,xnoemp,30,2,.6993376406504637
France,fr,aptjob,30,2,.0096127803456818
France,fr,xptjob,30,2,.0710332308276023
France,fr,aisolt,30,2,.0398543292461627
France,fr,xisolt,30,2,.1491244402724198
France,fr,aunemp,30,2,.0164659521784347
France,fr,xunemp,30,2,.1082493311937265
France,fr,pv5,31,2,.3509914146906962
France,fr,pv6,31,2,.3851381303924805
France,fr,care,31,2,.5841947983013143
France,fr,rent,31,2,.1580710353365631
France,fr,abhlth,31,2,.0284377314324273
France,fr,xbhlth,31,2,.1495832598449393
France,fr,anoemp,31,2,.3169180215013616
France,fr,xnoemp,31,2,.6763253828402644
France,fr,aptjob,31,2,.0097376335962717
France,fr,xptjob,31,2,.0725683215486212
France,fr,aisolt,31,2,.0473899743841425
France,fr,xisolt,31,2,.1520538246956851
France,fr,aunemp,31,2,.0152716883691215
France,fr,xunemp,31,2,.1053119810622479
France,fr,pv5,32,2,.3234275453554836
France,fr,pv6,32,2,.3591170647394492
France,fr,care,32,2,.5842170076372475
France,fr,rent,32,2,.1592292924210986
France,fr,abhlth,32,2,.024487871694229
France,fr,xbhlth,32,2,.1415998063006206
France,fr,anoemp,32,2,.2698385147683576
France,fr,xnoemp,32,2,.6979889385791552
France,fr,aptjob,32,2,.0093806338931872
France,fr,xptjob,32,2,.0831346389411143
France,fr,aisolt,32,2,.0397365108008028
France,fr,xisolt,32,2,.163476600126044
France,fr,aunemp,32,2,.0140627851069644
France,fr,xunemp,32,2,.1287647889484309
France,fr,pv5,33,2,.3199791464487123
France,fr,pv6,33,2,.3564371241176663
France,fr,care,33,2,.5835811013696852
France,fr,rent,33,2,.1591636685032284
France,fr,abhlth,33,2,.023779732866299
France,fr,xbhlth,33,2,.1459331978634152
France,fr,anoemp,33,2,.265614009347049
France,fr,xnoemp,33,2,.6929635986344239
France,fr,aptjob,33,2,.0087801148539584
France,fr,xptjob,33,2,.0838177778700307
France,fr,aisolt,33,2,.0813351205173518
France,fr,xisolt,33,2,.1500187249337258
France,fr,aunemp,33,2,.0137390670192467
France,fr,xunemp,33,2,.1214847074414149
France,fr,pv5,34,2,.3056213606005996
France,fr,pv6,34,2,.3416436740378336
France,fr,care,34,2,.5832856026117373
France,fr,rent,34,2,.1597718019766287
France,fr,abhlth,34,2,.0221999846376277
France,fr,xbhlth,34,2,.1418394117303058
France,fr,anoemp,34,2,.2471198366860428
France,fr,xnoemp,34,2,.6789929763544524
France,fr,aptjob,34,2,.0078303833695006
France,fr,xptjob,34,2,.0822538130482826
France,fr,aisolt,34,2,.0362664380639442
France,fr,xisolt,34,2,.1569635591286579
France,fr,aunemp,34,2,.0129004483361786
France,fr,xunemp,34,2,.1248507410725362
France,fr,pv5,35,2,.3085818994760044
France,fr,pv6,35,2,.34465653804934
France,fr,care,35,2,.5823736997827011
France,fr,rent,35,2,.1587396232423999
France,fr,abhlth,35,2,.0215881881507854
France,fr,xbhlth,35,2,.1330670201364682
France,fr,anoemp,35,2,.2534817062382324
France,fr,xnoemp,35,2,.6629175695669974
France,fr,aptjob,35,2,.009041107574065
France,fr,xptjob,35,2,.0821197831691094
France,fr,aisolt,35,2,.0385311229243082
France,fr,xisolt,35,2,.1514534284471216
France,fr,aunemp,35,2,.0151510710507188
France,fr,xunemp,35,2,.1236421810129645
France,fr,pv5,36,2,.2594979304762851
France,fr,pv6,36,2,.2961994124219538
France,fr,care,36,2,.5703871088815677
France,fr,rent,36,2,.1588944135083206
France,fr,abhlth,36,2,.0163594459426962
France,fr,xbhlth,36,2,.1166164984276313
France,fr,anoemp,36,2,.1800402520837681
France,fr,xnoemp,36,2,.6140331333187594
France,fr,aptjob,36,2,.0094098664474718
France,fr,xptjob,36,2,.0869359924520459
France,fr,aisolt,36,2,.0445954675648145
France,fr,xisolt,36,2,.1502623747261061
France,fr,aunemp,36,2,.0167748037447743
France,fr,xunemp,36,2,.1353920796235875
France,fr,pv5,37,2,.2848643356238411
France,fr,pv6,37,2,.3225025148480125
France,fr,care,37,2,.5776880742582465
France,fr,rent,37,2,.1592781408875407
France,fr,abhlth,37,2,.0186354927011381
France,fr,xbhlth,37,2,.1242639121016934
France,fr,anoemp,37,2,.207888952873194
France,fr,xnoemp,37,2,.642113087230969
France,fr,aptjob,37,2,.0089924524073136
France,fr,xptjob,37,2,.0849364138785596
