cname; iso2; iso3; year; edhiq0; edhiq1; edhiq2; edhiq3; edhiq4; edhiq5;
Netherlands; nl; nld; 2009; 411750248368.7249; 27958650115.88985; 51155029160.41254; 76566724661.35225; 99291647713.38553; 156778196717.6846;
Netherlands; nl; nld; 2010; 410678382309.8495; 27315615299.95846; 50622533240.60614; 77902038995.62991; 99283687976.61786; 155554506797.0371;
Netherlands; nl; nld; 2011; 421472789895.2085; 27973562982.93419; 50082277052.32557; 80159321599.0826; 103536932055.7824; 159720696205.0837;
Netherlands; nl; nld; 2012; 424311380023.7462; 28281885032.84359; 51983120682.39208; 78402273287.09517; 105054150642.6666; 160589950378.7488;
Netherlands; nl; nld; 2013; 427047685736.816; 27508209245.33191; 50314879786.20855; 77947130879.66339; 106290581532.7711; 164986884292.841;
Netherlands; nl; nld; 2014; 442102403023.6548; 29506336631.81671; 48469880441.98895; 80008640226.55536; 107293473005.0944; 176824072718.1994;
Netherlands; nl; nld; 2015; 467647471529.1206; 30628223623.51478; 50549062983.63247; 83906945400.69073; 116577689289.3637; 185985550231.9189;
Netherlands; nl; nld; 2016; 487318799791.1329; 30379482033.1074; 51301215690.89785; 89292718051.99409; 122423794634.3408; 193921589380.7928;
Netherlands; nl; nld; 2017; 499087956631.4008; 31304350265.44251; 52361680352.86121; 91245985494.75275; 123839508777.767; 200336431740.5773;
Netherlands; nl; nld; 2018; 511631047634.6792; 33438213325.56071; 54520435570.62688; 93511829088.60214; 126776788363.0165; 203383781286.873;
Netherlands; nl; nld; 2019; 552757649534.8842; 34996932971.27589; 56574770594.35226; 95705924395.19609; 135023100588.6034; 230456920985.4565;
Netherlands; nl; nld; 2020; 580751647393.8121; 33740477437.54496; 56012557698.72563; 96061679098.59595; 140540755697.5784; 254396177461.3672;
Netherlands; nl; nld; 2021; 606492449417.1228; 33891583868.04038; 58245537654.93575; 100742373554.9799; 150321091042.0269; 263291863297.1399;
Norway; no; nor; 1979; 184736456797.1045; 10650182057.33398; 24353433191.11011; 43316794791.16785; 47105933167.14734; 59310113590.34521;
Norway; no; nor; 1986; 460501286997.23; 25867034239.09633; 58387465350.00194; 97058329865.81512; 111773047069.2602; 167415410473.0565;
Norway; no; nor; 1991; 637236144013.3373; 39573354161.67527; 81208375610.49225; 131348712504.6763; 152393893486.0434; 232711808250.45;
Norway; no; nor; 1995; 710116580722.7888; 46334865409.49913; 79576864347.45546; 143923254697.1772; 178676063877.4313; 261605532391.2258;
Norway; no; nor; 2000; 994479937994.3699; 62245873063.23853; 114513147095.3863; 200025158904.684; 232054768674.0814; 385640990256.9798;
Norway; no; nor; 2004; 1204116883895.537; 79410971115.22086; 135843469319.3689; 232627205081.9815; 272200792796.6078; 484034445582.3577;
Norway; no; nor; 2007; 1405564401364.383; 94268718512.3595; 165325379436.5967; 278358638012.1875; 342580893066.875; 525030772336.3647;
Norway; no; nor; 2010; 1661894489802.947; 111463319526.612; 190342401625.6621; 321292357386.1299; 404396867375.1191; 634399543889.4236;
Norway; no; nor; 2013; 1946176238392.612; 132856404568.4764; 230793793090.7178; 366424714336.6406; 472670599537.8057; 743430726858.9718;
Norway; no; nor; 2016; 2172372685870.353; 145905002310.9838; 253796529242.0039; 403638579574.582; 517682657862.127; 851349916880.656;
Norway; no; nor; 2019; 2435825886095.635; 163773250119.4308; 287553671892.1304; 444121385429.2578; 579336217536.3108; 961041361118.5049;
Norway; no; nor; 2020; 2496805675125.719; 167464335286.1; 288616759080.5537; 461175203054.4521; 591916024268.6104; 987633353436.0024;
Norway; no; nor; 2021; 2710394773606.552; 178171217268.7692; 306315100979.6355; 480094105029.1536; 616558221031.2622; 1129256129297.731;
Norway; no; nor; 2022; 2781170015045.321; 188588439464.3517; 327798196976.1484; 508123257183.8633; 656010932027.2104; 1100649189393.747;
Paraguay; py; pry; 1997; 39819424180224.86; 1258343098484.234; 3187060830511.125; 5011317667741.5; 8349540407064; 22013162176424;
Paraguay; py; pry; 1999; 41694501568860.97; 1469594311673.723; 3378572700198.75; 5384131107548; 8824985234532.5; 22637218214908;
Paraguay; py; pry; 2000; 49544332371591.49; 1907629770595.494; 4027548515984.5; 6209094001876.5; 10230303744976; 27169756338159;
Paraguay; py; pry; 2002; 50535360388351.48; 1578675877945.356; 3398136035025.375; 5852032466927.25; 9125302724390.5; 30581213284063;
Paraguay; py; pry; 2003; 59695936891903.09; 2355515074062.086; 4884234725476.5; 7386888104037.5; 11612528822141; 33456770166186;
Paraguay; py; pry; 2004; 62154428133315.72; 2641109617355.719; 5396203414386.5; 8117920658229.5; 12782770044750; 33216424398594;
Paraguay; py; pry; 2005; 74058143817452.5; 3090664850406.25; 6707837761153.25; 10300952475528; 15206572214951; 38752116515414;
Paraguay; py; pry; 2006; 77685043953307.19; 3488047263323.688; 6782514727736; 10291075610792.5; 15974158866441; 41149247485014;
Paraguay; py; pry; 2007; 93096274680860.38; 3872480484637.867; 8057184005161.5; 12384303453115; 18162912336390; 50619394401556;
Paraguay; py; pry; 2008; 101293874194176.3; 4936575879645.77; 9156810295931.5; 14270203950302; 21620802215033; 51309481853264;
Paraguay; py; pry; 2009; 105589367471594.8; 4522379656538.832; 9129539978016; 14174495191781; 23383252759639; 54379699885620;
Paraguay; py; pry; 2010; 123927178384516.6; 5410719169989.076; 10219270291143.5; 16832248007992; 25686450145122; 65778490770270;
Paraguay; py; pry; 2011; 142895004741502.8; 5676558023248.246; 11140083622801.5; 18358171266231; 28830765682936; 78889426146286;
Paraguay; py; pry; 2012; 148246771560541.8; 6127952252313.734; 13302168494648; 21460920394006; 33595011507180; 73760718912394;
Paraguay; py; pry; 2013; 173083399262759.3; 7340042077185.326; 15373069872845; 24517415935933; 37678765473340; 88174105903456;
Paraguay; py; pry; 2014; 194750364556046.8; 7639022347088.297; 15883714415723.5; 25411506032687; 39356000869844; 106460120890704;
Paraguay; py; pry; 2015; 193542480663592.3; 7888357374220.742; 16750914483784.5; 27078645336729; 40737311155454; 101087252313404;
Paraguay; py; pry; 2016; 196574324997864.1; 8278724905899.047; 17075779414878; 26933172337501; 41902967095626; 102383681243960;
Paraguay; py; pry; 2017; 219670307201443.6; 9118098110389.563; 18756899432267; 29025525774897; 45509973019326; 117259810864564;
Paraguay; py; pry; 2018; 226458889825818.6; 9693263272468.625; 21959686129302; 32413954848910; 50156151174170; 112235834400968;
Paraguay; py; pry; 2019; 235399442617469.9; 11091856588840.94; 21993602792823; 34297339140260; 52661716343054; 115354927752492;
Paraguay; py; pry; 2020; 208828725008762.1; 9787544688688.09; 20346355515839; 31723950286823; 47024473360596; 99946401156816;
Peru; pe; per; 2004; 181585661592.4252; 2509652114.123054; 12089185059.55205; 24443089622.87758; 40610585487.4858; 101933149308.3867;
Peru; pe; per; 2005; 177938056543.8634; 5903909682.899574; 12636676560.13421; 24619198486.9083; 40223963435.661; 94554308378.26033;
Peru; pe; per; 2006; 221231938199.9339; 6979997104.855185; 16124675596.55582; 30014502287.61278; 50103171771.70592; 118009591439.2042;
Peru; pe; per; 2007; 259736233680.203; 7746613449.691598; 18801925183.99028; 34427904940.67937; 58250783140.03265; 140509006965.8091;
Peru; pe; per; 2008; 286690617468.632; 7091815066.073519; 22066107177.37367; 41066483804.25513; 67784839346.27647; 148681372074.6532;
Peru; pe; per; 2009; 314114209190.8309; 8514517155.930247; 24453891950.46964; 44112697651.6848; 73560110418.93083; 163472992013.8154;
Peru; pe; per; 2010; 332789327623.3121; 7544763562.812107; 26453024958.16206; 47813666175.49287; 76703376334.00197; 174274496592.843;
Peru; pe; per; 2011; 347089067695.0652; 7591862902.783556; 27773193400.6254; 50709014213.2551; 83816804327.94704; 177198192850.4541;
Peru; pe; per; 2012; 399839398449.6889; 8381867417.467656; 32008898889.27345; 57442452282.85344; 95926512191.45694; 206079667668.6374;
Peru; pe; per; 2013; 419659243440.1356; 10544690478.47961; 34109997295.68804; 61655393524.39916; 101588058861.9458; 211761103279.623;
Peru; pe; per; 2014; 440853885959.7772; 11856619958.91296; 36658667159.3819; 65766886745.58877; 105162021655.4285; 221409690440.4651;
Peru; pe; per; 2015; 459749154306.0821; 11876443292.78126; 38573520711.88976; 69869824519.95374; 108479724334.3323; 230949641447.1251;
Peru; pe; per; 2016; 495863779308.6179; 12538750423.82742; 40458727820.37718; 74285838940.20372; 117883722508.7659; 250696739615.4437;
Peru; pe; per; 2017; 502604695194.0806; 13750334924.24673; 40790902944.82465; 75349698537.47945; 121672557826.3726; 251041200961.1573;
Peru; pe; per; 2018; 514976128853.5338; 15246714257.04099; 40541893870.8764; 77704049110.41151; 125864412788.4679; 255619058826.737;
Peru; pe; per; 2019; 538359710156.2377; 15675176170.41653; 44335029163.48192; 81452804620.93365; 131781256469.7438; 265115443731.6618;
Peru; pe; per; 2021; 471421150326.456; 15799570544.52727; 38894795699.73132; 71279712460.88568; 114591334645.3295; 230855736975.9822;
Poland; pl; pol; 1986; 1102249212.295366; 66310654.83035272; 127964485.8189038; 209050230.0275223; 279468723.7535987; 419455117.8649889;
Poland; pl; pol; 1992; 126771208662.3173; 9598198041.73181; 17256175721.18294; 23642321019.89009; 30130349838.96784; 46144164040.54459;
Poland; pl; pol; 1995; 231341165276.9374; 13361703232.90118; 30649295044.96402; 42980160230.47662; 54271150017.34502; 90078856751.25056;
Poland; pl; pol; 1999; 469861038149.8619; 40193366111.31085; 57710080875.32728; 85926869088.00281; 108821485977.9231; 177209236097.2979;
Poland; pl; pol; 2004; 575345017546.5466; 53915169552.65955; 63992317153.51164; 100398268824.5263; 130858690827.9973; 226180571187.8518;
Poland; pl; pol; 2005; 591665469540.3246; 54991138922.9746; 66278190243.09004; 103532085272.024; 135168245060.791; 231695810041.4448;
Poland; pl; pol; 2006; 648939327565.5656; 57750897217.92919; 73257572891.32901; 115086370950.428; 148936534975.6489; 253907951530.2305;
Poland; pl; pol; 2007; 731513852533.3589; 58908328510.27113; 81204016340.33783; 130656456662.4733; 166789454745.3635; 293955596274.9131;
Poland; pl; pol; 2008; 834416734791.0822; 61286194007.96523; 91373744585.62851; 148099871716.6061; 195626507720.5801; 338030416760.3022;
Poland; pl; pol; 2009; 886700230432.4725; 67416440843.40435; 95851323645.99985; 158989188071.2122; 208340304301.8962; 356102973569.96;
Poland; pl; pol; 2010; 957399537302.7332; 76495107836.05457; 105699281241.5915; 172282355977.678; 222170927050.542; 380751865196.8672;
Poland; pl; pol; 2011; 989459773832.9264; 77944796763.00568; 109194557297.9176; 177714602783.1018; 230320576330.0293; 394285240658.8721;
Poland; pl; pol; 2012; 1021573207493.047; 82157378914.24901; 110749990200.8852; 180679803177.7568; 236586753440.498; 411399281759.6582;
Poland; pl; pol; 2013; 1044327334235.566; 82951934848.45752; 114636776953.6512; 184379282507.0903; 238876467573.7803; 423482872352.5864;
Poland; pl; pol; 2014; 1084525632939.962; 87628172304.33487; 121008110346.6266; 191481276195.2642; 248109203145.8091; 436298870947.9272;
Poland; pl; pol; 2015; 1112815043362.911; 89580081659.61661; 124844082499.6465; 198954855503.9568; 257256076434.7231; 442179947264.9678;
Poland; pl; pol; 2016; 1193207523480.756; 93564615493.17517; 138020770779.767; 222450549410.0461; 276013763514.855; 463157824282.9131;
Poland; pl; pol; 2017; 1311905323735.434; 101354234367.6547; 149601959655.4775; 243328982520.27; 299380738144.2397; 518239409047.792;
Poland; pl; pol; 2018; 1390423496835.041; 106566285102.6351; 151840498608.5153; 261205385246.2801; 320765692151.378; 550045635726.2327;
Poland; pl; pol; 2019; 1500117465140.558; 114418987717.8476; 161119327065.2029; 282125904462.3137; 355228260029.8732; 587224985865.3204;
Poland; pl; pol; 2020; 1578045440343.247; 138082930512.8519; 141378656013.2208; 303675824417.0308; 373308365194.8167; 621599664205.3267;
Romania; ro; rou; 1995; 5782584523.757308; 414035293.5882841; 701753736.7350862; 1063035963.898417; 1378528130.835154; 2225231398.700366;
Romania; ro; rou; 1997; 18600870604.34578; 1380432324.068295; 2285342353.929181; 3391509747.120323; 4355855071.765466; 7187731107.462518;
Romania; ro; rou; 2006; 201776495371.73; 14752562185.46566; 17901505522.92385; 35657360321.03883; 50426182737.62315; 83038884604.67847;
Romania; ro; rou; 2007; 215291665962.7918; 16902744102.05079; 20327403991.53403; 37829252867.77692; 53909060164.66508; 86323204836.76498;
Romania; ro; rou; 2008; 256909022480.9901; 21261224281.96296; 24541682499.43738; 45294809453.23499; 64633742868.59956; 101177563377.7553;
Romania; ro; rou; 2009; 271450719839.3471; 25038295987.3689; 26391140932.59274; 46926843606.60701; 68395290629.19698; 104699148683.5815;
Romania; ro; rou; 2010; 274370837436.429; 26116871283.80095; 26847263462.24141; 49233033554.78808; 67054403301.41593; 105119265834.1826;
Romania; ro; rou; 2011; 258476168446.1677; 24226952030.65337; 25838089383.67072; 46516175868.3911; 63103753700.64591; 98791197462.80656;
Romania; ro; rou; 2012; 279273172981.3997; 26805459829.96955; 27526783796.82175; 50594165179.69746; 70058730775.79446; 104288033399.1164;
Romania; ro; rou; 2013; 286778234300.4283; 26064655334.83893; 29076873775.47764; 51847248515.0966; 71032436176.7713; 108757020498.2439;
Romania; ro; rou; 2014; 289270396741.3045; 24514443605.03354; 29127460539.20757; 50172641576.49895; 73550396300.83977; 111905454719.7247;
Romania; ro; rou; 2015; 315836018141.0771; 28796928374.20234; 29581100543.65724; 57815009710.40963; 77235154987.60446; 122407824525.2034;
Romania; ro; rou; 2017; 433085381832.0032; 35156263781.02486; 35144581984.76671; 78296984027.07266; 104692109195.3367; 179795442843.8023;
Romania; ro; rou; 2016; 339675860711.7934; 28679094139.31408; 33336949570.93921; 63358146672.93597; 83141734786.0117; 131159935542.5925;
Romania; ro; rou; 2018; 500827551358.5487; 39631817673.72815; 40141584220.71699; 90452168790.65225; 122666655478.4821; 207935325194.9693;
Romania; ro; rou; 2019; 555594406194.4678; 45910599162.55503; 45586249339.65602; 102221147530.6249; 143972184283.3944; 217904225878.2375;
Romania; ro; rou; 2020; 610132206418.4976; 49584568834.71488; 49526526197.58404; 108958919154.1208; 156806984778.2628; 245255207453.8151;
Romania; ro; rou; 2021; 701046503287.2496; 63331265743.36315; 66123424879.78387; 138856425178.1444; 181867945997.1742; 250867441488.784;
Russia; ru; rus; 2000; 3635133761663.883; 151488165554.2682; 268991353834.5266; 498530800466.9728; 809785774586.5662; 1906337667221.549;
Russia; ru; rus; 2004; 9618183588074.531; 453212831572.0997; 740753301280.9318; 1387881144507.227; 2284723952525.954; 4751612358188.318;
Russia; ru; rus; 2007; 16268845223762.78; 782578739039.397; 1431384702615.779; 2570806514199.698; 4058165083924.311; 7425910183983.597;
Russia; ru; rus; 2010; 29140392670642.91; 1779451072240.03; 2925470444817.318; 4534385247881.282; 6937002268509.837; 12964083637194.44;
Russia; ru; rus; 2011; 47735127938337.69; 3065007301443.398; 5181883954121.678; 7609599932971.353; 10744832637862.89; 21133804111938.36;
Russia; ru; rus; 2013; 60350368361934.59; 3870242745152.332; 7265430436175.284; 9862488995237.203; 13655202570410.71; 25697003614959.06;
Russia; ru; rus; 2014; 64183916546394.68; 4298641387863.969; 8163949870014.623; 10600786092507.44; 14766264312926.17; 26354274883082.48;
Russia; ru; rus; 2015; 68915446666164.64; 4834261248149.271; 8963975600852.521; 11678413109031.64; 16001285704967.31; 27437511003163.89;
Russia; ru; rus; 2016; 71345598444126.47; 5020396075002.652; 9533443914341.979; 12325187668826.3; 16077735284531.11; 28388835501424.42;
Russia; ru; rus; 2017; 71305365227626.59; 5191088290000.207; 9635055593792.322; 12395898093927.43; 16248502591806.22; 27834820658100.41;
Russia; ru; rus; 2018; 75848843108868.14; 5474372967589.539; 10186429603364.68; 13291666074741.75; 16970342118313.23; 29926032344858.95;
Russia; ru; rus; 2019; 79167750558420.31; 5699219034629.513; 10704737487612.49; 13737405010057.39; 17707227569687.81; 31319161456433.11;
Russia; ru; rus; 2020; 82211227294209.47; 6052921739033.19; 11801805774678.31; 14636787934536.21; 18593141991552.87; 31126569854408.89;
Russia; ru; rus; 2021; 90054636864615.47; 6381491403713.193; 12572144002465.35; 15899840198424.27; 20412163657525.28; 34788997602487.37;
Russia; ru; rus; 2022; 100067497669255.9; 8033519244688.714; 14147737312388.16; 17416329106584.59; 23255994035940.46; 37213917969653.96;
Serbia; rs; srb; 2006; 1726241616956.441; 137890195699.6858; 146326051206.501; 296006427053.9811; 444428813972.447; 701590129023.8258;
Serbia; rs; srb; 2007; 1953173992101.39; 162225914142.6339; 158470525227.2389; 321358817177.4699; 503126956227.1556; 807991779326.8911;
Serbia; rs; srb; 2008; 2253560892243.628; 193639947095.4749; 162302213984.5265; 376117782758.5566; 573807389136.5044; 947693559268.5654;
Serbia; rs; srb; 2009; 2447617511603.376; 253208199259.223; 150881475461.5195; 401491487387.0381; 629501982499.2396; 1012534366996.356;
Serbia; rs; srb; 2010; 2422511348346.916; 309508851310.3094; 128254296373.4117; 372136465979.5978; 596993117489.119; 1015618617194.478;
Serbia; rs; srb; 2011; 2573092012167.661; 323824828888.6384; 138808401745.4278; 406024616614.0949; 647887954149.9617; 1056546210769.538;
Serbia; rs; srb; 2012; 2585870714232.115; 335772498363.193; 123684211120.5079; 406184852864.5572; 637302207483.2852; 1082926944400.572;
Serbia; rs; srb; 2013; 2765395709828.663; 328228185059.7533; 157042381963.4135; 445677207443.0889; 673737445740.1797; 1160710489622.228;
Serbia; rs; srb; 2014; 2919389455437.521; 350326325466.631; 162460893493.9191; 477726053531.2435; 724133517030.6056; 1204742665915.122;
Serbia; rs; srb; 2015; 2985814419641.64; 329043682255.1199; 177672648651.1232; 495331765325.564; 743608056440.4701; 1240158266969.362;
